SMIM10,liver cancer,1,20103,20104,0
CLDN1,liver cancer,1023,20103,21117,9
ING1,liver cancer,271,20103,20374,2
AKR1C6P,liver cancer,0,20103,20103,0
LRRCC1,liver cancer,3,20103,20106,0
SNHG9,liver cancer,6,20103,20109,0
TCEA2,liver cancer,5,20103,20108,1
UBA2,liver cancer,154,20103,20256,1
CHP1,liver cancer,123,20103,20226,0
RPL27,liver cancer,37,20103,20140,1
DNAJC2,liver cancer,35,20103,20138,0
ETV5,liver cancer,413,20103,20516,2
DPM1,liver cancer,78,20103,20181,0
STAU2,liver cancer,61,20103,20164,0
HEATR3,liver cancer,4,20103,20107,0
RMDN1,liver cancer,1,20103,20104,0
SLC6A9,liver cancer,296,20103,20399,0
TIPRL,liver cancer,35,20103,20137,1
TCEAL8,liver cancer,2,20103,20105,0
EPB41L5,liver cancer,32,20103,20135,0
CD4,liver cancer,158871,20103,178848,126
MOB3C,liver cancer,2,20103,20105,0
USP11,liver cancer,63,20103,20165,1
CYTH3,liver cancer,6,20103,20109,0
RTN4,liver cancer,689,20103,20788,4
IRF5,liver cancer,692,20103,20795,2
C4orf48,liver cancer,2,20103,20105,0
RPS8,liver cancer,66,20103,20169,0
ARFGAP3,liver cancer,37,20103,20140,0
CCDC107,liver cancer,0,20103,20103,0
CLTB,liver cancer,55,20103,20158,0
GRAMD1B,liver cancer,13,20103,20116,0
FGA,liver cancer,1261,20103,21363,1
LRRC40,liver cancer,2,20103,20105,0
CHEK1,liver cancer,1728,20103,21826,5
IFT43,liver cancer,22,20103,20125,0
SLFN5,liver cancer,18,20103,20121,0
SLBP,liver cancer,159,20103,20262,0
B4GALNT1,liver cancer,52,20103,20155,0
CRBN,liver cancer,288,20103,20391,1
ELMO3,liver cancer,17,20103,20120,0
PGLYRP2,liver cancer,38,20103,20141,1
MS4A4A,liver cancer,33,20103,20136,0
ASCC3,liver cancer,19,20103,20122,0
CLDN2,liver cancer,317,20103,20420,6
RALY-AS1,liver cancer,0,20103,20103,0
PON2,liver cancer,391,20103,20494,3
METTL14,liver cancer,144,20103,20245,2
CRIPT,liver cancer,39,20103,20142,3
DCK,liver cancer,617,20103,20719,1
ERAP2,liver cancer,159,20103,20262,1
ZNF846,liver cancer,0,20103,20103,0
VASH1,liver cancer,148,20103,20251,2
TRAF5,liver cancer,189,20103,20292,2
RASSF1,liver cancer,1184,20103,21278,9
IL12RB1,liver cancer,289,20103,20392,1
PORCN,liver cancer,201,20103,20303,1
CYP2C19,liver cancer,5224,20103,25324,3
BEND7,liver cancer,1,20103,20104,0
UBQLN4,liver cancer,23,20103,20126,0
ATP6V1C1,liver cancer,24,20103,20127,0
ACTR10,liver cancer,3,20103,20106,0
ZNF143,liver cancer,98,20103,20201,0
MAP2K1,liver cancer,1944,20103,22040,7
HILPDA,liver cancer,43,20103,20146,0
MLXIPL,liver cancer,309,20103,20407,5
CEP170B,liver cancer,0,20103,20103,0
SNX3,liver cancer,63,20103,20166,0
FKBPL,liver cancer,34,20103,20137,1
LRCH3,liver cancer,3,20103,20106,0
PXYLP1,liver cancer,0,20103,20103,0
MYO7B,liver cancer,12,20103,20115,0
TRIM24,liver cancer,110,20103,20211,2
UROD,liver cancer,219,20103,20322,1
KHNYN,liver cancer,5,20103,20108,0
CXCR4,liver cancer,13338,20103,33419,22
PUS10,liver cancer,22,20103,20125,0
TRAPPC6A,liver cancer,9,20103,20112,0
POLR1D,liver cancer,39,20103,20142,0
SEMA7A,liver cancer,149,20103,20252,0
RPS6KL1,liver cancer,5,20103,20108,0
TMEM91,liver cancer,1,20103,20104,0
NACC2,liver cancer,1,20103,20104,0
TMTC4,liver cancer,2,20103,20105,0
SNX17,liver cancer,46,20103,20149,0
WDR12,liver cancer,32,20103,20135,0
SRP54,liver cancer,239,20103,20342,0
FOXA1,liver cancer,1092,20103,21183,12
FZD8,liver cancer,129,20103,20232,0
KIF14,liver cancer,92,20103,20195,2
MTMR12,liver cancer,7,20103,20110,0
ASIC3,liver cancer,443,20103,20546,1
LSM8,liver cancer,21,20103,20124,0
CORO1A,liver cancer,59,20103,20162,0
COX7A1,liver cancer,52,20103,20155,0
ZBTB34,liver cancer,4,20103,20107,0
ISOC2,liver cancer,5,20103,20108,1
ARHGAP19,liver cancer,14,20103,20117,0
CIB1,liver cancer,248,20103,20351,2
ZC4H2,liver cancer,17,20103,20120,0
MTHFD1,liver cancer,227,20103,20328,2
TLE6,liver cancer,22,20103,20125,0
ZNF468,liver cancer,1,20103,20104,0
DALRD3,liver cancer,2,20103,20105,0
RANGAP1,liver cancer,213,20103,20316,0
LRPPRC,liver cancer,127,20103,20230,2
IDO2,liver cancer,150,20103,20253,1
SLC7A2,liver cancer,95,20103,20198,0
GOSR2,liver cancer,46,20103,20149,0
TET3,liver cancer,391,20103,20494,4
MGAT4B,liver cancer,7,20103,20110,0
ZNF704,liver cancer,6,20103,20109,1
GEMIN8,liver cancer,10,20103,20113,0
VAC14,liver cancer,94,20103,20197,0
SPATS2L,liver cancer,15,20103,20118,0
TTC28,liver cancer,12,20103,20115,0
SLC31A1,liver cancer,271,20103,20374,2
GPT2,liver cancer,75,20103,20177,1
GATC,liver cancer,576,20103,20679,0
ITPRIPL2,liver cancer,1,20103,20104,0
FAH,liver cancer,579,20103,20676,6
C17orf67,liver cancer,3,20103,20106,0
SBNO2,liver cancer,16,20103,20119,0
COA1,liver cancer,24,20103,20127,0
MTND6P4,liver cancer,0,20103,20103,0
ZNF320,liver cancer,3,20103,20106,0
SHMT1,liver cancer,180,20103,20282,1
AKAP8,liver cancer,50,20103,20153,0
STIM1,liver cancer,1734,20103,21836,1
MAT2B,liver cancer,50,20103,20145,8
SGCA,liver cancer,115,20103,20218,0
CDK2AP1,liver cancer,80,20103,20183,0
EID2,liver cancer,11,20103,20114,0
HNRNPD,liver cancer,78,20103,20181,8
MIS18BP1,liver cancer,12,20103,20115,0
OCIAD2,liver cancer,12,20103,20115,1
TIMM23B,liver cancer,1,20103,20104,0
HHAT,liver cancer,65,20103,20168,1
MLX,liver cancer,508,20103,20608,3
ARHGAP39,liver cancer,6,20103,20109,0
DPY19L3,liver cancer,6,20103,20109,0
LYST,liver cancer,213,20103,20316,1
COPE,liver cancer,33962,20103,54058,7
SAC3D1,liver cancer,6,20103,20109,0
HTRA2,liver cancer,554,20103,20653,4
TIMM44,liver cancer,30,20103,20133,0
RAD51,liver cancer,4657,20103,24755,5
EPB41L1,liver cancer,23,20103,20126,0
MYO1C,liver cancer,129,20103,20232,1
FOXO1,liver cancer,4643,20103,24729,17
SETD5,liver cancer,40,20103,20143,0
PLA2G12A,liver cancer,17,20103,20120,0
COA5,liver cancer,2,20103,20105,0
MED21,liver cancer,21,20103,20124,0
TMPRSS6,liver cancer,228,20103,20331,2
SMAP2,liver cancer,23,20103,20126,0
DDB1,liver cancer,619,20103,20713,9
ZSCAN16,liver cancer,5,20103,20108,0
ASNSD1,liver cancer,2,20103,20105,0
RPP30,liver cancer,61,20103,20164,0
MFSD5,liver cancer,5,20103,20108,0
LY96,liver cancer,489,20103,20592,1
ELFN1,liver cancer,16,20103,20119,0
PPIAP29,liver cancer,0,20103,20103,0
RPS15AP1,liver cancer,0,20103,20103,0
ERLIN2,liver cancer,54,20103,20157,1
VPS26A,liver cancer,63,20103,20166,0
DHTKD1,liver cancer,28,20103,20131,0
PSMD3,liver cancer,25,20103,20128,0
SLC22A10,liver cancer,8,20103,20111,1
NCF4,liver cancer,100,20103,20203,1
PHKB,liver cancer,41,20103,20143,1
SCML2,liver cancer,27,20103,20130,0
TDRKH,liver cancer,17,20103,20119,1
PHLPP1,liver cancer,209,20103,20310,2
PMEPA1,liver cancer,86,20103,20189,1
GFM1,liver cancer,24,20103,20127,0
TRIM55,liver cancer,16,20103,20119,0
PQLC2,liver cancer,5,20103,20108,0
FN1,liver cancer,1099,20103,21197,5
RPL22,liver cancer,293,20103,20396,0
CHST14,liver cancer,32,20103,20135,0
HMGN3,liver cancer,23,20103,20126,0
PYURF,liver cancer,158,20103,20103,0
CDC37L1,liver cancer,8,20103,20110,1
SLC25A30,liver cancer,4,20103,20107,0
GRB2,liver cancer,3324,20103,23422,5
CAT,liver cancer,117025,20103,137088,40
SNRPC,liver cancer,14,20103,20117,1
HSPA7,liver cancer,38,20103,20141,0
PDHX,liver cancer,105,20103,20207,1
IFI27L2,liver cancer,3,20103,20106,0
NRSN2,liver cancer,8,20103,20111,1
GBP2,liver cancer,129,20103,20232,0
SLC35E2B,liver cancer,0,20103,20103,0
INSIG2,liver cancer,262,20103,20365,3
ZNF766,liver cancer,1,20103,20104,0
KLHDC8B,liver cancer,9,20103,20112,0
CCDC84,liver cancer,1,20103,20104,0
TRAPPC12,liver cancer,10,20103,20113,0
NBPF12,liver cancer,1,20103,20104,0
SLC5A3,liver cancer,167,20103,20270,0
MUC3A,liver cancer,38,20103,20141,1
GBP3,liver cancer,24,20103,20127,0
OCRL,liver cancer,288,20103,20391,0
DCXR,liver cancer,29,20103,20132,1
RPLP0P6,liver cancer,0,20103,20103,0
ST20,liver cancer,70,20103,20173,0
TXN2,liver cancer,120,20103,20223,1
BRCC3,liver cancer,65,20103,20168,0
UBXN4,liver cancer,7,20103,20110,0
MXI1,liver cancer,198,20103,20299,2
SYT11,liver cancer,41,20103,20144,0
ZC2HC1A,liver cancer,1,20103,20104,0
FAM110B,liver cancer,5,20103,20108,0
NFIB,liver cancer,327,20103,20430,5
YIF1A,liver cancer,8,20103,20111,0
RASL10B,liver cancer,5,20103,20108,0
STIL,liver cancer,287,20103,20390,0
SUV39H2,liver cancer,91,20103,20192,2
ZNF354B,liver cancer,0,20103,20103,0
AC005229.1,liver cancer,0,20103,20103,0
PTPN11,liver cancer,2239,20103,22336,6
JADE3,liver cancer,3,20103,20106,0
EEF1A1P13,liver cancer,0,20103,20103,0
PROSER2,liver cancer,3,20103,20106,0
USP25,liver cancer,57,20103,20160,0
GPRC5B,liver cancer,44,20103,20147,0
TMEM59,liver cancer,18,20103,20121,0
AXIN2,liver cancer,1001,20103,21094,10
SLC7A9,liver cancer,229,20103,20332,0
ALDH8A1,liver cancer,22,20103,20124,1
SORT1,liver cancer,190,20103,20293,0
SLC5A9,liver cancer,8,20103,20111,0
MSC,liver cancer,18431,20103,38515,19
VCAN,liver cancer,681,20103,20780,4
DDX60,liver cancer,35,20103,20138,0
RDX,liver cancer,1220,20103,21323,1
LGI4,liver cancer,25,20103,20128,0
AKAP8L,liver cancer,34,20103,20137,0
ZBTB48,liver cancer,8,20103,20111,0
HSD17B12,liver cancer,42,20103,20145,0
POLR1E,liver cancer,11,20103,20114,0
WDR24,liver cancer,7,20103,20110,0
DPH1,liver cancer,67,20103,20170,0
CDK9,liver cancer,1021,20103,21124,12
TSHZ2,liver cancer,27,20103,20130,0
CAMTA2,liver cancer,20,20103,20123,0
BLOC1S4,liver cancer,3,20103,20106,0
SND1,liver cancer,228,20103,20327,4
AURKAIP1,liver cancer,3,20103,20106,0
MCPH1,liver cancer,216,20103,20319,1
CGREF1,liver cancer,10,20103,20113,0
STAMBPL1,liver cancer,19,20103,20122,0
DST,liver cancer,4262,20103,24364,1
NUP88,liver cancer,81,20103,20184,0
SLC38A9,liver cancer,37,20103,20140,0
NFYA,liver cancer,380,20103,20483,3
DNALI1,liver cancer,13,20103,20116,0
MEP1B,liver cancer,22,20103,20125,0
NUDT2,liver cancer,12,20103,20115,0
SWI5,liver cancer,162,20103,20265,0
SNX20,liver cancer,5,20103,20108,0
CCND2,liver cancer,1143,20103,21239,7
TRUB1,liver cancer,4,20103,20107,0
GPRC5C,liver cancer,15,20103,20118,0
TGM2,liver cancer,224,20103,20325,2
AGFG1,liver cancer,254,20103,20356,1
ESPN,liver cancer,125,20103,20228,0
LAPTM4A,liver cancer,25,20103,20128,1
NOP56,liver cancer,101,20103,20204,0
KDM1A,liver cancer,787,20103,20882,8
NEU3,liver cancer,170,20103,20273,2
FGR,liver cancer,1822,20103,21924,1
CCDC50,liver cancer,18,20103,20121,2
CPSF1,liver cancer,16,20103,20119,0
SAMSN1,liver cancer,25,20103,20128,0
PTK2,liver cancer,3651,20103,23740,14
ATMIN,liver cancer,50,20103,20153,1
STX4,liver cancer,44,20103,20147,0
ST5,liver cancer,725,20103,20828,0
SULT1E1,liver cancer,223,20103,20324,2
ZSCAN29,liver cancer,1,20103,20104,0
TRIM25,liver cancer,209,20103,20311,1
HMG20B,liver cancer,25,20103,20128,0
CEBPG,liver cancer,34,20103,20137,5
LYPLA2,liver cancer,34,20103,20137,1
RPL39P3,liver cancer,0,20103,20103,0
C11orf95,liver cancer,30,20103,20133,0
ASTE1,liver cancer,8,20103,20111,1
CC2D1A,liver cancer,63,20103,20166,0
ARHGAP5,liver cancer,103,20103,20206,1
NUP35,liver cancer,16,20103,20119,0
HAUS4,liver cancer,4,20103,20107,0
TMEM192,liver cancer,9,20103,20112,0
BCL2L10,liver cancer,59,20103,20162,1
MRC2,liver cancer,115,20103,20218,2
ATAT1,liver cancer,36,20103,20139,1
STRBP,liver cancer,19,20103,20122,0
SLC25A27,liver cancer,66,20103,20169,0
BASP1,liver cancer,138,20103,20240,1
PDE8A,liver cancer,83,20103,20186,1
SSH2,liver cancer,15,20103,20118,0
FHL2,liver cancer,365,20103,20466,2
PIR,liver cancer,2390,20103,22491,2
F10,liver cancer,3230,20103,23331,2
GYPC,liver cancer,38,20103,20141,0
ATAD2,liver cancer,109,20103,20209,3
RPS28,liver cancer,29,20103,20132,1
SET,liver cancer,517301,20103,537009,395
MKS1,liver cancer,107,20103,20210,0
CD7,liver cancer,2390,20103,22492,1
LRP3,liver cancer,17,20103,20120,0
VPS37A,liver cancer,26,20103,20129,1
RNF24,liver cancer,4,20103,20107,0
IQCE,liver cancer,10,20103,20113,0
HOOK2,liver cancer,30,20103,20133,0
HPS4,liver cancer,72,20103,20175,0
ZNF329,liver cancer,1,20103,20104,0
KHK,liver cancer,87,20103,20190,0
ANTXR2,liver cancer,186,20103,20289,0
COL12A1,liver cancer,99,20103,20202,0
CYP4V2,liver cancer,103,20103,20206,1
HAGHL,liver cancer,1,20103,20104,0
NAA38,liver cancer,11,20103,20114,0
EVA1A,liver cancer,16,20103,20119,1
EBP,liver cancer,8079,20103,28161,21
OASL,liver cancer,151,20103,20254,1
NDUFS1,liver cancer,98,20103,20201,0
GNE,liver cancer,464,20103,20565,2
MRPL16,liver cancer,3,20103,20106,0
NUDT19,liver cancer,6,20103,20109,0
B3GNT7,liver cancer,14,20103,20117,1
LPAR6,liver cancer,63,20103,20163,3
NAMPTP1,liver cancer,0,20103,20103,0
DNAJC15,liver cancer,24,20103,20127,0
NSMCE4A,liver cancer,1,20103,20104,0
DPY19L1,liver cancer,8,20103,20111,1
ITGAX,liver cancer,95,20103,20198,0
RPS29,liver cancer,33,20103,20136,0
MBLAC1,liver cancer,5,20103,20108,0
NRIP2,liver cancer,3,20103,20106,0
KTI12,liver cancer,20,20103,20123,0
FUK,liver cancer,23,20103,20125,1
COASY,liver cancer,33,20103,20136,23
TTC17,liver cancer,7,20103,20110,0
AFM,liver cancer,22883,20103,42964,22
SNX22,liver cancer,4,20103,20107,0
ZRANB2,liver cancer,28,20103,20131,0
FBXW4,liver cancer,38,20103,20141,0
EGR3,liver cancer,349,20103,20451,1
MYH9,liver cancer,704,20103,20805,2
EIF2AK4,liver cancer,306,20103,20409,3
SCAMP2,liver cancer,27,20103,20130,0
GABPB1,liver cancer,47,20103,20150,0
RBM15,liver cancer,82,20103,20184,1
ATIC,liver cancer,159,20103,20262,5
MIER2,liver cancer,1,20103,20104,0
USP3,liver cancer,42,20103,20145,0
LLPH,liver cancer,3,20103,20106,0
TYW1B,liver cancer,1,20103,20104,0
ZNF133,liver cancer,13,20103,20116,0
MT1H,liver cancer,50,20103,20152,1
HLA-K,liver cancer,2,20103,20105,0
HMMR,liver cancer,129,20103,20231,1
GYG1,liver cancer,28,20103,20131,0
RBM42,liver cancer,7,20103,20110,0
GLE1,liver cancer,88,20103,20191,0
CINP,liver cancer,91,20103,20194,0
CENPB,liver cancer,381,20103,20484,0
HSPB11,liver cancer,29,20103,20131,1
ARHGAP17,liver cancer,21,20103,20124,0
CEPT1,liver cancer,20,20103,20123,0
TRMT6,liver cancer,7,20103,20109,1
AURKB,liver cancer,1080,20103,21180,3
PIK3R4,liver cancer,49,20103,20152,0
DUS4L,liver cancer,7,20103,20110,0
ZNF254,liver cancer,2,20103,20105,0
ARFIP2,liver cancer,29,20103,20132,0
TRPM2,liver cancer,793,20103,20896,1
DMWD,liver cancer,15,20103,20118,0
CBX5,liver cancer,42,20103,20145,0
PPIP5K1,liver cancer,19,20103,20122,0
MTRF1,liver cancer,15,20103,20118,0
FTCD,liver cancer,211,20103,20313,1
PIGB,liver cancer,33,20103,20136,0
SH3RF3,liver cancer,6,20103,20109,0
GDF2,liver cancer,205,20103,20306,2
RNF114,liver cancer,32,20103,20135,1
VRK2,liver cancer,69,20103,20172,0
ARHGEF7,liver cancer,116,20103,20219,1
THADA,liver cancer,95,20103,20198,0
RSL1D1,liver cancer,13,20103,20116,0
SEPT11,liver cancer,32,20103,20135,0
DSG1,liver cancer,654,20103,20757,0
ARSD,liver cancer,76,20103,20179,0
LAYN,liver cancer,12,20103,20115,0
CEP170,liver cancer,32,20103,20135,0
PLEKHG2,liver cancer,16,20103,20119,0
CEP68,liver cancer,26,20103,20129,0
ACSL6,liver cancer,61,20103,20164,0
LZTS1,liver cancer,83,20103,20185,1
VAMP8,liver cancer,238,20103,20341,0
PLA2G2A,liver cancer,208,20103,20311,1
MEX3C,liver cancer,23,20103,20126,0
TFPT,liver cancer,43,20103,20146,0
MYSM1,liver cancer,43,20103,20146,0
COL14A1,liver cancer,97,20103,20200,0
RAB3IP,liver cancer,18,20103,20121,1
RBL1,liver cancer,603,20103,20706,4
TMEM252,liver cancer,4,20103,20107,0
SLC43A1,liver cancer,25,20103,20128,0
NCBP1,liver cancer,10,20103,20113,0
ZNHIT1,liver cancer,7,20103,20110,0
RPL24P2,liver cancer,0,20103,20103,0
RECQL,liver cancer,184,20103,20287,0
NDUFA8,liver cancer,15,20103,20118,0
CD37,liver cancer,294,20103,20397,0
DCAF4,liver cancer,9,20103,20112,0
AZGP1P2,liver cancer,0,20103,20103,0
RPS27A,liver cancer,47,20103,20150,0
SUPT16H,liver cancer,51,20103,20153,1
N4BP2,liver cancer,16,20103,20119,0
DERL1,liver cancer,86,20103,20189,0
CYP2A7,liver cancer,57,20103,20159,1
USP42,liver cancer,18,20103,20121,0
MXD1,liver cancer,185,20103,20287,1
AP1B1,liver cancer,18,20103,20121,0
ACTA2,liver cancer,2162,20103,22255,10
TYK2,liver cancer,1110,20103,21213,7
SETDB2,liver cancer,43,20103,20146,0
ZSWIM3,liver cancer,0,20103,20103,0
TNFRSF12A,liver cancer,358,20103,20459,2
AKIRIN2,liver cancer,45,20103,20148,0
NPL,liver cancer,1003,20103,21105,1
TAB1,liver cancer,301,20103,20403,1
ZMIZ2,liver cancer,10,20103,20113,0
ATF4,liver cancer,2514,20103,22610,7
RPS19,liver cancer,312,20103,20414,1
NEU1,liver cancer,269,20103,20372,3
NET1,liver cancer,223,20103,20325,1
SIMC1,liver cancer,5,20103,20108,0
UBE2J1,liver cancer,40,20103,20143,1
LGALS1,liver cancer,314,20103,20417,3
PPARD,liver cancer,284,20103,20386,1
FUT1,liver cancer,253,20103,20356,3
TMEM176A,liver cancer,19,20103,20121,1
TMEM74B,liver cancer,0,20103,20103,0
MYCBP,liver cancer,141,20103,20244,3
LARS,liver cancer,947,20103,21050,2
TRMT1,liver cancer,7,20103,20110,0
SNRPA1,liver cancer,11,20103,20114,0
ABCB7,liver cancer,71,20103,20174,0
PATL1,liver cancer,28,20103,20131,0
ZNF674-AS1,liver cancer,2,20103,20105,1
ABHD4,liver cancer,10,20103,20113,0
PDLIM3,liver cancer,37,20103,20140,0
NUP62,liver cancer,112,20103,20215,0
CDC42EP5,liver cancer,17,20103,20120,0
BLNK,liver cancer,224,20103,20327,0
URB1,liver cancer,12,20103,20115,0
ADH4,liver cancer,185,20103,20287,1
GBP1,liver cancer,271,20103,20373,1
MEX3D,liver cancer,3,20103,20106,0
C20orf96,liver cancer,1,20103,20104,0
MLLT11,liver cancer,40,20103,20143,2
NEK2,liver cancer,348,20103,20445,6
ANXA9,liver cancer,22,20103,20125,0
PRDX2,liver cancer,322,20103,20425,3
MAP7,liver cancer,49,20103,20151,1
WIZ,liver cancer,31,20103,20134,0
UPF1,liver cancer,553,20103,20655,1
JUND,liver cancer,1152,20103,21253,2
ECE1,liver cancer,649,20103,20752,0
TANGO2,liver cancer,15,20103,20118,0
ELL,liver cancer,634,20103,20737,1
EEF1A1P6,liver cancer,0,20103,20103,0
NCAPH,liver cancer,34,20103,20137,1
ZNF574,liver cancer,3,20103,20106,0
TXNL4A,liver cancer,23,20103,20126,0
SPATA24,liver cancer,0,20103,20103,0
CCSER2,liver cancer,1,20103,20104,0
SRSF2,liver cancer,641,20103,20744,4
MAZ,liver cancer,237,20103,20340,1
MLLT10,liver cancer,124,20103,20227,0
CSPP1,liver cancer,22,20103,20125,0
MICU2,liver cancer,46,20103,20149,1
ZNF428,liver cancer,0,20103,20103,0
SEC14L1,liver cancer,25,20103,20128,0
KLC4,liver cancer,6,20103,20109,0
NPR1,liver cancer,1023,20103,21126,1
DHX33,liver cancer,24,20103,20127,1
PPP1R2,liver cancer,12,20103,20115,0
ARMC10,liver cancer,7,20103,20110,0
NF1,liver cancer,6540,20103,26639,4
SAP30BP,liver cancer,12,20103,20115,0
NPC2,liver cancer,505,20103,20606,2
BCL2L2,liver cancer,261,20103,20364,5
ZNF200,liver cancer,4,20103,20107,0
IL3RA,liver cancer,263,20103,20366,0
MOB1B,liver cancer,40,20103,20142,1
ACBD5,liver cancer,21,20103,20124,0
MCU,liver cancer,842,20103,20944,1
CPSF3,liver cancer,20,20103,20123,1
MPND,liver cancer,11,20103,20114,0
CRY2,liver cancer,978,20103,21079,2
CDHR5,liver cancer,18,20103,20121,1
NCMAP,liver cancer,4,20103,20107,1
C1orf54,liver cancer,1,20103,20104,0
TMEM167A,liver cancer,2,20103,20105,0
ING4,liver cancer,201,20103,20303,1
SECTM1,liver cancer,20,20103,20123,0
SS18L1,liver cancer,32,20103,20135,0
ZNF443,liver cancer,4,20103,20106,1
NR2C2AP,liver cancer,6,20103,20109,0
MTAP,liver cancer,350,20103,20452,1
OTUB1,liver cancer,94,20103,20196,1
FCN2,liver cancer,86,20103,20189,1
SCAND1,liver cancer,17,20103,20120,0
EPG5,liver cancer,56,20103,20159,0
NTAN1,liver cancer,24,20103,20127,0
ASB1,liver cancer,31,20103,20134,0
ATP2B2,liver cancer,134,20103,20237,0
TSN,liver cancer,438,20103,20541,2
EARS2,liver cancer,20,20103,20123,0
TTC19,liver cancer,21,20103,20124,0
ABCA7,liver cancer,246,20103,20349,0
DHRS4,liver cancer,23,20103,20126,0
LINC01093,liver cancer,8,20103,20110,1
LCAT,liver cancer,2079,20103,22181,1
EPB41L2,liver cancer,21,20103,20124,0
MXD4,liver cancer,21,20103,20124,0
COPS7B,liver cancer,3,20103,20106,0
GCC1,liver cancer,18,20103,20121,0
NDUFAF2,liver cancer,25,20103,20128,0
NFXL1,liver cancer,11,20103,20114,0
PIGF,liver cancer,524,20103,20626,1
ELF4,liver cancer,198,20103,20301,1
RFTN1,liver cancer,7,20103,20110,0
C1GALT1C1,liver cancer,65,20103,20168,0
ZMYM4,liver cancer,4,20103,20107,0
FKBP15,liver cancer,8,20103,20111,0
MTATP8P1,liver cancer,0,20103,20103,0
ALKBH7,liver cancer,11,20103,20113,1
UBE2Q2,liver cancer,21,20103,20124,0
SLCO1B3,liver cancer,418,20103,20517,4
TMED3,liver cancer,8,20103,20111,1
HCFC1,liver cancer,531,20103,20634,2
KANSL1,liver cancer,61,20103,20164,1
FAM172A,liver cancer,16,20103,20119,0
ZC3H7A,liver cancer,2,20103,20105,1
SLC3A2,liver cancer,174,20103,20277,3
MAP1B,liver cancer,567,20103,20668,2
WRN,liver cancer,1115,20103,21217,1
ATM,liver cancer,15547,20103,35624,26
ABHD16A,liver cancer,8,20103,20111,0
MIPEP,liver cancer,33,20103,20136,1
RIOK3,liver cancer,24,20103,20127,0
C21orf58,liver cancer,3,20103,20106,0
RHOBTB1,liver cancer,20,20103,20123,0
