liver cancer;TSPAN6
liver cancer;DPM1
liver cancer;SCYL3
liver cancer;C1orf112
liver cancer;FGR
liver cancer;CFH
liver cancer;FUCA2
liver cancer;GCLC
liver cancer;NFYA
liver cancer;NIPAL3
liver cancer;LAS1L
liver cancer;ENPP4
liver cancer;SEMA3F
liver cancer;CFTR
liver cancer;ANKIB1
liver cancer;CYP51A1
liver cancer;KRIT1
liver cancer;RAD52
liver cancer;BAD
liver cancer;LAP3
liver cancer;CD99
liver cancer;AOC1
liver cancer;MAD1L1
liver cancer;LASP1
liver cancer;SNX11
liver cancer;TMEM176A
liver cancer;M6PR
liver cancer;KLHL13
liver cancer;ICA1
liver cancer;DBNDD1
liver cancer;ALS2
liver cancer;CASP10
liver cancer;CFLAR
liver cancer;TFPI
liver cancer;NDUFAF7
liver cancer;RBM5
liver cancer;MTMR7
liver cancer;SLC7A2
liver cancer;ARF5
liver cancer;POLDIP2
liver cancer;PLXND1
liver cancer;AK2
liver cancer;CD38
liver cancer;FKBP4
liver cancer;KDM1A
liver cancer;RBM6
liver cancer;RECQL
liver cancer;HSPB6
liver cancer;ARHGAP33
liver cancer;NDUFAB1
liver cancer;PDK4
liver cancer;SLC25A13
liver cancer;ST7
liver cancer;CDC27
liver cancer;HCCS
liver cancer;DVL2
liver cancer;PRSS22
liver cancer;UPF1
liver cancer;SKAP2
liver cancer;SLC25A5
liver cancer;POLR2J
liver cancer;DHX33
liver cancer;LIG3
liver cancer;RPAP3
liver cancer;ACSM3
liver cancer;CIAPIN1
liver cancer;SPPL2B
liver cancer;FAM214B
liver cancer;COPZ2
liver cancer;MSL3
liver cancer;CREBBP
liver cancer;PON1
liver cancer;GCFC2
liver cancer;WDR54
liver cancer;CROT
liver cancer;ABCB4
liver cancer;KMT2E
liver cancer;RHBDD2
liver cancer;IBTK
liver cancer;ZNF195
liver cancer;MYCBP2
liver cancer;FBXL3
liver cancer;ITGAL
liver cancer;PDK2
liver cancer;ITGA3
liver cancer;ZFX
liver cancer;LAMP2
liver cancer;GDE1
liver cancer;CRLF1
liver cancer;OSBPL7
liver cancer;TMEM98
liver cancer;MAP3K14
liver cancer;TMEM132A
liver cancer;AP2B1
liver cancer;ZNF263
liver cancer;CX3CL1
liver cancer;SPATA20
liver cancer;TNFRSF12A
liver cancer;RALA
liver cancer;BAIAP2L1
liver cancer;KDM7A
liver cancer;ETV1
liver cancer;AGK
liver cancer;ALDH3B1
liver cancer;TTC22
liver cancer;PHTF2
liver cancer;FARP2
liver cancer;GGCT
liver cancer;DBF4
liver cancer;TBXA2R
liver cancer;IFRD1
liver cancer;COX10
liver cancer;GTF2IRD1
liver cancer;PAF1
liver cancer;VPS41
liver cancer;ARHGAP44
liver cancer;ELAC2
liver cancer;ARSD
liver cancer;PNPLA4
liver cancer;ADIPOR2
liver cancer;UPP2
liver cancer;MARK4
liver cancer;CCDC124
liver cancer;CEACAM21
liver cancer;PAFAH1B1
liver cancer;KIAA0100
liver cancer;GAS7
liver cancer;TRAPPC6A
liver cancer;MATK
liver cancer;CD79B
liver cancer;RPUSD1
liver cancer;RHBDF1
liver cancer;LUC7L
liver cancer;BAIAP3
liver cancer;TSR3
liver cancer;PIGQ
liver cancer;TEAD3
liver cancer;SELE
liver cancer;DNAJC11
liver cancer;FMO3
liver cancer;MYLIP
liver cancer;NOX1
liver cancer;PSMB1
liver cancer;JARID2
liver cancer;CDK11A
liver cancer;NADK
liver cancer;CYTH3
liver cancer;SYPL1
liver cancer;CYB561
liver cancer;SPAG9
liver cancer;AASS
liver cancer;PLEKHG6
liver cancer;SS18L2
liver cancer;MPND
liver cancer;MGST1
liver cancer;CRY1
liver cancer;NFIX
liver cancer;ST3GAL1
liver cancer;IL32
liver cancer;PKD1
liver cancer;MED24
liver cancer;RHOBTB2
liver cancer;HEATR5B
liver cancer;SEC62
liver cancer;RPS20
liver cancer;CSDE1
liver cancer;UBE3C
liver cancer;REV3L
liver cancer;MASP2
liver cancer;IYD
liver cancer;FAM76A
liver cancer;POMT2
liver cancer;VTA1
liver cancer;MLXIPL
liver cancer;BAZ1B
liver cancer;RANBP9
liver cancer;ETV7
liver cancer;SPRTN
liver cancer;DYRK4
liver cancer;ZNF207
liver cancer;UQCRC1
liver cancer;STARD3NL
liver cancer;CD9
liver cancer;NCAPD2
liver cancer;IFFO1
liver cancer;PHF7
liver cancer;SEMA3G
liver cancer;NISCH
liver cancer;STAB1
liver cancer;FUZ
liver cancer;SLC6A13
liver cancer;IDS
liver cancer;PRSS3
liver cancer;ZNF200
liver cancer;CD4
liver cancer;LRRC23
liver cancer;BTK
liver cancer;HFE
liver cancer;SCMH1
liver cancer;FYN
liver cancer;HIVEP2
liver cancer;LYPLA2
liver cancer;CLCN6
liver cancer;MRC2
liver cancer;TSPAN9
liver cancer;BTBD7
liver cancer;APBA3
liver cancer;MKS1
liver cancer;ABHD5
liver cancer;AKAP8L
liver cancer;MBTD1
liver cancer;UTP18
liver cancer;RNF216
liver cancer;TTC19
liver cancer;PTBP1
liver cancer;SYT7
liver cancer;LARS2
liver cancer;PIK3C2A
liver cancer;PLAUR
