,auc,accuracy,f1
0,0.9973921621621622,0.9797619047619047,0.9157581764122895
1,0.9973356756756757,0.9792857142857143,0.9136047666335649
2,0.9974672972972973,0.979047619047619,0.9123505976095618
3,0.9972137837837838,0.9792857142857143,0.914116485686081
4,0.996092972972973,0.979047619047619,0.9132149901380672
5,0.9974067567567567,0.979047619047619,0.9133858267716536
6,0.9974613513513514,0.9811904761904762,0.9221674876847291
7,0.9974345945945946,0.9807142857142858,0.9197224975222994
8,0.997078108108108,0.9797619047619047,0.9157581764122895
9,0.9974672972972974,0.9795238095238096,0.9145129224652088
10,0.9971605405405406,0.9785714285714285,0.9105367793240556
11,0.9972599999999999,0.98,0.9168316831683169
12,0.9972735135135136,0.9797619047619047,0.9159248269040553
13,0.997487027027027,0.9785714285714285,0.9098196392785571
14,0.9974313513513513,0.9809523809523809,0.9207920792079208
15,0.9972762162162161,0.9797619047619047,0.9154228855721394
16,0.9974170270270272,0.9780952380952381,0.9089108910891089
17,0.997282972972973,0.9809523809523809,0.9209486166007905
18,0.9972913513513513,0.9802380952380952,0.9180651530108588
19,0.9971408108108107,0.9773809523809524,0.9060336300692383
20,0.9973678378378378,0.9795238095238096,0.9148514851485149
21,0.9973567567567567,0.9797619047619047,0.9155908639523337
22,0.9973875675675675,0.9795238095238096,0.9146825396825398
23,0.9971405405405405,0.98,0.9169960474308302
24,0.9969491891891893,0.9792857142857143,0.914116485686081
25,0.997198918918919,0.9809523809523809,0.9209486166007905
26,0.9971762162162162,0.9776190476190476,0.9072978303747535
27,0.9974786486486487,0.9807142857142858,0.9197224975222994
28,0.9970956756756758,0.9773809523809524,0.9060336300692383
29,0.9973129729729729,0.9797619047619047,0.9160908193484699
30,0.9974416216216216,0.979047619047619,0.9121756487025948
31,0.9971227027027028,0.9802380952380952,0.9182266009852218
32,0.9976364864864865,0.98,0.9171597633136095
33,0.9972051351351352,0.9792857142857143,0.9134328358208955
34,0.9974202702702702,0.9797619047619047,0.9160908193484699
35,0.9972540540540541,0.9788095238095238,0.912142152023692
36,0.997288918918919,0.9780952380952381,0.9090909090909092
37,0.997290810810811,0.9811904761904762,0.9224730127576055
38,0.9975518918918919,0.9797619047619047,0.9155908639523337
39,0.9972464864864865,0.9788095238095238,0.9119683481701286
40,0.997368918918919,0.979047619047619,0.9133858267716536
41,0.9974445945945944,0.9795238095238096,0.9148514851485149
42,0.997588108108108,0.9792857142857143,0.9144542772861356
43,0.9972289189189188,0.9788095238095238,0.9116186693147964
44,0.9976337837837838,0.9785714285714285,0.9103585657370518
45,0.9971583783783784,0.9792857142857143,0.9144542772861356
46,0.9971021621621621,0.9795238095238096,0.9146825396825398
47,0.9974940540540541,0.9792857142857143,0.9142857142857144
48,0.9975124324324325,0.98,0.9169960474308302
49,0.9970435135135135,0.98,0.9165009940357852
50,0.9970235135135135,0.9780952380952381,0.9092702169625247
51,0.9968813513513514,0.9783333333333334,0.9096325719960278
52,0.9972086486486487,0.9785714285714285,0.9107142857142858
53,0.9973178378378378,0.9792857142857143,0.9132602193419741
54,0.9976697297297298,0.9807142857142858,0.9198813056379822
55,0.9971716216216217,0.9778571428571429,0.9074626865671642
56,0.9973372972972974,0.9788095238095238,0.9116186693147964
57,0.9977181081081081,0.9802380952380952,0.9182266009852218
58,0.9970435135135135,0.9778571428571429,0.9080118694362019
59,0.9973740540540541,0.9802380952380952,0.9182266009852218
60,0.9972564864864865,0.98,0.9171597633136095
61,0.9971416216216217,0.979047619047619,0.9132149901380672
62,0.9976075675675676,0.9807142857142858,0.9195630585898709
63,0.9971227027027028,0.9785714285714285,0.9103585657370518
64,0.997581891891892,0.9795238095238096,0.9148514851485149
65,0.9974521621621623,0.9811904761904762,0.9226248775710088
66,0.9972697297297297,0.9778571428571429,0.9080118694362019
67,0.997622972972973,0.9814285714285714,0.922465208747515
68,0.9974686486486486,0.981904761904762,0.9250493096646942
69,0.9973264864864865,0.979047619047619,0.9128712871287129
70,0.9971954054054054,0.9807142857142858,0.9200394866732478
71,0.9972318918918919,0.9785714285714285,0.9114173228346457
72,0.9970889189189189,0.9797619047619047,0.9152542372881357
73,0.9970602702702703,0.979047619047619,0.9126984126984127
74,0.9971224324324324,0.9792857142857143,0.9136047666335649
75,0.9970462162162163,0.9783333333333334,0.9105211406096362
76,0.997315135135135,0.9783333333333334,0.9096325719960278
77,0.9975159459459461,0.9804761904761905,0.9192913385826773
78,0.9975764864864866,0.98,0.9166666666666667
79,0.9975478378378378,0.9809523809523809,0.9211045364891518
80,0.9969008108108108,0.9783333333333334,0.9096325719960278
81,0.9972789189189188,0.979047619047619,0.9130434782608696
82,0.9972262162162162,0.9766666666666667,0.902970297029703
83,0.9975191891891892,0.9807142857142858,0.9194029850746268
84,0.99732,0.9795238095238096,0.9151873767258383
85,0.9973389189189188,0.9797619047619047,0.9155908639523337
86,0.9972808108108108,0.9761904761904762,0.900596421471173
87,0.9974005405405405,0.98,0.9169960474308302
88,0.9975948648648649,0.9809523809523809,0.9207920792079208
89,0.997394864864865,0.9804761904761905,0.9181636726546906
90,0.9972405405405405,0.9785714285714285,0.9114173228346457
91,0.9972124324324324,0.9823809523809524,0.9267326732673268
92,0.9973267567567567,0.98,0.9165009940357852
93,0.9972648648648649,0.9797619047619047,0.9160908193484699
94,0.9970016216216216,0.98,0.9161676646706587
95,0.9974832432432433,0.9821428571428571,0.9255213505461768
96,0.9971832432432433,0.9773809523809524,0.9054726368159204
97,0.9975181081081081,0.98,0.9163346613545816
98,0.9975867567567568,0.9833333333333333,0.9304174950298212
99,0.9972189189189189,0.9778571428571429,0.9078295341922696
