,auc,accuracy,f1
46,0.9964994594594594,0.98,0.9130434782608696
47,0.9973175675675675,0.98,0.9130434782608696
48,0.9967172972972973,0.9780952380952381,0.9041666666666667
49,0.9970500000000001,0.9802380952380952,0.9132706374085685
50,0.9968810810810811,0.9802380952380952,0.9139896373056995
51,0.9967745945945945,0.9795238095238096,0.9102296450939457
52,0.9966732432432431,0.9821428571428571,0.9219562955254944
53,0.9969072972972973,0.9811904761904762,0.9176225234619395
54,0.9967494594594595,0.98,0.9121338912133891
55,0.9967818918918918,0.9823809523809524,0.923076923076923
56,0.9961613513513514,0.9783333333333334,0.9051094890510949
57,0.9969956756756757,0.9795238095238096,0.9102296450939457
58,0.9969591891891891,0.9816666666666667,0.9197080291970804
59,0.9960643243243242,0.9797619047619047,0.9108079748163693
60,0.996517027027027,0.9797619047619047,0.91062039957939
61,0.9964267567567567,0.9809523809523809,0.9166666666666666
62,0.9968016216216217,0.9807142857142858,0.9157127991675338
63,0.9966129729729729,0.9795238095238096,0.9094736842105263
64,0.9970772972972972,0.9776190476190476,0.9014675052410903
65,0.9972183783783783,0.9807142857142858,0.9157127991675338
66,0.9964762162162162,0.9778571428571429,0.9026178010471204
67,0.9969940540540541,0.9795238095238096,0.9098532494758911
68,0.9972289189189188,0.9802380952380952,0.9136316337148802
69,0.9971551351351351,0.981904761904762,0.9209979209979211
70,0.9965889189189189,0.9792857142857143,0.9098445595854923
71,0.9968951351351351,0.9792857142857143,0.9092805005213764
72,0.9968443243243245,0.9804761904761905,0.9147609147609146
73,0.9971548648648648,0.9795238095238096,0.9098532494758911
74,0.9967708108108108,0.9788095238095238,0.9068062827225131
75,0.9963316216216215,0.981904761904762,0.9213250517598344
76,0.9966386486486486,0.9785714285714285,0.90625
77,0.9964978378378379,0.9811904761904762,0.9172774869109948
78,0.9968272972972972,0.9802380952380952,0.9132706374085685
79,0.9968318918918919,0.979047619047619,0.9083333333333333
80,0.9965472972972973,0.9814285714285714,0.9184100418410043
81,0.9971213513513513,0.98,0.9117647058823529
82,0.997495135135135,0.9823809523809524,0.923076923076923
83,0.9965862162162162,0.9771428571428571,0.89937106918239
84,0.9971710810810811,0.9783333333333334,0.9045120671563485
85,0.9968143243243243,0.9804761904761905,0.9147609147609146
86,0.9966316216216217,0.9780952380952381,0.9039665970772442
87,0.9967916216216216,0.9804761904761905,0.9136842105263158
88,0.996788918918919,0.9780952380952381,0.9043659043659044
89,0.9973291891891891,0.9828571428571429,0.9249999999999999
90,0.9966386486486487,0.9814285714285714,0.918918918918919
91,0.9969151351351351,0.9785714285714285,0.9056603773584905
92,0.9965537837837838,0.9785714285714285,0.9058577405857741
93,0.9965418918918918,0.9807142857142858,0.9162357807652534
94,0.9966221621621622,0.9780952380952381,0.9045643153526971
95,0.9948751351351353,0.9788095238095238,0.9071949947862357
96,0.9965883783783783,0.9804761904761905,0.9145833333333333
97,0.9966981081081081,0.9776190476190476,0.9006342494714588
98,0.99642,0.979047619047619,0.907563025210084
99,0.9962840540540541,0.9788095238095238,0.9070010449320794
