Var1,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000003249.12,0.60089603,0.53447282,0.64079579,1.09756036,0.90402636,0.56469318,4.25540367,4.69918353,0.23999137,0.48587608,3.72970327,0.50344232,0.67584807,2.2507203,0.60825322,0.4354754,0.35968142,0.53422499,2.4203104,0.78550739,0.54589075,1.19597259,0.79445813,1.57756861,0.76836595,3.18439233,0.83807797,1.83767933,2.80375483,0.45949094,0.3943936,0.80794268,1.52315911,1.90494366,0.59626582,3.23525387,1.84011971,0.40004937,0.82317157,1.34615789,1.53410073,0.4115944,0.44585458,6.50405152,2.79222467,19.03802514,0.53598477,0.67959028,3.12228102,0.89878383
ENSG00000019169.10,7.43242762,89.64125789,16.09704247,23.04750275,27.33469276,21.44138142,21.84918505,11.16486365,38.33019018,26.88851868,114.09982502,30.11351963,18.05253767,54.43019024,19.41102234,35.44977598,91.93759848,103.44683043,4.88878872,39.58137637,33.58369199,44.13290745,61.1043189,69.25757236,44.69840509,20.53310732,24.39322075,43.84957018,34.53195899,20.34899996,21.4493208,33.10013078,2.96876604,84.75953990000002,34.26283742,58.11657751,89.19053502,6.58637988,0.67276507,29.39689534,27.09021947,14.74311825,9.53943461,10.98891428,35.06328517,49.09948863,9.67982039,33.39772792,41.40729188,24.92767483
ENSG00000034510.5,221.23157996,266.85826468,196.92656459,218.99552141,364.17073133,153.33845924,217.2645864,468.33967806,194.35007314,241.13044141,926.50629284,237.08709124,148.62256904,459.16075423,204.496819,255.33250854,173.21675033,230.99098417,183.29151269,145.96027593,260.95038412,148.57117029,208.13084248,282.48372472,380.8505414,188.80528477,172.73613835,282.68608231,241.7648429,206.01658294,131.26205929,164.92749114,168.2910043,877.59947915,184.30384282,387.08843207,442.30324098,99.15423099,119.9157938,176.55059842,238.70098217,123.102751,141.11644092,579.09138858,376.41251507,875.53484278,132.73520833,134.70510097,397.63140729,262.55145556
ENSG00000050165.16,1.30458805,0.56942908,0.65419258,2.14744283,1.80145212,1.73678103,2.14908113,1.21691907,0.83579597,1.46586453,3.63866746,2.40477366,1.32165154,2.8565697999999995,1.89999777,0.43918576,1.66837878,1.41770047,3.31881995,1.03531808,1.22541571,0.79983712,1.36527955,1.65040832,2.40091472,1.31244804,2.54592705,1.16604504,3.42987954,1.7746529999999998,0.73504926,0.32305995,0.70559371,1.67549811,0.952323,2.51152088,5.11653348,0.60148398,0.38071737,1.80906621,4.27965989,1.66366989,0.38583587,3.5425104,5.0198071,6.2476554,1.06558118,0.80734249,1.70163589,1.76608577
ENSG00000067057.15,0.40496909,0.75012421,0.85544879,2.58379564,1.74271598,0.41042925,0.67707269,4.54073552,1.07374671,0.79423559,3.49572441,0.70001078,0.48260433,0.94487612,0.57104391,0.26333624,0.4436001,0.65720541,1.18437999,0.27277046,0.88132184,0.48554166,0.47607866,1.12279751,1.36787063,0.31002509,0.49115124,0.71046998,0.67975494,0.51854958,0.18442157,0.29052448,0.22907495,0.65788507,0.34804433,1.4223158,1.1464208,0.17569127,0.14698177,0.3895051,0.83060236,0.42549331,0.44932143,1.10174346,1.46813575,5.94338626,1.10341996,0.4023664,1.35702885,0.63153169
ENSG00000067225.16,2.47460072,3.54597915,3.54126144,3.74181602,3.55415998,2.79365918,5.30400607,6.10748364,2.3541141,5.60259657,16.17356795,4.73959001,2.36237762,6.79412523,2.9460745,2.03904729,2.85578718,3.95917607,3.90146265,2.60732819,4.28553437,3.15135903,3.21690536,5.02672694,4.28845563,1.89726244,3.2611249,3.79202695,3.31345815,2.72032679,1.97353398,2.19120374,1.56331618,4.64944961,2.49344019,5.62036141,6.35390657,1.07890296,1.19046493,3.16994004,3.928677,3.39106407,2.16351244,6.46500134,6.50330008,11.96092482,1.96548506,2.89065394,5.50384462,3.52344205
ENSG00000068366.18,8.33439656,1.71546971,1.70385945,4.26084617,1.87921221,1.45243187,1.48049062,2.9292779,6.67798484,6.38916229,3.37112188,20.39264825,21.00295351,113.35223123,0.72540476,2.00630072,1.07724376,7.95553328,4.94571367,1.56037059,29.06713466,1.68741921,1.36322509,1.41213456,1.23799909,0.62666424,0.88817929,1.40790225,6.59337925,2.75131012,2.87716667,1.94654503,1.36233236,2.47614001,1.45630746,1.32166543,1.48762392,1.10885273,0.44678794,0.68301262,4.716156400000001,2.68192339,5.01484674,56.01486416,11.75291929,5.10862908,1.16682216,1.75689511,1.29079445,1.15620717
ENSG00000073111.12,0.75508644,0.22387299,0.25317933,0.32216625,0.48963714,1.15539278,0.56462635,0.277465,0.23834022,0.80389383,1.03293148,0.76396067,0.43750336,3.31898578,0.65050434,0.3924498,0.55600217,0.37581748,1.64955335,1.18719665,0.63628357,0.94897095,0.51890826,0.55105703,0.79289939,0.69572689,3.54174523,0.70863485,1.25705152,0.37488944,0.53348082,0.44161783,0.49144011,0.6348151,0.3559586,0.29232622,1.24964629,0.39099072,0.37887836,2.21785339,2.03401935,0.86284929,0.74755162,2.24957373,0.9580525,0.71684995,0.35666248,0.46376218,0.41737748,1.10674684
ENSG00000074181.7,0.71507523,0.28556477,0.69765811,1.10105157,0.6166666999999999,1.30271599,1.15543019,0.89920638,0.32376015,0.49205981,1.79263239,0.84460131,2.28299071,0.78096352,0.54571506,0.26824489,0.60834634,0.72455906,1.89489822,0.53690507,0.64136901,0.46532547,1.54560859,0.73776461,0.57686673,0.59279959,1.03093735,0.39264079,0.54068479,0.50129091,0.63722183,0.15108717,1.71087778,0.45980971,0.27779889,0.40932206,1.57895631,0.1872007,0.54430509,0.50128983,1.32522989,0.54152184,0.31167932,0.62560997,1.42741897,0.88637945,0.46528622,0.66858045,0.64722674,0.63608559
ENSG00000076706.13,1.01589296,2.88534595,3.54969576,4.70222145,2.14701846,2.13600138,2.81272891,4.3234185,2.60111701,1.09101737,4.21875488,2.41738567,2.61194783,1.70211599,0.89422236,1.17188005,1.27461617,1.82088042,2.18274021,1.1238859,0.9814429,0.53722781,2.94691539,1.81610376,2.55044846,0.96118879,1.7906023999999998,0.85777367,1.16025647,2.25937564,0.71284172,0.31871753,1.94511621,1.13579887,1.13388735,2.33617574,2.63769917,0.36472677,0.8001417,1.12827243,1.26664039,0.86445408,0.98746916,1.84905917,2.63758134,6.99378457,1.30051219,1.01494483,2.30934316,1.41082677
ENSG00000077152.8,0.49650351,0.14311755,0.22488981,0.32590599,0.96587577,0.60540431,0.25479134,0.30247593,0.20895932,1.53003063,0.8435216,0.15893202,0.39485252,2.07846038,0.7163044,0.73781498,0.51183524,0.25088978,0.73816867,0.54644488,0.63667321,0.30506244,0.61018533,0.33306454,0.33337424,0.43316182,1.77888326,0.37954519,0.89573717,0.34151459999999995,0.09935608,0.28269143,0.62741852,0.71958166,0.27548525,0.31395562,0.42669829,0.22263819,0.30141615,0.53829462,1.44445659,0.16100826,0.43226674,2.59238403,0.96509466,0.82488227,0.22230706,0.21707922,0.57995838,0.67684551
ENSG00000079462.6,1.28353799,0.77337943,1.3196013999999998,1.43092023,2.72161947,1.94222277,1.77204776,3.82144989,1.28077779,2.30838098,3.5567981,1.53576891,1.31874899,2.62961962,1.48379503,1.603969,1.79681641,2.98306756,1.42461426,2.40605189,1.40621904,1.42578436,3.06179979,2.82663413,1.43539741,1.41650851,2.47093626,2.45691318,1.64435153,1.63233112,1.08658522,3.58664934,3.76716406,5.84253843,1.47996305,3.18104087,4.18886021,1.71273726,2.14910352,1.37073287,1.30494228,1.12785214,1.37557695,3.47032604,2.71902749,5.58533787,0.96258342,0.99112194,2.92450604,1.17640223
ENSG00000082196.19,0.27930637,0.30262399,0.18266294,0.23294622,0.36840148,0.31817785,0.33387926,0.67061802,0.22818404,0.22783593,0.36083836,0.27216442,0.41746047,0.28297351,0.30292705,0.31823713,0.1130963,0.17303507,0.22769194,0.24953705,0.33588632,0.21474423,0.45171557,0.25942753,0.34488514,0.19811287,0.18977368,0.33910707,0.54434962,0.22483145,0.24517517,0.41694501,0.20160889,0.37016308,0.43613227,0.13357412,0.28465644,0.54702316,0.19877065,0.16603976,0.07169771,0.13985792,0.25747431,0.47407234,0.59253424,0.41656314,0.08657867,0.62495264,0.34004743,0.20157731
ENSG00000088367.19,1.35562567,1.67179297,2.29952171,1.87699707,1.92659619,1.21451982,1.21307135,1.92878606,4.71946551,2.76735014,1.30935192,1.17648173,0.86682664,0.82485933,6.95789602,1.4032214,2.74757261,0.98060083,6.85217587,0.61708847,0.69268722,0.69714368,1.11511083,1.27418777,0.91542232,0.7043909,3.84440817,0.75060718,8.74131799,2.48693102,1.0194234,0.51077978,0.70256369,0.65599638,0.95687681,1.03324061,1.01537798,0.50535527,0.95404433,13.607061800000002,2.43229123,0.52728722,1.31448911,0.77861856,1.10662778,1.42887351,0.56311681,0.74278302,3.229646,1.08135001
ENSG00000088992.16,1.0676802,0.87052033,0.66699478,2.12651121,1.60227056,1.41782429,0.79837267,6.04912616,0.56810137,0.85467808,2.33216643,1.09853717,0.96068479,2.63519085,1.01398354,0.46425515,1.32382268,0.61334099,2.30328665,0.52374727,0.89522431,0.78209509,0.61697422,1.60087278,2.9397771,0.94952947,0.94694702,0.51812426,1.59970575,1.08336674,0.83194688,0.34985214,0.81256305,3.43640494,0.57725881,1.21523322,2.02914315,0.45140298,1.98814602,1.12683726,2.15951843,0.72708692,0.96566504,6.68120617,1.40393174,4.55134913,0.86994351,0.6101831,2.33504952,1.07355866
ENSG00000089685.13,0.43634756,0.10387746,0.07419515,0.13192144,0.24598284,0.15243624,0.12328828,0.12665932,0.0875,0.61017885,0.4067356,0.06655148,0.14880713,0.98223889,0.3999288,0.71734142,0.07374686,0.17325361,0.10303402,0.35594116,0.22343761,0.1896781,0.12167148,0.11443532,0.17143581,0.28503037,0.50030113,0.20528644,0.42576944,0.18063971,0.05943506,0.1089799,0.60380972,0.23740279,0.06476193,0.14398695,0.20011758,0.13466255,0.03005132,0.11807005,0.26135682,0.01498242,0.57439921,0.91413859,0.30672088,0.2903469,0.05728569,0.0656501,0.21249621,0.188949
ENSG00000090382.5,3.79695718,16.80596846,10.31892387,17.67915301,17.51463959,7.28865369,44.2614742,6.57422195,8.01099573,4.39249214,245.75469956,21.66158382,11.18043719,98.61350252,14.96320909,22.04207119,11.15448711,21.70043948,11.53948995,10.97505429,22.12965354,20.22618728,17.48293644,19.45882982,38.34758749,8.01365166,14.05799119,14.70838479,20.70362923,15.0624692,9.11777908,4.44561354,4.29637357,7.01688543,4.31561504,15.98973099,17.10566719,4.30130931,0.87089202,4.70075982,24.0790532,24.32614512,3.97729511,313.15410239,58.40123175,50.16966457,10.39657762,21.32997232,18.82029057,24.38933924
ENSG00000100526.18,0.25600399,0.24075085,0.13045079,0.20795145,0.12778112,0.15148685,0.09853042,0.15596072,0.15151257,0.35319584,0.32026756,0.10371483,0.11452013,0.73199745,0.30747249,0.4722548,0.16281497,0.17617089,0.15292359,0.16905266,0.2004837,0.12869538,0.08090225,0.16347625,0.15266751,0.30510406,0.46203069,0.29584136,0.21064301,0.10426357,0.0658663,0.11712822,0.32563388,0.17708065,0.02523149,0.23414757,0.2475129,0.09685852,0.01248864,0.04460658,0.24826051,0.06226354,0.31092127,1.03767693,0.17225168,0.4056726,0.09919432,0.07345341,0.08410344,0.17564338
ENSG00000100867.13,0.59095045,0.34897689,0.90770623,3.93209289,7.83628651,4.51581227,1.17792102,2.12455721,0.78294065,0.02640662,0.90574345,3.01574625,0.48418555,0.18623503,7.54585353,0.1506109,6.23678747,2.6037828,0.02229494,0.99099182,0.02307537,0.09772231,0.58974276,1.07972684,0.5143982,1.82723254,9.97116791,1.69348214,3.61865522,0.08360404,2.42669318,6.24802477,0.47009189,6.11305905,0.08787611,0.39510079,0.11306714,7.35868435,4.37280512,2.54168958,0.91616704,0.41226938,0.18034378,0.31624422,0.17997520000000006,0.21231031,7.61166536,5.62726041,4.67471995,4.5992719000000015
ENSG00000100985.7,0.75453231,0.34581637,1.33287649,0.55718624,1.39057908,0.58990028,1.44040004,0.65886061,1.17494892,0.71890613,20.94845995,2.30055129,0.88207957,0.99496503,0.56822931,0.75394488,0.63230198,0.55987245,1.97114329,0.149477,3.69050091,0.5436774000000001,0.17486108,2.95516913,1.61587063,0.19042882,0.12709799,0.20007462,0.12692684,1.0653095,0.25237003,0.06137197,0.03763747,0.8251274,0.07932366,0.7463454,0.18675357,0.03383414,0.06870894,1.11312132,1.19512568,2.11650745,0.26013723,2.42597942,4.12917381,2.25642026,0.63929384,1.28658472,1.51207979,0.78768842
ENSG00000100994.10,3.97464224,4.83765489,2.38466189,3.91387674,4.21518205,3.57736019,4.45583021,4.76013115,2.9015641,2.83936376,6.53856938,3.8683732,3.44948776,7.90910655,3.80920561,2.31954004,3.62370672,3.35073602,6.28181706,5.14237124,4.7025345000000005,4.46268658,3.58144382,5.40346573,3.41235443,2.58145044,5.44163522,3.08593878,5.38820505,4.45410074,4.21662154,2.49302468,2.83375716,4.40684188,2.5333456,3.0534435,5.32237936,2.64544583,2.63936431,8.26939606,9.64029311,3.36955866,4.0171242,7.32215473,5.78927374,7.64510324,2.32841055,3.05737703,4.19340437,5.20240487
ENSG00000101057.14,0.26798833,0.1975919,0.17249379999999995,0.22497723,0.24694699,0.1456797,0.19542872,0.11600175,0.05342496,1.08973064,0.35878731,0.15237901,0.14385741,0.91667063,0.32415546,0.2146574,0.15830047,0.25320548,0.08088375,0.13971043,0.20231135,0.1063579,0.10697626,0.32424457,0.21532881,0.08899326,0.38183667,0.18194797,0.28317339,0.19990672,0.07076418,0.123902,0.13930610000000002,0.13380115,0.05004503,0.22360798,0.28800982,0.06403754,0.04128404,0.15482997,0.43085759,0.04631089,0.13925308,0.96512828,0.28470840000000003,0.31634844,0.09837276,0.19425346,0.22241832,0.1980969
ENSG00000101210.9,0.41980315,0.06838393,0.18452053,0.59693922,2.9777833,0.20167125,0.90180386,2.61399425,0.17565187,0.1657764,0.31755343,0.45353266,0.5555197,5.67498727,0.12929901,0.01350728,0.13148567,0.3715557,1.35765052,0.77363084,0.66637133,0.57422136,0.0277673,0.25843857,0.66138673,0.06570536,0.11276681,0.07556373,14.01597211,1.30735919,0.04521331,0.05002764,0.02629745,0.49779815,0.0538842,0.10715228,5.15598741,0.07880015,0.17145431,12.11522294,7.89594667,0.11397394,0.2386733,42.60139303,4.00441381,1.95167132,0.73538302,0.07683262,0.14433005,0.12293286
ENSG00000101412.12,0.19560832,0.24966952,0.09568823,0.1525365,0.26676994,0.14142367,0.10841101,0.07865018,0.05186415,0.36536378,0.2610251,0.39729038,0.18480612,2.88681314,0.75585424,0.18402937,0.18967977,0.15169871,1.0207696,0.71301997,0.18575843,0.21240137,0.19286606,0.16351781,0.28369442,0.38177624,1.72843413,0.28765844,1.27213907,0.30591757,0.11474632,0.29211394,0.32316203,0.42678853,0.14806238,0.20991896,0.26144007,0.08683601,0.14657072,0.95705441,0.87637548,0.02854471,0.53706077,2.02545049,0.49908257,0.36623861,0.0873132,0.20012397,0.40099499,0.80334219
ENSG00000101447.12,0.33233972,0.27712763,0.82695021,0.40669117,0.19687228,0.6027424,0.58473326,0.10846359,0.16484568,0.55088672,0.46196169,0.47017391,0.35680309,1.14351312,0.84454459,0.60212487,0.35523267,0.1534149,0.51048677,0.54865274,0.58706231,0.58474504,0.60014765,0.27561285,0.33975461,0.5458589,1.57090437,0.2500829,1.13548075,0.15468923,0.44585503,0.42285417,0.45470331,0.17827652,1.2914854,0.83952549,0.58020624,0.4311085,0.23160764,0.55425704,1.05894393,2.44220269,0.98955026,0.61972816,0.52389567,0.63273578,0.12509306,0.89517772,1.15420505,0.751115
ENSG00000104341.15,5.05381671,7.9046821,9.13298729,15.89969134,6.3843398,5.6389966,12.60145231,12.80240215,7.99929548,8.76876823,7.6431448,11.14475417,5.93223613,6.75077043,9.32999364,4.76313356,6.38568783,11.37975158,12.18972806,4.40523115,7.71407598,5.38144572,4.55320027,9.30290361,7.84400635,6.85925854,10.73737954,7.36884335,11.33890634,5.81409174,5.56045977,8.00009557,2.60160795,12.69012869,3.31824509,4.32539494,11.18955895,7.20649259,4.69771596,10.60545526,5.77421184,8.10795236,11.27222401,9.71157085,7.33013098,12.64028237,14.64599734,9.17791215,5.6087946,7.20330187
ENSG00000104549.10,7.76548419,6.51459147,13.41809326,2.44293227,8.68166389,3.25380519,6.43346665,4.98025522,3.50656068,3.35637345,3.00493551,30.73168092,14.0368008,3.64335794,1.64091111,3.8393328,0.48606226,1.84893764,1.44786145,3.69500826,10.98931567,2.67226779,1.67772112,1.2042457,9.60152073,3.24919882,5.2020471,9.36010352,2.03327025,2.74802453,1.83643072,1.23550274,0.31451467,0.70666551,1.1908561000000002,0.62689546,1.31738267,1.30350654,0.83620851,1.84055766,2.03154086,2.10442108,28.18005628,2.17524246,4.63912807,2.35561935,1.45527409,6.12208804,3.17884635,1.44088779
ENSG00000105550.7,2.56745468,10.16521894,2.98720743,3.4523803,2.36586869,30.29518761,4.9361939,30.88236307,2.57257273,2.4586208,2.70152523,5.06368703,3.60581309,0.65076359,1.88390241,0.33043438,1.07219617,1.92937949,15.49358498,17.32880017,6.9991073,11.51482849,7.35889888,1.3102114,2.26459918,18.24624629,5.75439514,144.45625285,13.94270531,13.83183465,8.45684251,11.2878037,10.18598668,15.45240799,5.72001008,3.74993056,82.64319977,2.65061629,9.15768167,41.19852921,0.56454667,2.36342835,6.98967413,11.51847141,10.06372609,36.17231521,14.25594854,12.0411134,6.97334199,1.61934637
ENSG00000106211.8,56.45170064,37.17224516,70.90353998,64.72355391,110.20149163,51.94625328,90.28486078,121.59538941,31.92624115,32.430501799999995,80.94850840000002,62.48939325,99.57061786,72.47581201,35.10855986,36.66365611,32.25171335,46.85382528,80.15798351,42.43040851,74.17248562,44.26723577,41.63386598,43.39991579,79.73213317,65.35799608,59.33000104,99.4459507,59.98344796,56.73717439,64.0732057,50.53745795,66.88248914,157.65680405,53.25203742,84.80383902,145.93050496,62.28845061,82.00611662,79.75501039,51.95466579,83.06964939,62.74925817,134.39144501,70.24750631,146.90359462,61.2679283,45.39367111,101.63535487,82.28624073
ENSG00000106404.12,2.49796361,2.97148258,1.35472387,2.3275298,2.72601994,3.30368252,2.4762231,5.66031495,2.00643924,1.10351045,3.5851589999999995,2.96194937,2.26030207,1.15318064,2.85843338,2.73484991,2.13342206,1.05484898,2.80476575,4.43899108,1.27903691,4.49720981,3.51702497,1.23554202,1.55667039,2.47162767,4.90167777,3.40135646,4.78134163,1.81965705,5.43414126,5.25787082,2.72911134,3.77281214,2.34320587,3.31044044,6.35233265,4.14579943,2.04484014,3.70846746,1.25059195,1.62503981,2.36149427,1.32267378,3.92448052,4.93783885,3.24203953,4.75484547,5.57101721,2.68182502
ENSG00000108448.19,0.62430911,0.51053196,0.67900487,0.56926268,0.94631189,0.38548837,0.5766795,0.78547786,0.35128238,0.30727417,0.52823062,0.98238,0.42741485,1.92115091,0.76480262,0.71979584,0.30058149,0.44180467,0.66803132,0.53773509,0.42514215,0.77779104,0.61761556,1.19126635,0.46619136,0.63938648,0.64665086,0.41726463,0.57175784,0.70309632,1.02311877,0.78488083,0.91800321,1.21237399,0.95953109,0.39722333,1.33107395,0.80332838,1.11229452,0.69052099,0.53303751,0.9671561,0.91030642,0.96970268,0.81456068,0.49409923,0.46697636,0.86782799,1.07008952,0.55212641
ENSG00000108821.12,11.22921274,4.40076646,7.35315928,10.70715198,15.18680855,7.21274848,7.7066143,2.98730544,2.03601798,7.87086596,17.27683512,7.79600923,6.29556336,15.29425157,7.06381625,1.80747841,8.85200093,6.74435496,13.2162994,7.8116742,4.62277944,4.61879015,25.42358985,13.18571292,3.33041877,6.21674001,8.57301984,9.18145608,14.30928324,3.87378839,3.76714838,2.61645763,9.60067778,5.91746643,3.56515667,5.87407809,20.16002798,1.82720224,0.83366016,5.72591495,9.0723744,2.43033282,4.91355082,9.02401228,25.95512433,43.610477,3.06780503,6.02362247,7.51507806,7.8377843999999985
ENSG00000109472.12,1.70154378,3.03500663,3.06947851,6.68834458,9.96896125,4.63293339,5.412378,5.44518045,3.10966507,5.42441366,6.43296052,3.65505379,3.98767008,5.82093881,6.49388783,4.85486077,10.61104487,2.62909301,8.94128464,2.12481712,1.82727612,2.70093896,3.41463318,4.28010546,8.67993794,4.18295816,21.10683687,1.91312333,5.34306907,10.58742669,4.34887984,1.32799168,3.80456625,8.62810219,2.95991506,8.93797821,5.53677827,1.56977613,1.01545625,7.43391741,4.65167436,6.35249197,3.22472742,5.69842929,6.97619336,5.88171471,2.59205037,2.03209053,7.73896669,9.36931006
ENSG00000109846.6,1.26516937,0.76863184,1.0621181999999998,1.95052158,1.56435818,1.20422381,2.08687044,3.05549882,0.78850462,0.95906077,3.40239422,1.46445071,1.55234043,1.28198473,0.97558109,0.74124469,1.19970058,1.16805677,2.00812778,0.76725616,1.00888033,0.6960430999999999,1.42588227,1.5918141,2.14334323,1.36301268,1.30011235,1.58625324,1.17696264,1.0031984,0.78222212,0.70879173,1.07800484,2.67897231,1.00263996,1.98369457,3.05551985,1.08108674,0.81619939,1.21469865,1.14552506,1.22925355,0.76474454,2.08072179,3.15315969,4.36845275,1.41062571,1.46049101,2.5956196,0.9691069
ENSG00000110492.14,1.59635276,1.05500318,1.41785041,1.43830506,4.51165657,1.75587035,3.11388438,5.02829518,0.86138627,1.60519272,7.02138502,1.90767284,1.16810537,26.5247079,1.77862688,1.4189418,1.17707219,1.90837148,2.37808731,1.44872591,5.46962433,0.94820546,3.75399734,4.23698281,2.34006766,1.82312183,2.58812933,1.82918616,3.9683763,1.3685876,1.25969316,1.33833392,4.38805002,6.44022016,1.62432902,10.038277699999998,4.59400177,1.50263038,1.66017121,1.04423274,15.90444351,0.79386021,1.32490937,16.5719804,2.96668235,17.02801799,1.0615419,1.40369992,7.47107417,2.77286203
ENSG00000110799.12,0.91786707,0.61020885,1.31801396,1.07223416,0.70859624,0.93439137,3.07625423,2.21833154,0.86380979,0.91049712,4.70627804,1.13210964,0.89235112,1.24316288,1.05278341,0.50066007,1.31148237,2.31835003,8.14661437,1.3665592,1.24728849,0.61396282,1.97803332,1.63593242,1.02145455,1.73936623,2.55659357,0.99804227,1.00862955,0.81427333,0.76228953,0.46082081,0.70905516,3.71887631,0.89312343,6.24485177,6.76468125,0.20346722,0.34644188,1.36351641,4.07126575,1.406808,1.07924829,1.22128784,8.10189983,2.66130693,0.70983463,1.39797894,1.76652435,1.15010838
ENSG00000111341.8,4.9498794,2.24096387,5.4619197,8.54901187,3.93209932,6.44808291,7.32107543,11.44046375,1.71466998,2.01620294,14.25403031,3.51160584,6.65275628,3.82247464,2.64791055,2.2998934,1.70576294,3.04814503,7.39422398,1.22023482,4.551457,1.68439048,4.22842282,2.92604974,6.00460604,3.91444237,4.16804563,3.4080325,4.2547814000000015,3.41654231,2.34849956,1.42876012,3.97127732,10.59504619,4.18370459,8.85998817,5.15220006,1.05571757,2.18083306,2.1025267000000003,5.27873441,5.70171523,2.1631355,8.98130614,13.12832003,25.91484881,1.56655619,3.2851844,9.04014796,2.39364867
ENSG00000112186.10,0.59770632,0.81301947,0.59267772,0.5725981,0.86834193,0.96285615,2.17360765,1.57461583,0.44361483,0.88234344,1.68860345,0.74462516,1.53777524,2.54752021,0.96904936,0.77479911,0.89443035,0.98599762,1.41271636,0.72538792,1.42221778,1.08007524,1.17926662,1.38791569,0.61140884,1.38618079,1.1117701,2.21237761,1.97783193,0.53686137,0.70656421,1.02487997,1.02014639,0.36395468,0.66233187,1.2936379999999998,2.58891009,0.47808751,0.30261191,0.59672493,1.69971761,0.78578409,0.511375,2.85443729,2.76515819,4.76789075,0.5207742999999999,1.13889002,0.97649715,0.78757008
ENSG00000112312.8,0.87797169,0.8187353,1.23113054,1.50695324,2.44168813,2.29766557,1.95075909,2.72495068,1.40811238,2.01462524,1.97903622,1.70903279,1.45211161,8.05883082,2.71747258,2.45129996,2.18024769,1.2949803999999998,2.08648069,2.22506353,2.30035485,2.54678867,1.5672525,1.84035027,1.64525761,2.42210238,3.51740462,2.32126049,2.86358802,1.54626755,2.03301045,2.10762676,1.75416184,2.26038366,2.63805646,1.60120629,3.27427181,1.31674395,1.34278182,1.59594635,4.38363795,2.47584352,1.91880343,6.872944,2.89942166,2.86158742,1.50786594,1.72738428,2.10479392,3.44760449
ENSG00000113140.9,32.60942938,28.07674053,30.90014257,35.87649195,28.5697781,36.42731336,37.84672005,19.58204563,28.46454378,30.52539375,60.86489123,24.41186555,23.45882505,37.29086883,21.62422307,18.54235502,31.12782349,33.81706726,27.32705147,26.88766723,27.88661456,27.23987318,57.31155401,26.13912059,25.77662231,21.74126978,34.00645405,24.64117225,43.31451785,24.12760549,23.86819981,16.09925082,18.82542656,17.04099542,22.13487636,45.94187759,49.50514627,9.02269965,5.48192435,23.16987317,29.22500565,24.21906308,21.28862252,32.67543762,50.34469364,65.57141504,17.95195968,23.4890194,25.74231215,27.11328946
ENSG00000113296.13,0.16160773,0.02647907,0.06619498,0.10552135,0.10972975,0.06863336,0.09820947,0.03886317,0.04832609,0.03971793,0.04256324,0.05053986,0.08218591,0.03090126,0.04638479,0.04707165,0.03436615,0.00610772,0.04877615,0.0505506,0.04627657,0.01924142,0.05644711,0.01185045,0.02028936,0.0107333,0.02763154,0.04937487,0.05878792,0.02494174,0.03939105,0.04047218,0.04200358,0.151289,0.03688564,0.01037266,0.10262997,0.08152522,0.02489593,0.01333838,0.02474518,0.07136984,0.01199645,0.07713400000000001,0.13048486,0.16174047,0.01581939,0.03765299,0.05868064,0.04943188
