Var1,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000164283.11,0.2107402,0.16966997,0.31508849,1.63563692,0.24776444,0.32837056,0.13424998,0.13281256,0.22020203,0.2591279,0.16363949,0.08635847,0.24185632,0.0938695,0.07925861,0.01005403,0.08482086,0.08349110000000001,0.07292668,0.02879227,0.12939332,0.016439099999999998,0.13778900000000002,0.06074732,0.33282084,0.0122268,0.03672243,0.0281226,0.00478343,0.22019538,0.06169925,0.02659831,0.16964377,0.03446807,0.12605447,0.15065376,0.02697936,0.00733177,0.10209643,0.01519437,0.04228258,0.01060444,0.05466289,0.07788205,0.11734845,0.21259166,0.07433501,0.05004099,0.15756522,0.03519385
ENSG00000164611.11,0.56427705,0.22715379,0.25959371,0.16380297,0.47514714,0.282614,0.22466698,0.29338513,0.20267912,0.81773968,1.36316566,0.22072247,0.26112638,1.39810423,0.53813569,0.74031746,0.13102844,0.25149984,0.23711134,0.25055570000000005,0.33683903,0.35213819,0.14757729,0.31175879,0.45486273,0.49107658,0.63913099,0.40160519,0.49311184,0.23773959,0.13516826,0.24214644,0.81238616,0.830624,0.22245828,0.37966104,0.40634905,0.14723651,0.07973378,0.20342196,0.45286269,0.07808461,0.62205181,1.72443774,0.62842344,0.53128554,0.13570848,0.21055498,0.42189595,0.56540942
ENSG00000164692.16,5.86159878,3.06179331,4.30550119,6.57871598,6.83300013,5.03492205,6.99867698,1.87852217,1.43294285,5.35664942,11.03209216,5.85272958,3.95413513,10.11652507,4.20272793,1.32126361,4.97131501,4.8973540999999985,10.40169432,4.07242506,3.92983388,3.8296193,15.40321029,8.05656191,2.41370134,3.69209831,6.13379298,6.25925512,9.07571562,2.82268674,2.62326923,1.99446386,5.55615,4.78987159,3.15726576,4.91319526,14.28965023,1.3761968,0.64948132,4.39550352,7.37733287,3.14199568,4.03086799,8.14803197,17.111059,25.10311959,1.99327247,4.22928458,5.0624678,4.34108085
ENSG00000165949.11,5.32228413,10.7653426,4.63085584,3.27672266,9.37797918,7.11832468,6.74837639,1.75210421,7.09697051,4.34629203,12.84398808,5.85704951,2.45902096,345.53090124,24.09451438,8.45472179,9.12486256,6.52115072,3.4325835,4.40647778,146.92129904,8.81367116,3.83250787,136.73760369999997,37.75602042,3.21010382,18.62470591,4.12427631,30.79998113,5.7285279000000005,4.70949669,4.49765586,2.62470174,12.67261603,6.83648715,37.64158036,13.47411776,2.22987155,1.60343756,4.72486628,373.53694723,2.99779381,2.07813252,464.05899399,8.70899882,2.81378508,3.88659015,5.27288689,48.36838214,89.37660684
ENSG00000166165.11,1.46753881,1.71322814,2.96131606,3.88184075,2.64377328,2.08415035,2.928048,6.5712114,1.73013855,3.95593191,4.37563007,2.20377506,1.50466327,1.36844305,2.54954984,2.27404222,2.01600197,1.60178417,3.66081563,1.35188294,2.56226637,1.82038395,1.64174898,1.43124545,2.90554482,2.7469654,2.22481024,2.52256148,2.93182879,1.85044601,1.82369965,2.18082301,1.93696647,5.19447326,2.38943839,6.87230596,11.68689711,2.57631344,2.62022965,16.27060548,8.40013957,4.85596172,2.30440768,4.76683894,3.15187674,7.84949654,2.9614245,2.15106889,12.69185218,1.97584006
ENSG00000166743.8,0.2387498,4.29494739,0.50053846,1.51723372,3.74007058,0.85867014,1.70757236,6.37691133,1.80219226,0.41698742,0.53478324,5.46079732,0.4760304,5.22632417,7.17958562,0.41525853,1.34743427,0.57310164,12.99687601,0.74324878,0.57356663,1.29108906,0.63377661,5.89241269,3.69043808,0.16642039,1.90084353,6.1596774000000005,11.67001931,0.97347532,0.03159105,0.64916204,0.31236353,2.90386895,1.65657798,1.02320289,0.89272239,0.26152814,0.55106647,45.29190006,19.86512143,16.18081226,5.34285306,5.14003218,0.77659052,0.4124224,0.56456808,0.22815624,6.17171619,1.03734215
ENSG00000167900.10,2.44146097,1.59709502,1.21678452,1.24959817,1.44489377,1.75945569,1.11787819,1.36555723,1.54459788,2.19792258,1.51838834,0.90952503,1.97717998,8.12222177,5.07482999,2.4751506,2.06926371,1.11083601,3.09282021,2.85613615,2.48799597,2.30920394,1.22716247,1.68611086,2.40986617,2.18671575,6.50308828,1.31000834,3.97616142,1.68695213,1.9738126,1.89509809,2.58897309,2.57061244,0.92932155,1.12934371,2.19769113,2.32522922,2.50113858,3.89465066,5.54143879,1.12104494,3.25544937,6.99264537,3.24581047,1.9190177,1.48749914,1.39757146,1.23423269,4.30151699
ENSG00000167910.3,2.7882740000000004,0.45984398,7.37344056,0.2823782,8.07510058,4.94976878,11.83527388,3.0272373,0.33947035,4.14838882,2.19812113,8.92931981,3.16457565,4.21273222,7.16316541,2.14927962,2.87901027,0.00953425,13.13421913,0.77595173,8.30742931,0.93112203,3.31060262,0.60120972,0.19636665,2.77013805,16.35231578,6.020415,5.24830999,3.17965024,5.51361292,0.47626319,0.28015552,3.16460707,20.23120927,0.34812585,6.80880306,1.36639474,5.14545832,19.81507483,4.38423859,5.52203782,19.28223244,0.96325991,6.01418812,0.07121219999999999,2.623774,9.43043675,3.5397428,1.1638905000000002
ENSG00000169710.6,44.28552607,20.38210611,7.49545058,5.81189038,22.58893341,46.72527663,13.40797241,7.60984637,11.65086682,4.98691584,6.82887915,85.85897185,26.00663883,52.52244404,19.57159973,13.67907806,10.8727546,4.516960299999999,43.51133682,49.53940661,25.45532026,121.86926435,13.64355879,10.00079604,6.57846519,37.8889706,45.73677853,20.35934056,52.0636062,10.90279982,53.97530569,25.48443959,13.39722853,6.00033877,5.60639882,11.37098242,28.98779814,18.51580364,7.14509208,86.19824554,33.12958997,17.10632163,54.08906222,21.85466207,29.46456918,16.96024058,18.34594597,16.72104186,11.00837619,20.51594602
ENSG00000169715.13,774.08270587,708.33374743,402.6013557,661.07095282,906.44841658,477.73827555,200.26454373,426.62381533,1336.51930917,607.65780307,338.86104277,481.32043093,607.67240198,186.47231684,338.09676641,649.88276063,441.82350506,644.56012556,282.60926528,147.11366304,307.51964887,209.57074313,281.20636297,412.91625822,987.56041889,400.31683468,232.82236365,274.98045847,221.70185515,547.33464706,250.03711849,898.74282563,414.51645533,1106.11025655,189.42470928,813.56757027,413.22363741,691.41962793,804.85264947,216.22700821,97.81204644,205.67620197,311.50719258,87.11230034,145.59112191,353.94501547,657.76418057,119.11087697,632.71910598,498.18342348
ENSG00000169855.18,0.45741734,0.52418532,0.338364,0.41491204,0.37005955,0.66727917,0.76852098,0.94954266,0.60708687,0.74154264,1.34123637,0.44747586,0.30547969,1.93223097,0.34653324,0.25413822,0.65161921,0.60390218,0.47504608,0.6100585999999999,0.9530653,0.53367758,0.99707289,0.7251089,0.37458922,0.29996989,0.55252498,0.74919276,1.31936326,0.24467568,0.32248144,0.20829113,0.37998105,0.35234688,0.31096335,0.46118998,0.97280149,0.13626992,0.06325284,0.14873372,0.75705759,0.26016715,0.28616654,0.87891176,1.50784138,1.1941624,0.29139325,0.46237875,0.42241968,0.47968815
ENSG00000171747.7,17.00021376,11.44448059,33.14170185,40.33853677,37.04163865,27.90858018,33.10948501,85.89640067,12.8448756,21.21011675,54.75013331,76.44814506,45.15996968,75.00281196,29.84543894,4.53813206,3.8425565,24.3511116,70.87660186,25.52279808,49.417774,68.51252205,3.02548442,51.68288031,72.85970334,10.42106292,13.90829438,69.7539402,26.6892427,73.96572287,12.94459741,19.61037271,8.47632998,36.30492929,7.50190934,22.88077733,15.86136791,14.5672296,16.2627973,106.63728465,71.65593886,94.30519096,109.97218911,159.90503565,65.18780147,133.25872506,38.82718713,27.19789336,41.49326764,32.20868128
ENSG00000171848.12,0.29248004,0.20917403,0.20652893,0.22415491,0.18574731,0.22452461,0.26286445,0.12280136,0.13473764,0.74160435,0.48127391,0.18360979,0.32249609,2.7314511,0.90835493,0.86946588,0.14194968,0.29800574,0.40797732,0.64205895,0.26586636,0.22948945,0.21733399,0.40198871,0.32809805,0.44223156,1.32393474,0.35945007,0.61139613,0.28974963,0.08847088,0.12730691,0.74524484,0.2905787,0.07479317,0.12049976,0.3375007,0.23527532,0.06941218,0.15288669,1.56381577,0.05767702,0.61691573,3.05641283,0.4148641,0.53959525,0.09556287,0.22940082,0.19477033,0.39814864
ENSG00000173702.6,0.08955384,0.11325879,0.0560048,1.30443896,1.55245342,0.19149474,0.06721132,0.89508039,0.06890163,5.05616622,0.21940021,0.38094971,1.34003286,5.83372058,0.47965167,0.15487636,0.96991006,0.21301535,0.82649545,0.03326457,0.14395526,0.04220576,0.05306392,0.70963023,1.25502384,0.04237798,0.27880297,0.29241806,0.91002117,0.07112212,0.03456145,0.03277849,0.030153,0.21902099,0.05737117,0.30032990000000004,0.11429026,0.06776498,0.01965918,0.05266355,1.7993211,0.02450325,0.10525614,10.32226196,0.5287472,1.48459745,0.08848394,0.25327977,0.58473404,0.29817711
ENSG00000174326.10,5.97796292,2.86768034,2.01625525,2.83147797,6.75532704,1.47420845,4.88372963,2.85852853,2.01715875,0.57026759,1.52052556,2.72636367,2.46212118,1.79724922,0.9792769,1.61963035,1.33538592,1.09555228,2.24229003,1.84388334,2.75266358,1.50499828,0.82783105,1.88499745,4.06506994,3.5518239,4.88358072,4.76552602,2.98124372,1.73513795,1.79233167,3.02745172,2.0935658,5.52979488,1.43749041,3.21795176,4.70242013,2.45900121,3.70731105,5.93868544,2.81947798,3.549617,3.78035373,3.80500215,2.8355953,3.07848216,1.61508387,3.79463211,5.49451781,2.49084873
ENSG00000174938.13,0.40026317,0.18171751,0.46089727,0.93317352,0.55764514,0.45832061,0.38733243,2.25992212,0.14890258,0.19823389,0.60804082,0.5405284,0.58831584,0.74246983,0.34152557,0.15162998,0.40644322,0.16081813,0.86757911,0.16991643,0.29224562,0.14013236,0.29815729,1.49374118,0.49557881,0.20444199,0.43343201,0.18747835,0.50185314,0.24219591,0.18757474,0.11511053,0.36794251,0.44072586,0.15779812,0.2266275,0.37150783,0.09134395,0.39052092,0.3686392000000001,0.74858699,0.15993096,0.21506059,5.21685887,0.26931614,3.23408303,0.23928278,0.24843951,1.12710889,0.40615931
ENSG00000175063.15,0.86804464,0.28445448,0.25396683,0.26989881,0.50519327,0.40305826,0.30947440000000004,0.09741481,0.12978713,2.46953994,0.6350562,0.36195347,0.21254794,1.77045481,0.67625596,0.56888158,0.09571393,0.27338709999999994,0.1746611,0.33186116,0.40674379,0.16076915,0.20212982,0.29704464,0.45045227,0.4355918,0.72559657,0.32414258,0.39095081,0.26793954,0.09403619,0.21181445,1.12123392,0.32504784,0.14409026,0.26000213,0.56539183,0.06145922,0.03565965,0.17513112,0.3987419,0.03333472,0.81619759,2.41053307,0.51643359,0.69797623,0.07080901,0.14981167,0.25515519,0.3982707
ENSG00000175336.9,109.80914378,166.40908298,221.83499817,161.55364339,100.46130693,175.31101105,199.21355266,220.02772992,96.13194876,256.14881215,201.36575547,136.853507,163.70775523,51.99700197,128.83730784,198.65907643,280.96491197,245.79557312,118.44632719,158.8099469,112.46539392,190.52609173,392.63664945,267.82915928,179.67373195,129.35522833,143.16205738,260.02231055,134.43839162,169.9187911,172.54637912,242.65874759,252.96683023,213.73158458,290.24943502,404.38255992,156.56896673,216.38274149,135.70317515,99.76952348,83.25441653,220.79127264,155.27288533,72.96093877,111.15916677,138.52877849,171.69264327,196.74687836,217.05734995,104.73589721
ENSG00000175793.11,0.97921527,0.53116129,0.62681066,2.57687942,1.90036443,0.29690171,0.34261714,1.24733133,3.6106825,2.41852708,0.19798358,5.61002963,0.43007516,0.04791256,6.24161607,0.10263492,0.0,0.24503769,0.04254056,0.17635266,0.32288427,8.87186513,0.02813192,0.20670963,2.51984674,0.13729682,0.14994996,2.98568363,0.63480145,0.07251057,0.05725878,0.35841235,0.25310633,0.61575772,0.01169823,0.59707632,0.24787292,0.11975236,0.06948229,0.12408739,0.19423564,0.02165073,3.41785453,0.99074963,0.35937965,5.59913298,0.63466333,0.16054817,0.26320554,0.25867481
ENSG00000175832.11,0.16288582,0.27466905,0.4587691,0.64471921,0.42027075,0.4661550999999999,0.30593327,1.9300626,0.17480863,0.30885335,0.64302126,0.49272453,0.29145961,0.88984265,0.34685258,0.08263149,0.34124790000000005,0.19104203,0.54487776,0.17209908,0.32762862,0.32753636,0.32429311,0.5295251,0.73046771,0.25579004,0.41548177,0.17860234,0.65761266,0.26535614,0.27659467,0.22257933,0.26812659,0.5987597,0.30823412,0.31782271,0.47370963,0.10955996,0.47676373,0.29516769,1.12150843,0.15846391,0.29610331,4.42245718,0.62251292,2.16551359,0.28779829,0.18160148,0.56187487,0.39443067
ENSG00000177459.9,1.7015325,1.8868599,2.11428469,2.7396646,4.33487957,10.28036669,4.01661699,6.81916346,1.9798332,2.80427597,4.71180693,9.17920449,4.04757468,13.53060515,4.82584158,2.18488241,1.91716712,0.9023979,5.83537696,2.20315654,9.30698796,4.77165005,3.52152225,4.30744855,6.36678158,4.24754756,3.19533189,7.43845132,5.43911129,4.55470185,4.01728381,2.14925295,4.72307815,2.83527286,4.90170095,5.28926214,1.87863557,2.55825317,2.38275739,9.05711165,10.91955048,5.19322524,6.82834171,22.01332468,3.59175581,10.55205954,2.71991857,2.87728592,4.46099269,3.07001904
ENSG00000178860.8,0.60245142,0.38952629,0.76253351,1.28947258,1.17008414,0.63420741,0.91606712,1.5838354,0.64069815,0.29115609,2.62049497,1.93254161,0.63684685,0.89793535,0.61375727,0.35905221,0.21636746,0.5790269,0.5713683,0.42231163,1.58615181,0.44030815,0.4481403000000001,0.64566191,2.70613829,0.71734831,0.74270396,0.5798763000000001,0.54298645,0.55263148,0.24323464,0.2781809,0.57421289,1.13201839,0.35808896,1.00595916,2.1678616,0.22442941,0.37980146,0.35852037,1.32125584,0.43280973,0.82791457,1.70395531,2.39473051,3.81414063,0.75847747,0.592653,0.67597195,0.82593124
ENSG00000179913.9,0.49365046,0.54979906,1.14497357,4.08784693,1.85093603,0.88457406,0.70756918,3.46107754,0.4352184,1.004435,0.90860784,1.02984637,1.57168807,1.43612747,0.53045749,0.34149194,0.93231208,0.36670228,3.27013259,0.3372237,0.66513318,0.661053,0.40345649,2.20562149,1.16942919,0.55849557,0.7004554000000001,0.79051296,0.9020025,0.54907617,0.37445898,0.27414417,0.25982781,0.53490296,0.48989228,0.46707404,1.29556062,0.27479029,0.91676769,2.29569774,1.16378184,0.40365773,0.84029949,7.92191463,1.1064083,5.86795188,0.8706339,0.3014203,1.51830287,1.07996639
ENSG00000181019.11,0.66203859,0.16394305,0.28772501,1.96798043,0.98718484,0.38074435,0.65044612,0.8964745999999999,0.12538201,0.97086693,0.84328594,0.57868669,3.87047086,6.01542644,0.70800548,0.25813281,0.32963277,0.06914828,0.6816426,0.20269175,0.75015523,0.85321007,0.26247238,1.33325811,2.36021915,0.89618458,0.43448492,0.95495011,0.99438522,0.5824020999999999,0.24156377,0.72695806,1.99943606,6.48727177,0.24676306,0.63120545,1.47474485,0.29146856,0.50734459,0.88089086,0.25388719,0.39961371,0.20938501,22.33781949,1.77370538,0.49299837,0.50931134,0.78152524,0.43301383,2.23273299
ENSG00000181656.6,0.53294443,3.65005112,5.19543438,2.1425915,0.65652292,2.18007576,1.24366786,5.42892758,0.99339476,2.39098871,1.92766027,0.35151931,2.06585007,1.31797285,0.57690101,0.62868666,0.22162611,1.03529058,0.26540633,1.34474591,8.50172517,1.99667704,14.7057986,1.92273715,1.34354411,0.8495020000000001,0.60748235,5.88709208,0.46897788,0.14805367,5.65508772,2.08620424,2.9768776000000003,1.41026838,2.80436003,6.26665037,6.60757778,0.28300114,1.51722581,0.29911069,0.53858521,9.56179727,0.98112539,0.18037136,0.05888432,0.66194098,0.28171075,3.33881345,14.05471863,0.70096353
ENSG00000182566.11,22.95628967,28.9198641,36.33455497,22.04436309,35.50678871,19.57605247,38.78973065,27.54876359,45.73903902,23.86037603,28.64440941,32.68968565,13.70159638,26.31284638,19.40649942,38.48072262,41.31341789,33.56206115,12.30959992,30.43641924,35.67558296,22.43795638,43.96182055,21.56097027,32.07814334,26.14119103,14.79104091,28.42501235,25.84885243,31.28984346,31.73220221,25.96752674,7.04772716,73.64057199999998,37.97912126,114.55423266,104.22439239,9.057211099999998,0.90200219,22.42380954,21.34155793,26.77037852,23.63237271,22.90201117,16.36263369,17.45370704,17.15299514,28.88768826,42.97223158,25.23136318
ENSG00000182718.15,12.84165815,11.48506223,10.25009061,23.274374800000004,21.05303391,6.26095931,9.49816741,22.86548765,10.47052199,6.5442961,19.69514846,15.4487617,11.79013343,16.78052741,7.26726694,7.57842115,3.37770956,10.48671302,8.80740107,2.80517456,7.08925651,9.33865592,5.22461805,7.90678424,16.48834086,5.67983165,5.89462996,13.21436736,12.96293878,5.65562777,2.40004096,7.13900218,7.43503635,13.39314926,7.99908077,8.65029885,14.20980772,5.8668343,4.6747001,5.70796403,14.31497299,6.838677499999998,4.90206357,29.7752187,16.85027932,42.4463288,11.70864921,5.05224595,8.856838699999997,4.79396577
ENSG00000183010.15,0.89574786,0.40138374,0.5281149,0.7877473,0.74412631,0.46871882,0.47011916,0.42167759,0.73897819,1.23869901,0.74140941,1.2243094,0.64840776,1.22719906,0.79299811,0.34737973,0.50570804,1.15486443,0.64208835,0.88726289,1.89300136,0.62427965,1.02292578,0.88872252,0.60216384,0.8734476000000001,0.81811132,0.84911893,0.90230534,1.02147955,1.6184831,1.01835803,0.57882945,0.98170106,0.40129088,0.4717027,3.26889929,0.5203377,0.50053253,0.61011786,1.54975722,0.36639702,0.66358786,1.35385413,1.22184102,1.19113209,0.45435538,0.30707759,0.82263132,0.81504375
ENSG00000184216.10,4.28299607,9.85150287,3.73320875,5.78193967,6.66656178,2.43618783,7.66832155,7.63094656,5.44627322,5.577089599999999,9.47522909,10.57098082,5.3497533,8.61492035,7.35979944,6.46069001,5.64305876,7.56753551,13.34716866,6.19636539,5.99930442,7.0830792,8.78930935,10.85016363,5.87076617,3.72667724,7.10970667,6.83521963,11.77330729,7.49731454,8.18721844,9.9112079,4.49164776,11.76524444,6.62282214,9.19267719,17.33685534,6.3756684,2.50438432,11.31952469,11.32110755,8.65369142,6.56775348,16.26257565,8.76200122,12.34365338,5.33025338,7.04951363,12.66360089,5.93596515
ENSG00000184374.2,13.34547284,11.41782435,14.01582624,13.35360774,10.37410853,14.20930202,14.16883987,13.66349023,8.50633354,16.7269388,13.67331536,10.60425174,9.20355124,11.65480217,10.46083225,11.63326885,19.45824181,19.28403897,7.58240989,13.86955645,10.26655988,12.04415432,24.57079053,11.15934982,7.46341206,9.26383635,13.77410345,16.02793639,15.83243366,9.54847063,11.18788562,9.89819027,5.24368045,8.64947347,12.70470607,19.66419026,33.92742053,5.90407825,4.0915502,7.56450149,10.25223008,9.6603756,9.37268186,10.40276134,12.00629334,16.67342428,6.28153122,10.67116637,11.50013842,12.59710183
ENSG00000184489.10,1.38866816,0.53508654,1.22603216,1.56835886,1.10399938,1.04143801,0.91174031,3.65767742,1.63728379,0.68197083,2.66266243,1.25020174,1.03777453,1.45086628,0.66289901,0.51799063,0.44005882,0.67455631,1.00518164,0.89003848,1.23901369,0.47224094,1.9877153000000003,0.97685931,1.79915244,0.52685331,0.76170024,0.74201035,0.56906561,1.17105715,0.55169043,0.36376922,0.87401628,1.69509947,0.64407396,1.37802807,5.62316277,0.36400222,0.47818888,0.7614748,1.26744887,0.62085001,0.50564841,2.01468624,1.28062574,1.56659194,0.67733485,0.59598698,1.7778801,0.61978856
ENSG00000185269.10,7.56386227,1.77714174,1.6587901000000005,2.40284151,4.88974505,4.04937786,3.69713296,0.25490202,1.1917049,0.24784094,1.21190348,5.06694542,1.46254996,6.93406959,3.74483181,3.90413857,2.6326518,1.60707065,6.39841658,5.0247951,7.57852922,7.43036821,2.896684,3.33501593,2.98959304,7.01264361,8.41544765,3.54391602,11.05522091,4.6160824,6.68943384,14.60717323,3.49471274,9.02299375,1.84645381,0.5774968,8.71838332,5.79880679,3.63038659,7.80591523,7.69994085,1.66134774,3.67193343,12.34313635,10.50688511,6.74970908,2.76891155,5.65401867,3.65064374,7.34525645
ENSG00000185633.9,1.40286721,0.63553681,0.8923534,1.06378224,1.31201417,1.13086561,0.83165856,1.01409208,0.62786467,0.47405199,1.05359581,0.66353837,1.43869286,0.75505824,0.45673978,0.60834782,0.31332888,0.71167165,0.98058579,0.81577249,0.92515665,0.88943601,0.86681607,0.61261488,1.37851258,0.47559699,0.78097348,0.88683267,0.88668248,0.98920344,0.86732971,0.39341056,1.52279679,1.7297143,0.63285546,0.80858518,1.67780934,0.38025429,0.98057692,0.92667548,0.65991201,0.86572068,0.73500751,0.45456109,0.87910975,0.58532157,1.13582099,0.4668827999999999,1.03181075,1.52783458
ENSG00000186198.3,0.50002482,0.43780269,0.23163216,0.14769782,1.05591962,0.09414453,0.40414244,1.21848463,0.03945774,0.30070782,0.76455362,0.13504995,0.82761508,17.44272071,0.95763802,0.40355177,0.39283442,0.13464605,1.73239661,0.28891819,0.45341196,0.31420841,0.13826539,0.52249159,1.27227261,0.35054509,0.5715418000000001,0.47033068,1.93370289,0.34619943,0.12864951,0.35078655,0.18706627,0.54351381,0.13141849,0.76222509,0.5221153000000001,0.18918325,0.02439272,0.34850077,17.27457397,0.66886945,0.1958996,39.19589825,1.54762644,11.70249269,0.19374551,0.12297307,0.55441167,0.66595004
ENSG00000187498.13,4.66167701,4.0413318,5.87946244,9.13082078,6.46883832,4.94388588,4.48056865,4.46100908,5.13003681,6.21800418,7.652157400000001,6.41349832,4.01104675,10.71519836,2.32921405,2.19068147,7.37248792,7.40078264,6.71058186,3.91861312,4.53331415,3.03544212,8.34021445,7.44790885,3.79755038,3.19330827,5.88283351,5.48897476,6.67396724,3.38061524,2.71200184,1.48302522,2.56848298,2.34270697,1.68598631,4.87694973,11.24651229,0.6394934,0.66928047,3.97335787,5.76159652,2.3193361,2.23997373,5.81105702,8.37370404,21.04538485,3.3296875,3.06821922,3.5854844,3.84810898
ENSG00000187837.3,37.24678660000001,33.14308338,37.81521302,33.68177516,59.90243094,39.58092809,20.68254849,91.96344346,20.53830894,107.14555288,29.003669899999995,31.73673909,63.3396954,79.79456408,52.30729203,68.03448315,124.86843385,41.29099191,35.16156592,49.37325291,58.05881732,39.90985282,27.99520527,63.53906565,59.87249010000001,30.66723567,39.70570918,63.00128742,63.27204378,53.31357099,39.29771753,81.39645041,32.70338037,84.68025229999998,70.04073629,87.05037974,52.94647961,44.22723312,63.25161583,89.20086349,38.8713319,48.67772769,33.10032075,45.49423576,50.66469486,61.24985533,42.55158499,33.82014906,192.44616343,68.40243034
ENSG00000189143.9,1.59106862,1.37443989,1.64851948,13.85923551,3.18560183,2.68063372,1.03878138,11.91703952,0.70599319,2.36927698,1.01433954,3.97327954,1.77079011,2.35384976,0.73982575,0.31694152,0.72923933,1.77358112,1.45101143,0.4455699000000001,1.64394928,0.46168991,0.40277348,1.14318958,2.70242932,0.88299789,0.90505741,0.56684321,0.80056889,0.53332747,0.48223047,0.24392163,0.26552111,1.33845083,0.48604161,1.05650255,0.63786949,0.94131162,0.50715277,1.01457677,1.01785754,0.5135948,1.02216099,5.6348037,1.07951473,16.29122665,0.87535723,0.36876229,3.98185616,0.66970112
ENSG00000196139.10,13.44029395,17.62452642,20.63097565,19.79669624,23.77955019,10.99918825,15.02815846,25.59336026,33.27539559,16.84639507,10.16953219,16.23416072,29.72244777,36.9609381,17.35746306,9.04773585,15.93177587,11.09914443,9.89929683,10.47662605,17.67180017,15.57183812,9.54237236,15.69450308,15.47431239,11.66133858,11.37569282,15.99003379,18.26015523,28.04807807,18.38184086,14.23577673,9.04883299,23.04442155,19.13682675,16.24362193,46.83809618,12.40639723,15.02098902,22.03865732,19.46933343,12.36330534,12.03111746,30.85554553,18.48229225,13.9743199,12.43059312,11.77517795,17.53047153,15.63785296
ENSG00000196196.2,0.08246023,0.28879616,0.89385631,0.31055409999999994,0.6268828000000001,0.05323059,0.1713807,0.32025303,0.74180558,0.43756246,2.28671039,0.40088512,0.28772279,1.96391065,1.25270329,0.42782556,0.61081322,0.17763829999999994,0.59108995,0.40839564,0.24471229,0.326446,0.27361994,1.32120097,4.32740091,0.41622617,0.7738771,0.8775734000000001,1.79121952,1.0679663,0.50918123,0.6187329,0.25913601,8.43356599,0.6826845,0.70392155,0.4592172000000001,0.3327855,0.60339887,0.36638436,1.19949027,0.88745215,0.58151252,0.27192504,0.54928343,1.66854619,0.53677704,0.22307746,1.19873963,0.47922912
ENSG00000196878.11,1.22401909,4.20716158,0.48767265,3.10959365,1.33963864,1.6342179,0.7872009,3.42049014,1.91464326,1.6137916,0.91284453,2.67632057,2.51162589,2.31366159,1.17488895,1.10393841,2.69686612,1.48489787,2.70107178,2.49933259,2.21500816,1.69161823,1.63570799,1.82176097,1.59042557,0.75911557,1.33600591,1.95080602,1.56742128,4.41411229,2.4634955,1.05505343,1.42909374,1.77341828,1.35378151,0.68775856,1.83401992,2.47832212,1.13471938,2.07452,4.691265799999999,0.83517887,1.35909532,3.22015549,2.09464372,2.99421846,2.41247881,1.54520772,1.63043707,1.4283764
ENSG00000197747.7,21.50085126,23.44090266,30.52230341,57.55213632,57.54335803,22.3922972,15.54606995,49.40963095,28.54485213,25.59300875,33.82112634,33.05996023,40.97528952,33.74342244,18.98508409,24.97081693,9.01423047,20.55226114,29.91459135,17.90271015,31.01195694,23.22841226,18.073711,14.62427156,44.92996091,11.5959318,16.7495261,13.76147267,18.54750668,19.63904093,9.5223986,11.52122666,16.23948622,24.59245491,13.26002407,16.67015423,14.18375012,15.37960253,21.651187300000004,19.70480528,26.08774732,12.91887879,13.78407031,54.62071893,23.71393342,79.20086647,32.72980773,18.49165413,18.83889841,20.40787226
