,ensembl
1257,mir5188
1258,mir5193
1259,mir526b
1260,mir532
1261,mir539
1262,mir541
1263,mir542
1264,mir543
1265,mir544b
1266,mir545
1267,mir548ag2
1268,mir548ai
1269,mir548al
1270,mir548ao
1271,mir548aq
1272,mir548at
1273,mir548au
1274,mir548aw
1275,mir548ax
1276,mir548ay
1277,mir548az
1278,mir548b
1279,mir548ba
1280,mir548e
1281,mir548j
1282,mir548k
1283,mir548n
1284,mir548o
1285,mir548o2
1286,mir548q
1287,mir548s
1288,mir548t
1289,mir548v
1290,mir550a3
1291,mir551a
1292,mir552
1293,mir556
1294,mir5579
1295,mir5580
1296,mir5581
1297,mir5582
1298,mir5585
1299,mir5588
1300,mir5589
1301,mir559
1302,mir5590
1303,mir564
1304,mir5680
1305,mir5683
1306,mir5684
1307,mir5687
1308,mir5690
1309,mir5691
1310,mir5695
1311,mir5696
1312,mir5698
1313,mir5699
1314,mir570
1315,mir5703
1316,mir5706
1317,mir5708
1318,mir572
1319,mir573
1320,mir576
1321,mir578
1322,mir579
1323,mir580
1324,mir581
1325,mir582
1326,mir585
1327,mir592
1328,mir597
1329,mir599
1330,mir605
1331,mir607
1332,mir611
1333,mir612
1334,mir6125
1335,mir6132
1336,mir616
1337,mir618
1338,mir624
1339,mir627
1340,mir628
1341,mir632
1342,mir636
1343,mir639
1344,mir641
1345,mir642b
1346,mir643
1347,mir6499
1348,mir6500
1349,mir6501
1350,mir6502
1351,mir6503
1352,mir6505
1353,mir6506
1354,mir6508
1355,mir6509
1356,mir6511b1
1357,mir6511b2
1358,mir6512
1359,mir6513
1360,mir6514
1361,mir6515
1362,mir6516
1363,mir652
1364,mir653
1365,mir654
1366,mir655
1367,mir656
1368,mir658
1369,mir659
1370,mir664b
1371,mir665
1372,mir668
1373,mir670
1374,mir6715a
1375,mir6716
1376,mir6717
1377,mir6721
1378,mir6723
1379,mir6726
1380,mir6727
1381,mir6728
1382,mir6729
1383,mir6730
1384,mir6732
1385,mir6733
1386,mir6734
1387,mir6737
1388,mir6738
1389,mir6739
1390,mir6740
1391,mir6741
1392,mir6743
1393,mir6746
1394,mir6747
1395,mir6748
1396,mir6749
1397,mir6750
1398,mir6751
1399,mir6754
1400,mir6755
1401,mir6757
1402,mir6758
1403,mir676
1404,mir6761
1405,mir6762
1406,mir6764
1407,mir6766
1408,mir6769a
1409,mir6770-3
1410,mir6772
1411,mir6773
1412,mir6776
1413,mir6777
1414,mir6778
1415,mir6779
1416,mir6780a
1417,mir6781
1418,mir6782
1419,mir6784
1420,mir6785
1421,mir6786
1422,mir6788
1423,mir6790
1424,mir6792
1425,mir6793
1426,mir6798
1427,mir6802
1428,mir6803
1429,mir6804
1430,mir6805
1431,mir6806
1432,mir6807
1433,mir6808
1434,mir6810
1435,mir6814
1436,mir6815
1437,mir6816
1438,mir6818
1439,mir6820
1440,mir6821
1441,mir6823
1442,mir6824
1443,mir6825
1444,mir6827
1445,mir6830
1446,mir6833
1447,mir6834
1448,mir6837
1449,mir6839
1450,mir6840
1451,mir6842
1452,mir6843
1453,mir6844
1454,mir6846
1455,mir6847
1456,mir6851
1457,mir6852
1458,mir6853
1459,mir6854
1460,mir6855
1461,mir6862-1
1462,mir6868
1463,mir6870
1464,mir6873
1465,mir6874
1466,mir6875
1467,mir6877
1468,mir6878
1469,mir6879
1470,mir6880
1471,mir6882
1472,mir6883
1473,mir6884
1474,mir6885
1475,mir6888
1476,mir6890
1477,mir6891
1478,mir6892
1479,mir6894
1480,mir6895
1481,mir7-2
1482,mir7106
1483,mir7109
1484,mir7110
1485,mir7113
1486,mir7114
1487,mir7151
1488,mir7152
1489,mir7155
1490,mir7156
1491,mir7161
1492,mir758
1493,mir760
1494,mir7641-1
1495,mir7641-2
1496,mir765
1497,mir766
1498,mir767
1499,mir770
1500,mir7703
1501,mir7705
1502,mir7706
1503,mir7844
1504,mir7845
1505,mir7846
1506,mir7850
1507,mir7854
1508,mir7974
1509,mir7976
1510,mir7978
1511,mir802
1512,mir8072
1513,mir875
1514,mir876
1515,mir887
1516,mir888
1517,mir889
1518,mir890
1519,mir891b
1520,mir892a
1521,mir892b
1522,mir892c
1523,mir9-1
1524,mir9-2
1525,mir9-3
1526,mir92b
1527,mir93
1528,mir933
1529,mir937
1530,mir939
1531,mir940
1532,mir943
1533,mir944
1534,mir99b
1535,mirlet7a1
1536,mirlet7a2
1537,mirlet7a3
1538,mirlet7b
1539,mirlet7c
1540,mirlet7e
1541,mirlet7f1
1542,mirlet7f2
