;TCGA-BC-A10Q-11A-11R;TCGA-BC-A10R-11A-11R;TCGA-BC-A10T-11A-11R;TCGA-BC-A10U-11A-11R;TCGA-BC-A10W-11A-11R;TCGA-BC-A10X-11A-11R;TCGA-BC-A10Y-11A-11R;TCGA-BC-A10Z-11A-11R;TCGA-BC-A110-11A-11R;TCGA-BC-A216-11A-11R;TCGA-BD-A2L6-11A-21R;TCGA-BD-A3EP-11A-12R;TCGA-DD-A113-11A-12R;TCGA-DD-A114-11A-12R;TCGA-DD-A116-11A-12R;TCGA-DD-A118-11A-11R;TCGA-DD-A119-11A-11R;TCGA-DD-A11A-11A-11R;TCGA-DD-A11B-11A-11R;TCGA-DD-A11C-11A-11R;TCGA-DD-A11D-11A-12R;TCGA-DD-A1EB-11A-11R;TCGA-DD-A1EC-11A-11R;TCGA-DD-A1EE-11A-11R;TCGA-DD-A1EG-11A-11R;TCGA-DD-A1EH-11A-11R;TCGA-DD-A1EI-11A-11R;TCGA-DD-A1EJ-11A-11R;TCGA-DD-A1EL-11A-11R;TCGA-DD-A39V-11A-11R;TCGA-DD-A39W-11A-11R;TCGA-DD-A39X-11A-11R;TCGA-DD-A39Z-11A-21R;TCGA-DD-A3A1-11A-11R;TCGA-DD-A3A2-11A-11R;TCGA-DD-A3A3-11A-11R;TCGA-DD-A3A4-11A-11R;TCGA-DD-A3A5-11A-11R;TCGA-DD-A3A6-11A-11R;TCGA-DD-A3A8-11A-11R;TCGA-EP-A12J-11A-11R;TCGA-EP-A26S-11A-12R;TCGA-EP-A3RK-11A-11R;TCGA-ES-A2HT-11A-11R;TCGA-FV-A23B-11A-11R;TCGA-FV-A2QR-11A-11R;TCGA-FV-A3I0-11A-11R;TCGA-FV-A3I1-11A-11R;TCGA-FV-A3R2-11A-11R;TCGA-G3-A3CH-11A-11R
796;7423.755136986301;6456.195554794522;5548.357671232877;9404.1276369863;20021.69565068493;7292.599739726025;6664.694102739727;8558.660328767124;5208.444232876714;6235.809780821918;17966.907226027393;21343.057020547945;5952.36704109589;8305.410746575342;12773.016821917807;5722.670260273972;4151.751828767123;18120.04543150685;5510.477986301371;5020.016527397261;9791.330821917807;3271.8793219178083;3986.1333287671227;12172.7;10040.342308219178;6552.30912328767;7805.078164383562;13830.104157534246;15427.436678082195;4239.078287671233;1493.7941712328768;3878.719020547945;15167.714465753423;13084.793335616441;4032.4977602739727;13397.758945205478;5353.114232876712;7627.176082191781;3066.5408835616445;3650.385143835616;7254.927952054795;9267.970780821917;3166.6338835616443;11760.691657534247;10079.601712328767;16032.615006849312;5420.713760273973;3416.9679246575347;5015.044630136986;7430.3783493150695
797;4220.898047619047;3241.8171845238094;3156.577845238095;3740.940113095239;4157.717380952381;3403.9451130952393;3790.2651071428577;2723.096047619048;3546.1553988095234;2855.6033690476197;7715.423880952381;8448.637154761904;3275.6984345238093;3112.720797619047;9075.745898809524;3430.9240952380956;2810.6989107142854;4335.699291666666;3022.8850119047606;3242.497803571429;4721.712886904762;3745.584125;2888.678958333333;3526.218648809524;6501.184654761905;3771.472613095238;5421.4940000000015;3472.8321488095235;4121.884535714285;6749.95306547619;7279.916779761904;8514.001363095238;6894.476517857142;5475.982720238096;6015.676773809524;5872.175755952381;6273.671964285713;6347.324446428573;6130.704702380955;7431.950821428571;2847.389017857143;3848.782797619048;7019.371779761906;4556.031714285714;3023.016464285715;5533.239517857143;8250.104327380952;7029.5761369047605;6176.835077380953;6982.826101190476
798;3231.48535;4739.437727272728;3296.6483863636363;3852.420413636364;10045.68565;8827.538218181819;3633.4101000000014;14751.22741818182;5389.486413636363;2991.5814727272727;4615.1961909090915;2938.811722727273;4376.762568181818;15385.471318181819;4824.172350000002;5339.67325;3181.799004545455;4741.780313636365;5333.280713636364;4599.523331818182;7316.863477272727;4298.623136363636;4112.877345454545;6059.266277272727;3289.463604545455;2729.977036363637;5577.4560909090915;2535.9087045454544;6780.7896681818165;2818.173904545454;3698.1934181818183;4231.32984090909;1700.3979272727274;4030.91005;2150.1902363636364;8378.101613636363;5441.548945454545;2870.0037136363635;1535.4187181818186;2898.007231818182;13386.973818181816;4874.397749999999;3188.0189454545452;17852.257586363638;7822.8738454545455;7912.280336363637;1566.4458454545456;3009.255022727273;4934.66915;4503.351222727271
799;293088.0860181818;331866.4916590909;254144.10885454545;248828.57526363642;240804.8451;239793.16598636363;207099.56630454547;186193.48945;303098.0313727273;212841.59839090914;135511.80223636364;225652.4667590909;240373.0799318181;265011.3170227273;207744.49219090905;240202.6739636364;288459.00506818184;216425.7595;208784.16602272727;277880.98984545463;304798.5650227273;279720.4675272727;208606.0177636364;235905.8830272727;221215.6686136364;217218.11259545453;245106.4395909091;192483.84947272728;215206.9132818182;215197.87869545454;302712.6261045455;240420.0025227273;240214.0700045455;216837.67962727274;232046.71426818182;191324.80884545454;202133.14464545454;261579.21954545449;293786.50691818184;256510.9017363636;257215.4326;186454.6324181818;221654.50188636364;221603.48315909086;144506.4805;138015.61057272725;253156.5859545455;247891.7742363636;141189.37803181814;236784.3467681818
800;63826.387523529425;65564.33481764706;53289.707764705876;53685.0473;48446.9083882353;49487.63382352942;54942.42637058823;36653.73632352942;69909.39658823531;52390.07248235295;50473.902164705876;52066.67996470589;51224.81685294119;40537.91109411765;46416.24117058823;55501.805317647064;58521.50263529411;54519.37739411765;44970.29362941177;64087.015405882354;46096.79007058824;65424.63013529412;56053.05401764706;49863.900729411755;52681.75564117648;60350.78114117648;52423.36105882354;39893.47984117647;42620.27081176471;58699.91117647059;69756.66142352941;69747.90935294118;76997.17091764706;40963.5416;60245.706941176475;46422.10245882354;51205.11414705882;66503.47099411764;60694.34175882352;77718.48224117648;41013.15470588235;51293.2545;53524.095758823525;47228.688505882354;41086.96106470588;34344.6966;69760.14843529412;52869.00171764706;58609.977994117646;51132.50442352941
801;67532.96992352941;68979.04108235294;56193.651741176465;57069.42478235295;52514.63624705883;53709.23544705882;58666.31691764706;38495.79277058823;74286.11175294117;56374.033305882345;56870.62017058824;56581.09538235294;54885.84464117647;42777.70002941176;55836.65081764705;59179.213788235305;63619.704870588226;59259.479288235285;47570.755394117645;67912.8160235294;49853.61794117648;69543.76281764706;59682.75476470588;53150.968876470586;58093.269564705886;65130.60252941176;55825.90525294119;43281.68502352942;46542.03475882354;65222.59971176473;78684.87582941176;78432.0277764706;85763.0128117647;47020.94988235294;67252.35458823528;50811.21592352942;55845.252288235286;73372.1647;66811.13070588233;84026.5889117647;43432.44651764706;56264.56407058824;59638.0940882353;51922.30589411765;43668.146247058816;38144.98355882353;76380.03444705883;58032.76781764706;64149.04372941176;56288.83245294117
802;6285.3328802816895;6091.413816901409;7258.904809859154;9099.725873239437;6609.364000000001;7327.615422535212;14093.55752112676;14025.268218309859;6572.046866197183;6755.892507042254;18519.17535211268;9861.656352112675;6374.942647887324;10682.540669014086;13042.430760563378;4361.039591549295;5002.614169014085;10504.709612676055;16145.591246478873;6809.245387323944;8560.508352112676;7404.845922535213;9127.036894366198;8398.985119718309;10829.748126760564;8159.304288732393;9387.587070422536;8540.147232394365;9733.19292253521;9743.1083028169;8162.030929577465;7771.445690140845;10726.882464788732;17319.375950704223;10726.311985915492;19601.338253521124;15901.904429577466;8487.640140845071;9370.244035211266;8169.905359154929;15800.592063380283;8065.643063380281;12430.790154929578;15010.258683098591;15529.628014084507;26978.29021830986;6710.039014084508;11063.408077464788;12222.731535211267;11366.98059859155
804;8639.993072727273;8488.0755;10319.056759090909;12346.26657272727;8559.860504545455;9451.764563636363;18054.83398636364;19728.72005;9004.759472727274;7321.013045454543;14023.443354545454;9418.222913636362;8668.214068181818;15393.439763636365;11684.245095454546;5575.004059090908;5823.8659636363645;12874.773690909093;23660.94539090909;9290.962095454546;11404.570390909092;10135.388;10972.271736363637;10546.147140909092;11421.327154545454;10043.261713636364;11962.368736363635;9718.549186363636;11052.419068181818;10059.821122727275;8372.104904545455;7023.284231818182;9373.8146;18391.43674090909;10101.022404545454;21805.674781818183;16297.352895454544;8738.472009090909;10938.794636363637;8613.200781818183;22841.75174090909;9494.211181818182;13521.115436363632;17542.014781818183;16733.091913636366;27033.531581818184;7362.51914090909;11460.618127272726;14487.188140909091;13916.7962
805;1799.3966954545456;1886.239;704.5115772727272;1262.408536363636;1108.9135636363637;1560.5658636363642;1094.1109181818179;1848.9518454545453;1536.7695772727272;2181.9698045454547;1025.5991545454544;2348.44;2268.3604136363633;844.6550454545454;2031.0385454545456;734.4828545454545;2580.2335772727274;774.6211227272728;1289.585531818182;1714.5042090909092;1569.6123045454544;1346.5374590909094;857.935277272727;1212.6285954545453;1903.4280863636368;1068.8241818181818;1051.6954772727272;1137.6613772727271;1046.559131818182;1989.4453272727274;1842.1096818181816;1095.8059318181818;1736.0172318181815;1181.6512136363635;1061.808668181818;1150.838131818182;2113.1252636363643;3139.4582136363633;2430.167868181818;1868.3277363636364;671.5224727272728;1041.039040909091;2288.201418181818;1300.0651;967.2533818181821;1195.1478818181818;2164.3942363636365;1839.3584636363641;883.2380363636363;2252.587590909091
806;1312736.3605529412;1302070.5682941177;889382.1960176472;1087982.4437294118;1359926.5267470588;1014572.5308411764;808523.0249294118;690312.2465411765;1020175.6296411766;1227080.5456058823;978911.6622823528;1251143.1137235295;1219417.973076471;1020952.9264529413;1775254.0985999997;1131363.158247059;1481168.1238588234;1037766.3994352941;1093491.5707117647;1152277.254411765;1140252.3467941177;1159413.2440058824;858673.1940705881;1064449.1920294117;1529704.017876471;1150252.262911765;1006987.2713058824;828751.4059058824;1208827.1967470588;1768936.4158529409;1603977.7051411762;1259046.2345764705;1406835.8596705885;1079161.3958705885;1435980.1959764706;622264.1521294118;1143885.1437882353;1531080.0787705882;1450910.8336117647;1706262.7138411764;938390.224970588;1058707.420270588;1440800.322382353;1336247.0596294117;1005941.7514529412;958266.0176470587;1586223.4894352942;1160657.8141529409;1261618.3151294116;1437921.5577
807;9713.84755479452;10837.441993150684;7964.577952054795;9947.78980821918;7674.784054794522;9594.556726027398;12985.162431506853;12153.71328082192;9343.51247260274;6797.792636986303;17175.14982191781;10171.435;7582.209157534246;14018.457493150683;9432.325301369865;6480.827479452055;8802.535061643837;14855.602760273972;13152.024253424655;8674.792068493149;9664.851184931507;10520.239705479451;12899.302993150684;9700.540178082192;9296.147520547946;7846.506698630135;11559.801410958904;9609.258301369864;8869.541719178082;8106.395143835616;7455.345876712326;7971.332979452054;7769.795595890412;15483.342897260274;11313.350150684932;15331.834705479454;12569.96940410959;6293.423527397261;7783.591520547946;8260.815246575343;16545.130999999998;9363.264972602741;7779.63244520548;15560.710712328768;13906.29019178082;18525.66269863013;6428.4609657534265;10149.310506849317;11222.016260273973;9439.480095890407
808;16464.82863917526;15618.840680412373;10655.49;11978.705644329895;9644.069278350516;9996.751144329895;8811.557226804123;10550.77206185567;17000.879989690722;9442.299603092784;11228.147695876289;10619.427783505156;11925.488716494849;6497.156922680412;9155.067237113402;9079.395381443299;9399.689345360825;12156.695850515463;11563.276247422684;11916.71123195876;6789.460489690721;11076.627474226803;11994.278979381443;8963.066855670104;10170.626778350515;8921.84037113402;12356.279845360825;8254.226206185567;8817.822159793814;12012.6681185567;13789.573577319587;11038.405752577319;10063.634871134022;10771.102092783503;12638.79112371134;10170.36625773196;9077.047917525771;11023.505577319587;11809.255015463916;11758.908061855669;8136.208463917525;8203.235175257729;10650.8961185567;7167.111469072165;8143.744077319588;8475.82180412371;11176.578840206184;10958.088505154641;8423.570860824742;9475.365515463916
809;8528.744617647058;7018.844191176471;7079.022742647059;10691.229286764705;5790.6397352941185;8700.209977941175;5514.521764705883;10571.109397058824;10269.330904411763;6152.209389705882;10009.84136764706;4730.216720588236;8309.764191176471;8403.075551470589;3141.971661764706;4173.677948529412;5508.133507352941;7067.073441176471;6038.180279411764;7470.7496176470595;9423.105022058824;5847.801544117647;8093.095286764706;4766.048139705883;4978.798977941176;6441.090382352942;6569.760132352942;5741.0978088235315;5208.994294117648;5453.430455882353;7022.206044117646;4342.3517205882345;6520.60325;6308.538080882354;5579.168566176471;4746.112213235295;4480.261588235294;5010.111963235294;4564.386301470589;4387.421308823529;5770.7180588235315;6842.370735294117;4478.525066176471;4636.261573529412;6374.834794117646;6156.169095588236;5900.102455882354;5811.080191176471;4444.773198529412;5738.760595588234
810;36368.08985119048;23218.454119047616;23998.378660714283;30253.494952380952;28992.317898809528;33276.179553571434;30992.843476190472;31295.610244047617;29839.13326190476;22027.947107142856;68975.36929166668;46798.53032738095;23223.14586309524;27835.00745833333;38652.29980357143;30541.79082142857;25303.152267857142;40587.84698214285;24567.523636904767;29975.909619047616;34667.767595238096;27648.79132142857;34965.260696428566;28568.158416666665;37054.96430357143;27546.57398214286;38577.89717261905;25139.278285714292;31360.129732142857;40834.72248214285;47560.04186309523;58704.10453571429;57528.00961309524;60696.84202380952;56101.36935714285;73444.74893452381;56999.178577380946;39179.44480952381;34982.109869047614;37462.14529761905;23052.233732142857;43028.860785714285;39298.57275595238;40621.23053571428;38542.81888690476;53819.14907738096;34957.010101190484;50393.34389285714;38433.943744047625;37117.53639285714
811;12469.606844155845;12651.6695;17544.584051948048;17491.470370129868;8749.733259740258;15171.869655844155;18910.7710974026;21599.483870129872;17490.46505194805;9472.646110389609;15785.095623376623;10337.329642857143;12977.293616883115;27149.62642857143;5766.50338961039;9755.117493506494;9390.289545454543;13384.8974025974;15491.687220779224;12120.510383116885;21028.65946103896;13385.00242207792;14676.073155844155;12978.050077922075;9742.02303896104;14805.396194805195;13527.518876623377;13589.343188311686;10410.270357142856;7332.834564935065;10877.45392207792;10715.235759740259;9928.579266233766;16915.509694805194;13046.02696103896;22216.978525974027;11814.375194805196;7792.695675324674;8591.46748051948;6125.295980519481;22094.52457142857;19096.140019480517;9208.500837662337;11027.337909090907;15526.962188311687;12185.602941558442;10580.72551948052;11601.293305194808;11976.75244155844;10406.98072077922
814;27085.488808139533;22515.04588953488;29542.568436046513;28897.029633720933;27733.219116279062;24983.373918604648;32731.615662790697;24841.30293023256;24647.483889534884;22429.839058139536;40755.11588372093;39471.01085465116;26001.4536627907;25164.530877906967;23015.21448255813;26788.674226744188;30114.220848837213;32698.920476744184;21041.02858139535;29197.21885465116;28156.090197674414;27924.99798837209;30105.80774418605;27271.070790697675;27531.84423255813;31423.954406976743;25490.362046511626;27958.511017441866;24162.51073837209;28651.813337209303;35875.86166860465;35964.30614534884;38943.67830813953;39448.87250581395;45500.807273255814;44686.52520348837;38003.214709302316;35266.62429651163;32487.66650581395;27949.001476744186;25530.25998255813;36667.72097674419;29301.357790697675;22184.250412790698;25878.19442441861;29285.1548255814;26056.252162790694;32474.58909883721;21536.720691860464;31903.35073255813
815;20109.083471590908;20773.184431818183;34561.82413636364;33848.51405681818;13922.171727272727;25421.476875000004;27869.770375;37811.40998295455;29980.75897727273;12829.358653409086;30446.346346590904;22999.218818181816;23281.54331818181;40918.95504545455;14506.550005681818;14473.842181818181;16488.0279375;24978.360806818182;32365.312607954547;25907.490454545456;35083.95267613637;21026.710556818183;23775.25676704545;22514.84563068181;24982.967772727272;22225.48807386364;17623.907079545457;16842.00052840909;12193.307534090909;22762.09422727273;24643.662750000003;29592.184971590912;20469.441107954543;35120.64977272727;26332.079943181816;44869.147943181815;26990.470625;17937.523215909092;15919.483857954543;22356.955477272728;31090.961755681816;28066.0963125;23139.046170454545;24195.245670454548;20878.02067045454;28759.639517045463;25232.937431818184;29925.184732954545;31059.886267045455;26095.132846590903
816;195222.5670774648;204849.09042957745;202883.09699295773;277802.18884507037;196309.3286830986;204191.5556549296;222418.41741549294;261933.71155633804;236669.20327464788;201891.2781267606;211910.27976760565;236232.52891549296;186308.34802816896;225077.78631690145;274504.94032394374;215782.2968309859;238224.1295774648;239956.31795774648;208933.1720422535;234007.86964084505;228555.1695492957;212072.15591549297;187425.27411971832;260559.5339507043;286970.695;238015.7363239436;216301.17192253523;169223.7736408451;261342.4603028169;220951.53186619718;188102.4017253521;189894.74321830986;169719.67266197182;194876.70722535206;227988.59316197183;254842.56888028173;178379.52947887324;201332.06679577465;203593.2721760564;296219.23774647893;255945.19735915487;243088.50825352108;214730.90914788735;220562.4531126761;292899.0174225352;198538.03783098594;181417.0920422536;200250.62856338028;199186.92904225359;281588.8623873239
817;49809.29917857143;53004.46022142856;46280.9209;56884.797471428574;49071.196328571416;50957.981692857145;55208.34445714286;62236.74072142858;41069.02048571429;38652.32095;103260.88760714287;65589.27322142858;48496.296421428575;42252.44565714286;62761.122678571424;38775.85941428571;55200.58953571428;73718.23582142856;47345.54147857144;51305.158421428576;52775.15181428573;52844.6386;63094.04809285715;64955.93259999999;53383.230007142854;62286.18051428571;58508.0921;54884.035307142854;45610.14772142856;53119.29012857143;49912.0481;56248.529671428565;82679.07772142856;48127.34045;66157.65545;66428.98822857143;37608.1709;49893.17046428572;63787.34769285714;76898.63017857145;64986.94195714286;65858.46007857143;56517.30606428572;63410.67529285714;64567.93940714286;61933.15574285715;59188.689307142864;50301.07526428573;57609.154421428575;52013.276671428575
818;215065.07092934786;185611.8423804348;226199.7318369565;192674.57117934784;149679.18096739132;159247.30575;200988.55867934786;156742.04342934786;215165.5269891304;123143.27624456525;85638.49101086958;156106.55734239132;173449.55929891302;214337.02061956518;152916.06941847823;202655.22029891305;149539.039625;171109.06848369565;162804.6366847826;188256.79514130435;231937.88854347827;210645.3872771739;167589.02673913044;166513.9432880435;143625.41950543478;188063.6381086956;187775.13842934786;132785.87080434785;135882.2683804348;124880.44808152175;130757.69342934786;174341.28519021734;98706.50480978262;114650.8225652174;162160.01970108695;161034.3370978261;126326.42314673914;136442.50084782607;150752.91629347825;145933.2128478261;219249.18829891304;201182.3279076087;139153.8906902174;109044.72671739133;138749.39892391305;91733.39248913043;131117.18675;185084.12954891304;111309.68559782607;154431.41382065215
819;30490.88790625;40400.1008046875;59104.9186796875;53673.6621796875;22278.078421875;17074.1240703125;45111.4104296875;15130.936078125;17309.2208125;18212.9444296875;74978.88177343749;90535.47082031248;14526.6851953125;41307.79020312501;54758.8837578125;20448.0147421875;17524.752320312502;128604.41088281247;44001.178703125;30264.387523437486;15943.435921875;24253.8127109375;26227.960359375;40450.109046875;48805.45321875;31804.34765625;48406.1027890625;47368.4868046875;25933.7402578125;78882.8939140625;47433.964640625;49427.249953125;68809.1356875;41103.6661171875;95386.3195390625;303483.8432578125;12315.4908359375;26390.042515625;76134.0273828125;26598.7416875;69741.5084375;80797.961734375;77265.86678124999;95719.832234375;17351.576046875;6522.7258203125;42450.631125;71318.3172578125;39079.21215625;98867.76215625
820;13283.886559701494;12437.341253731345;14848.27452238806;15256.314626865671;9832.566283582093;11710.137126865671;12579.374417910449;18312.20819402985;13125.142291044775;13257.267238805971;9999.160552238804;7049.94482835821;9504.27164925373;9398.482149253732;3338.531970149254;9562.743417910448;9024.732731343283;11746.051776119402;9142.383932835824;14061.969440298508;11601.311074626863;12445.286074626863;20500.743029850746;8151.926619402986;6277.464;12734.084156716415;6816.81773880597;15189.775686567164;7273.954985074626;5658.515776119403;7392.877985074627;9543.162873134328;8691.161820895524;7518.74743283582;8643.627910447758;11933.453858208955;19577.663776119403;7710.925380597017;4335.120597014926;4897.5064253731325;7905.587559701493;9111.572335820896;8221.094708955223;6172.883731343284;9365.292985074628;11006.163171641787;8764.360589552238;10196.06006716418;8023.844052238807;4605.628962686566
821;13069.550067708335;10388.082229166666;12977.423479166668;10099.25284375;7338.514046875;8378.44465625;7961.944661458332;6692.127859375;9806.523911458333;6175.155385416668;6705.478911458334;8764.17965625;11471.926833333333;6761.1415729166665;5126.59471875;7239.4140000000025;6581.914380208334;11803.813317708333;6537.296036458332;12483.616541666664;8441.612401041666;10807.650500000002;9414.804953125;5934.566083333334;9261.257432291666;8543.449864583334;11264.630625;6110.045520833334;8488.709135416666;7755.100869791666;8337.512260416666;10844.666322916666;8464.002765625;6970.505432291668;10097.354791666667;8018.2813541666665;9242.379182291666;9941.030197916667;10565.754546875;9453.161046875;6195.340708333332;9708.2228125;9844.838557291667;5088.536057291666;5667.942197916666;5075.360296874999;7482.820218749999;12693.464677083335;3893.5316875;8675.388151041667
822;764.5915460526317;531.3861776315789;694.3989736842105;851.3927105263158;610.1321578947369;842.2553092105263;436.21001973684196;423.44486184210524;1035.037197368421;391.88278289473686;1210.0112302631578;1423.3554934210526;1053.9605394736839;952.6484276315787;504.8969013157895;564.9349013157895;1026.9250197368422;755.5990460526317;313.3478355263158;1113.1541513157897;1279.0847763157894;656.815177631579;783.9507631578947;617.2098355263157;665.40725;808.7364736842105;722.461125;708.7120592105263;393.77923684210526;934.6562894736842;1154.0495460526315;1177.7486907894736;2659.954414473684;628.8209802631577;1100.939592105263;965.1185131578948;962.6593947368422;1215.3486184210526;951.9186578947368;504.37114473684204;312.92569736842097;627.8195986842105;949.9901644736842;109.05151315789473;213.49100657894738;483.28440131578935;1100.6990657894735;1025.3087763157896;310.7308486842105;821.020894736842
823;2742.565192307692;2808.012324175824;2568.898357142857;2931.975247252747;3516.569840659341;2748.914142857143;3888.204983516484;2551.7304230769228;2403.055637362637;3678.7669010989007;7917.499269230769;5235.960241758242;2478.641483516484;3001.3887912087907;4973.380439560438;2500.268571428571;3344.461445054945;5420.129763736263;3220.5756923076924;3185.81078021978;2759.7579010989007;3010.2826043956043;2828.919576923077;3074.087269230769;3973.523571428572;2856.8467527472526;3289.5183021978028;3704.6640219780224;4175.696082417582;5029.815032967033;4095.744989010989;4395.662978021978;6058.637423076924;5364.874730769231;4458.138791208791;5964.644521978023;7928.659538461539;4370.630445054945;4148.448005494505;6790.479714285715;3361.9702582417585;3118.5553791208795;4148.936642857142;4860.957697802198;4658.683945054945;7104.827785714288;3659.937043956044;2891.453516483516;6101.669126373627;4867.060384615385
825;2849.7891438356164;2142.485547945206;3207.5894452054804;1192.261198630137;1171.768390410959;4028.7788767123293;1306.8501301369865;1586.7512808219178;3781.473212328767;1448.9558013698636;4964.128452054793;7350.268684931508;1581.6355136986301;931.7621438356163;1633.7153698630136;2738.9824657534245;1088.0779794520552;3003.2872534246576;799.9080958904109;1348.2814657534248;2265.792369863013;2187.384493150685;3165.3455890410955;2680.1203356164388;2240.586465753425;1558.9874315068494;2463.597205479452;5188.026506849315;1012.9351780821918;1180.155404109589;2494.6115;5010.863561643836;11625.301075342468;3013.706979452055;4040.8397123287673;3965.059315068493;5394.242075342466;5379.8620479452065;3742.498815068493;907.8514178082193;895.0252808219177;1199.729410958904;5230.213301369863;992.8579383561644;940.1989657534247;3501.0184589041087;3611.9367328767134;6803.887136986301;1142.4596712328764;1900.5387945205482
828;1769.5993460000002;1261.491468;981.576766;1383.922765;1963.0348920000001;1620.2434050000006;1563.785079;1271.885798;1239.762918;1498.352294;5170.464239;3336.383044;1511.8645;1189.274303;4600.648717;1664.375753;1582.829721;2430.704011;1147.369183;1381.24511;1346.173378;1414.4004009999999;1519.4089999999999;1503.954084;2810.276151;1467.895753;1862.141621;1631.929125;2070.002613;3329.6675;3401.976264;3465.5857170000004;4166.085167;3669.1487460000003;2954.684685;3234.653973;3646.4124020000004;3112.8887449999997;2667.568159;3302.342744;1025.872486;1838.471702;2775.961738;2161.683246;1843.9426079999998;4496.465188;2483.513773;2800.439881;2585.328923;2846.413453
829;1778.67887;1630.938744;1864.393818;1558.481861;952.9316779999999;1363.784147;1690.0446780000002;1387.17686;2061.471591;1259.357585;2600.923065;1942.8448420000002;1490.75001;1202.597541;1288.3420820000001;1429.329843;1297.3900720000001;1625.816657;1570.278169;1625.5525810000001;1444.834722;2053.9340429999997;1515.2496230000006;1284.083741;1719.579236;1536.38211;1478.673164;1021.26632;1273.7637439999999;1908.989938;1595.557972;1924.6402690000002;2029.028447;1926.0353010000001;2288.723603;1927.626795;1534.9822359999994;1920.3959350000002;2330.3109449999997;2192.3251530000002;1305.9613960000001;1274.283675;2021.3981210000002;1053.052732;1263.277299;1594.64167;2221.564661;1932.000598;2057.991523;1541.4812550000001
830;9910.982070999999;8538.826579999999;9616.711117;10413.077556999999;9851.397648;9854.860606;16040.964538999999;14624.844616999999;7922.350062;8897.990576;19324.888162;11766.499829999999;7860.287767;12080.320192000001;6580.759368;7918.728019;8071.394036;14594.686209;12387.782767;8458.733497;8995.593215;10728.798619;12420.010693;10622.51793;11013.451873;9606.62334;10080.287606999998;10347.614431999997;12290.25823;7236.895069;8153.205393000001;8581.914468;11801.762335;14626.744658000001;13878.736135;15257.040238999998;16701.820299000006;8098.956224;9706.642389;7841.707381;14626.664232;7571.678011;7900.842017;14468.09949;18910.391023;16340.32496;6203.289569;11909.546941;8967.945681000001;9957.732155
832;83493.79501388887;84794.66526388889;107053.73643055557;86763.42227777778;112483.72502083334;98606.68856944444;102720.62786805557;114550.62779861115;83009.58001388889;148126.6759861111;88104.32399305557;50564.39572916666;110220.33659027779;117044.5976527778;57038.298777777774;107066.89378472224;89286.35245833332;83700.35427083334;93748.34775694444;75962.06154166668;103310.82676388886;93927.8140625;78012.51025694446;104248.17514583332;44967.02391666666;83660.30059027778;111655.33682638893;143203.6597013889;142888.5298611111;66149.03409722223;52067.06708333334;53391.782868055554;73517.94579861111;51063.39579166667;48449.71075;64135.908319444454;75299.73993055553;49536.41554861111;47660.352;51491.26397916666;131756.1755625;99570.75372916668;58179.35802083332;80705.60383333333;117454.06117361113;71692.072375;58553.77300000001;44535.571027777776;79459.65163194442;65985.3380625
833;82034.73177027027;82855.88182432433;104214.9182837838;84586.95825675676;109558.62795270268;96370.6587972973;100222.01138513512;111773.87657432431;81657.2683310811;144069.98366891893;85872.09071621622;49895.97530405405;106788.50231756756;113469.02470270268;56694.61112162162;104112.20906756756;86502.43411486487;81332.93277027027;91995.73645945944;73764.03663513514;101602.36277027028;91161.21297297296;76032.43047297296;102942.77550675676;43918.59977702703;81408.99458783782;109788.30020945946;140427.94679729728;138560.2640945946;64614.73897297298;51571.384209459466;52671.82159459459;72417.21659459459;50082.763567567556;46862.1115;63384.65151351353;73196.27992567567;48102.11583783784;46081.289763513516;49514.51466891891;128126.20526351352;96742.25826351352;57203.5905608108;78502.41073648648;115013.08435135135;69787.59377702702;57128.61464189189;43258.50610135135;77309.76972297298;63613.60099324325
834;71112.9151506024;94121.68771084335;86365.55720481928;86168.09419879518;65685.74689156628;73819.25056626508;105976.22362650603;90624.99954216868;74343.06656024097;78987.10865060241;92569.87387349397;58452.42009036143;75017.21008433735;151393.42409638554;39511.0386566265;52759.02778313253;86814.72187951808;106582.18254216867;70077.10122891566;73957.00657831326;87791.49763855421;88119.80152409639;92276.93957228916;74648.88635542168;42838.214463855424;73094.38900000001;74928.07675903615;70835.4428433735;69163.43973493976;44018.18226506023;53660.680837349384;40994.35746385543;58885.378409638564;62770.80706626506;60034.87050000001;82466.15706024096;79338.12421686747;51965.49643975903;70396.31690963855;30492.16077710844;155926.8685;78471.49725903613;62045.312933734924;88989.84773493977;79632.76013855422;60262.513885542176;51148.364777108436;57236.33322891566;64125.08418674697;57782.97557228916
835;37642.19576190476;43035.24799404762;46246.152797619055;36285.95491666667;28927.37386309524;39573.17025;42050.844833333336;34768.17043452381;45250.18298809524;49153.572047619055;37458.702148809534;27836.081059523814;42400.54480952382;40226.4119047619;20222.264410714288;39896.61800595238;40517.70702380952;40961.49486309524;28121.43229166667;37224.857357142864;40620.54895833334;49621.17041071429;39483.296446428576;37386.24335119048;20230.764714285717;36709.804523809515;33935.89586309524;38323.96103571429;41818.27400000001;22664.273821428575;22535.126101190475;28160.968220238097;31096.221410714286;25611.80631547619;28287.744970238087;28417.64281547618;21817.705386904763;27588.500041666666;32049.687625;21641.587880952382;40452.00405952382;42007.473464285715;26123.65245833333;19661.55002976191;32493.367226190472;21032.87998214286;30032.332440476188;25802.884285714288;32276.897464285717;21496.64269642857
