ensembl,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000139547.7,116.06414763,145.70561234,126.37888132,81.68235332,69.89941836,131.20001198,53.37753629,98.10006085,103.14930919,152.77119583,64.61786386,118.4874907,195.1086684,118.68400549,151.96501246,179.62580825,161.94148889,89.62341567,98.1309146,200.60726794,173.80383287,90.72985789,107.08760127,163.15477227,144.29714042,135.98569202,162.14372489,105.57930814,89.93802505,187.16721461,145.5774731,81.85956055,80.6366882,105.50178781,132.88576258,70.58048862,71.60216722,144.88514635,141.37440504,140.49566315,132.67759605,153.16231117,172.74816557,36.66773651,83.85207199999998,28.4427375,99.71428363,191.77906353,91.78356211,149.44494087
ENSG00000140093.8,60.12009569,73.00403782,76.20698085,66.07837805,50.62091872,65.07347965,52.16796906,66.22879844,81.8297512,77.44551776,42.65194867,56.44406887,82.22462829,63.88893081,45.66868607,67.20921777,94.40162171,81.05261845,58.01609465,82.3739698,62.42429318,57.10916017,94.00935398,80.11177116,57.91723449,50.12538623,48.40865851,74.35689461,35.11904121,76.29130369,57.59781236,62.73788173,57.28049953,45.41869123,50.79497801,48.34223208,47.1873578,38.85025282,51.05424910000001,34.03797587,58.01701204,49.66587963,51.02368551,74.52563847,45.94411479,46.68355495,70.32218641,63.81085947,36.01792138,45.45466036
ENSG00000140107.10,231.41921406,231.44316443,140.31089162,182.16913103,283.40927544,182.89473606,137.3003849,434.53958571,283.15614114,91.55684477,126.5925635,386.07446146,283.53988706,131.72731675,144.45653904,288.45764275,148.79460490000002,134.31407972,278.72322694,287.11076838,191.79218254,191.98955279,225.59142386,183.49197552,311.35517299,242.81161748,218.24917656,371.79018959,173.29159557,254.35759112,309.03165179,193.88932886,353.53196336,343.59251864,241.89952053,281.10047928,290.19089578,337.81648584,332.16051434,335.02252284,177.97411886,169.75017198,252.10243296,188.03866415,145.67201741,400.25799189,304.49299246,417.38956763,337.37810466,250.12516919
ENSG00000140263.12,50.87022556,46.44373829,35.13302139,39.93872373,31.57207314,56.27953649,36.3301679,23.21110355,13.26373445,27.78518103,25.29474143,23.41823352,43.48902412,21.91071983,48.03356575,65.45798317,50.99621946,31.379811600000004,44.44235394,53.36164268,39.53563033,54.80796781,48.73440829,31.33045539,37.43672225,43.2394729,64.25633989,41.51512417,53.08080897,28.68776955,76.20744802,51.15886806,29.8009724,26.71816955,57.05571678,32.73207494,40.31540306,49.54702917,35.57574704,54.17294329,42.72490277,62.25287071,50.92931798,19.04225894,40.22881539,16.58617115,48.16930618,68.57041650000001,36.68552799,44.71180864
ENSG00000140264.18,32.8964086,25.94690903,29.92326841,32.87834537,43.84296079999999,25.65449197,28.399646,38.0169549,31.27709627,42.49293158,42.08464853,29.03981462,34.11592704,34.41780912,38.63018809,43.39650896,24.74734423,23.54557865,28.98247513,30.89760174,32.9766496,28.64514173,19.51222699,28.81949331,47.53651272,31.83896089,29.65025881,38.45398968,42.17456806,38.42628289,39.00985277,38.20918632,38.19848988,83.26346178,39.84527599,41.35243174,46.49115798,38.22735958,63.66609589,46.31616578,25.98691508,36.01447835,33.42542735,50.43424051,40.81774187,47.38712684,28.73725665,26.25674012,47.73023138,35.35961779
ENSG00000140284.9,120.67203222,150.62509856,71.35808149,132.29550112,70.06109957,65.64774405,61.24967507,42.83150701,97.97419818,95.22464867,60.82271914,94.92328031,98.10584404,99.79868391,43.09828719,96.6042955,95.62642915,107.99224716,82.01584057,102.93406846,104.40155362,73.43842436,84.63190293,83.79486455,59.5073786,67.65470306,76.80612333,86.3709768,76.80982584,108.79691895,82.34670849,55.46821308,69.40185427,100.90590844,81.6832555,99.60647974,43.08200037,91.58170826,52.51939,76.63658923,96.70836796,59.8098025,67.86837762,101.88637022,71.23053605,58.16587375,95.18118335,100.78437707,73.3218127,81.30746889
ENSG00000140365.14,4.21211349,3.19724915,3.13801952,3.82725603,5.4414079000000015,3.7074533,4.39245394,5.27206028,4.22388194,3.48784855,5.52968237,3.47688718,3.52034118,4.83733809,4.01744379,3.7731619,2.72359021,2.83791545,3.64472046,4.01768784,4.48103741,3.31126264,3.41542023,4.32690629,5.37247325,4.36498194,4.16281548,4.27828167,4.64385353,4.24987496,3.79524607,4.56382274,5.11522361,9.84205414,3.59903287,5.35862567,7.76807432,4.70441826,6.74784903,5.50293469,4.18136221,3.55181889,3.59924712,6.04475661,4.75850687,6.06543767,3.26415035,3.794043100000001,5.84262726,4.59756094
ENSG00000140479.15,11.20653351,12.60084089,5.44707419,7.29876674,6.81457046,6.31105786,8.60777022,4.14030443,8.782021,7.68203595,5.55777864,10.00480124,8.22363918,12.69691956,8.16076496,8.92972893,17.35846133,11.21199972,14.91105724,17.795356100000006,6.37141964,16.1487387,13.38379084,18.25188845,4.03798685,4.45060567,10.67630729,9.55793553,13.06160653,9.98331124,10.78622429,6.52351289,7.00566386,1.50001186,6.13330371,7.75496776,6.01680551,11.46255061,2.41387028,11.56979591,12.57575643,11.29275945,10.52600192,6.93247624,9.45521743,6.70126848,8.93670487,12.53189731,6.77428805,8.87498384
ENSG00000140526.15,21.50392712,53.26529696,17.54923168,32.09365169,22.95035434,21.98006832,33.1936105,21.86157401,22.79734575,28.22394219,18.49988655,41.31349313,29.31024243,33.85373263,16.70263298,26.6215441,37.12105869,32.15397917,40.33881817,44.01060226,25.07542065,29.85250298,39.68811733,32.66631724,23.73700807,17.16044467,30.83604047,29.56278585,28.28496102,16.93521844,36.62693337,17.11648518,15.08895181,12.19845692,18.37029226,11.56636974,23.34853496,23.35188412,7.96591502,18.19046878,34.81608921,21.61862849,22.06009489,30.63830697,27.7230575,32.71089763,26.69050945,38.95989831,14.76037352,29.76806544
ENSG00000140691.15,1.70236884,1.7977061999999997,1.30365671,1.66502991,2.81846318,2.96392183,2.87420259,1.91390809,3.22742287,3.11257238,2.92503339,2.35807691,2.54813393,1.61390588,2.84233978,2.38949644,2.82549311,1.37460122,2.84058963,5.21266043,2.7635866,3.46490571,2.84951755,3.06564001,2.81055803,4.26375364,3.52879799,3.08446778,3.5082148,2.05754809,5.66487082,2.25712522,3.07922217,6.9061318,3.99617695,5.00919576,7.09064071,3.70238883,5.08617914,5.1066048,4.12034101,4.55871901,5.78838298,2.19544534,2.59790337,2.9378609,2.52243033,3.8462074,5.68435369,3.89652743
ENSG00000140990.13,53.60974839,41.08222886,47.84048384,42.51040098,59.46953679,44.77961716,58.95371658,58.82426747,56.69266545,43.74397844,40.9715,44.92577646,42.83780847,45.0839287,49.17978652,69.68891971,35.20090177,33.40956014,43.89947745,44.30901962,49.01202239,42.08131686,35.88476312,39.57697520000001,59.32528406,51.39777373,57.66246751,45.71036569,40.85474461,43.92107946,56.93342181,48.18133921,44.94660568,94.23707531,54.75299866,73.90354034,83.66676323,53.81133918,74.85191218,62.20779561,53.94062906,58.70707571,50.70028333,47.75763058,42.22140006,47.33403099,43.33453415,46.52596194,85.23431859,57.93671076
ENSG00000141338.12,3.1807295,4.25415439,2.38591632,3.81727865,3.19584034,4.20546802,5.75384712,2.87158885,2.69030711,2.37808564,3.37045788,3.39300546,2.97164013,7.49282052,5.04685921,3.92106844,5.3582534000000015,4.05892923,4.02059985,6.00097868,4.77304692,5.95808247,5.54055972,4.19611558,2.61940142,2.95280381,4.54965652,3.53684182,6.58040315,3.28098912,3.85739715,3.85094835,3.08267514,1.93127962,5.98823229,3.15240153,0.86658883,3.63443038,1.0910877,1.80833404,3.6613899,4.10903684,3.00385207,4.12865385,6.1897816,5.48660961,3.74349489,6.29397983,2.91337299,3.19729397
ENSG00000141485.14,41.13314663,36.73560932,37.6635131,38.41097114,37.15210054,43.87635006,47.53557754,50.94184355,57.64024333,34.94303114,36.73888262,36.46910076,43.04199118,33.72234544,26.32569396,23.75617917,71.71820163,77.78820509,31.34020529,40.65064449,42.31358523,43.77068099,59.74246617,54.14301248,28.52282,31.02889996,25.58779711,38.64620047,30.45298596,56.59079972,42.00996756,53.86639996,50.42691908,42.71227951,32.93604736,28.71709768,54.58870771,58.26328362,33.91636409,61.45517466,46.87720688,24.587394,29.82166958,42.74202629,20.65932896,29.5376182,45.16927967,46.05813016,38.57124571,27.89456381
ENSG00000141504.10,92.81983375,71.50668778,88.56469056,55.35904054,90.59560183,77.63105757,119.77178184,115.08000578,37.67722239,56.75368937,79.98813947,70.68491007,78.06328094,44.03639683,77.72578502,118.6237304,48.03230024,35.25601464,79.94104876,59.69586079,83.87130306,81.41612496,43.80155534,64.68514532,79.89816818,91.21255933,50.36550807,73.03036126,58.77609402,62.13542981,76.00480985,106.57695649,89.19474733,146.75775118,196.16470206,127.33751884,94.25004488,102.00670874,100.49474185,112.21677256,57.04514365,141.74680938,80.66318399,55.53165016,97.50366035,56.99123635,54.51430399,100.85513468,201.346634,69.57402503
ENSG00000141552.16,8.99701146,7.34281556,7.74262276,8.01142402,11.60684433,7.50624768,8.50377976,10.51035663,10.36630482,7.46518292,9.76692793,9.87750509,7.82140388,7.12227892,10.54408259,12.31986063,5.85988356,5.47225537,8.69424774,8.88288427,8.29861496,10.02977928,6.03533448,7.61586682,11.80029291,9.53270261,8.70336417,9.93098682,10.90659011,11.73666603,10.98720204,12.16127738,10.98632276,21.08915061,12.86870018,13.77708763,14.50757263,11.5110359,17.24668912,11.61759399,8.94889143,13.53012215,11.25359821,10.69286838,10.36248532,11.41506028,9.69622449,9.19035663,13.66028275,10.17484229
ENSG00000142168.13,228.328364,233.63547619,325.19939260000007,215.69770933,334.45699023,303.74000375,342.69208704,328.12010141,293.61760098,302.93279532,258.49066212,292.05973867,391.11917129,247.94287527,292.3368108,346.16364645,247.28231851,207.50461113,187.92942421,223.2734821,243.68407283,224.84499224,247.19305935,237.84078628,303.52842861,333.08659575,277.29379950000003,275.53331424,274.25570536,279.08275903,366.36294515,393.51865734,314.46943034,509.86778868,435.10490096,310.88187885,372.37003194,329.38750025,444.1487906,265.42718387,202.85807379,342.2752494,274.85947321,267.74903133,276.92988347,263.87906237,231.36285206,313.45302376,355.11759747,270.99400054
ENSG00000142484.6,48.58252606,92.41701015,64.99320072,53.55313846,116.10254437,58.70786457,74.67054024,169.67104393,51.19811642,115.19630032,135.15566040000002,60.47687621,89.69846109999997,124.16499037,43.69280071,62.94207683,54.75195063,37.49639107,83.29643429,52.70144293,92.68718773,52.78060882,86.52014609,103.75581842,69.11199479,51.91941467,42.83916909,135.7369749,71.38655673,52.04703392,87.04858201,127.95167202,166.03135289,327.73638985,125.60442641,160.4674649,86.04984696,112.55501327,141.56048328,51.69132148,48.81455643,67.59907113,48.34810744,96.54415058,85.98582483,148.78675539,73.49316178,88.03966009,150.64469509,61.58976919
ENSG00000142507.8,39.83133955,36.43137449,37.53208844,35.45206738,51.6846404,36.88782895,43.97614147,45.23561098,40.16405951,31.2681896,42.83069934,37.74217176,41.89206652,44.04845259,43.69610194,44.34849278,36.6374171,31.36017464,35.40620657,38.18132673,42.75986781,39.34679264,29.78680861,36.14220963,50.5748681,46.34336894,47.21826106,42.16104415,47.34545113,51.61150623,47.01926522,50.27673845,43.29266484,84.85646923,46.06908061,48.77222889,54.63246997,47.20087294,54.40924314,45.31803726,38.42324367,51.76977367,43.93806342,49.04991231,46.58632552,48.56226908,36.26065052,33.72842264,44.2020507,43.17916169
ENSG00000142546.12,3.80344915,3.44811227,4.30547914,3.81570091,6.45311331,3.74982483,5.21668484,4.95860931,4.54460698,3.31138374,5.98285138,4.62702928,3.93493125,4.9875081,4.24890928,5.05810405,3.8247721,3.40320096,3.84667649,4.36564182,5.52278046,4.40461326,3.84628526,4.48338024,5.26987564,5.09239369,4.54630376,4.96884062,4.864604099999998,4.82174852,5.86789272,5.0926953,5.37295905,13.16399571,5.15812957,7.58995325,8.73779277,5.64679744,8.31235924,6.05846202,5.79414791,5.442651799999998,4.78137081,5.56048474,5.32673747,6.6132039,4.0042564,4.35838417,7.62436899,5.20678455
ENSG00000142684.7,1.49185149,1.11431943,1.58068818,1.88095743,2.58336163,1.37022521,1.64624387,3.13829096,2.31340188,1.04558638,1.56154997,2.04439116,1.68766145,1.19634431,1.08423437,1.78698102,1.02483535,1.42355853,1.20575097,1.09093418,1.54509039,1.42694958,0.82583584,1.06017949,1.7100634999999995,2.69539787,1.01916035,1.25929907,1.2983622,1.6245928,1.49153852,0.76959707,1.59121096,5.31893791,1.46837997,3.27232013,4.02392202,2.15168545,3.91530598,2.08303154,1.42730756,1.25653947,1.17679979,2.23693454,1.05903085,1.88439614,1.93666273,1.07360438,2.68408652,1.05709303
ENSG00000143149.11,48.58778571,55.62784284,46.33763562,50.25353659,42.43794016,61.96545055,40.09043219,34.68933304,44.44554647,52.79241410000001,35.21510308,50.29780657,55.8317647,50.98950906,52.28433142,62.16921096,47.74475293,40.57788633,48.10736039,57.68032998,64.40311439,61.9417065,44.81241554,44.98671612,52.56285349,48.96366847,58.9032155,50.01145058,53.22164532,45.79687364,63.40354037,41.76565722,43.22701193,28.45994137,45.38675624,30.94400385,33.28850406,49.07529967,43.25902961,64.61078489,60.12771324,51.97432578,62.19646752,38.96309645,48.29854018,36.49830864,50.79342053,53.55747468,32.67525492,49.35048283
ENSG00000143257.10,17.09552839,12.74242072,13.96002528,11.44713983,18.99127573,17.450535600000002,26.05424594,24.5569126,14.97639271,16.37079394,16.82785583,16.61897623,20.50422555,10.62049686,21.75720974,29.62071777,18.77579327,10.22920751,15.75017753,21.18899971,22.5032266,17.06898018,18.92661179,17.84094944,21.73401549,15.63314455,12.5467966,16.90474407,13.97180789,16.43210338,21.91294381,23.73221164,19.06864721,33.4465438,38.02716463,32.09217487,23.85329994,24.8767867,18.91915631,17.83535759,12.8777348,17.74836042,17.91310761,10.43476372,20.59718452,17.56652542,16.21729097,26.72726413,37.83257818,14.49257257
ENSG00000143314.11,26.1470698,22.90349512,25.39590411,24.63416685,27.20302668,24.90414639,27.87702917,32.43541402,31.25868093,25.22063584,23.90783182,26.70005306,26.40951877,24.40233368,31.64873722,29.57338971,19.74181992,20.42665883,22.5773695,25.24704317,23.87629206,25.71948841,22.20380339,24.82271784,31.87178935,30.02548002,29.56080587,31.27752583,33.16766299,28.86665312,33.92476311,35.82009009,30.44820885,64.43488146,32.9968972,32.59085626,54.46769804,27.87262707,38.36406475,33.37511744,25.59708699,31.49587709,26.42136736,31.97676121,31.70004215,29.98188408,22.86448542,26.34695068,39.29811463,27.04970375
ENSG00000143365.15,20.33446549,9.59082072,5.96639552,4.96573182,9.35860405,18.94994845,13.94149504,7.98296671,14.14032752,8.935614300000003,9.84991826,21.11280204,14.12854909,7.49534722,10.78674225,17.000738000000002,13.52550285,4.93322626,17.99781343,19.66870619,14.44496192,17.41724797,19.07766993,12.90810166,6.55817064,11.10331076,12.96709689,15.55136763,9.87373365,12.33674466,28.25556305,22.34371595,14.43524499,12.30899164,24.60455853,19.67644545,21.65273499,21.80006567,15.85411031,25.09951476,14.28824799,12.73866902,22.01367736,7.26007938,16.68759353,15.88723371,16.08947241,26.21962792,16.59715821,17.45726808
ENSG00000143416.19,77.88450256,37.8005569,34.72935551,48.31423801,53.57334671,62.34181629999999,49.58280287,30.75193633,71.46547422,44.73351933,31.07308279,45.41324481,49.27044485,54.24702809,74.71888949,56.46467224,59.95828704,34.97697796,47.2994263,76.32185086,75.02636324,61.72635148,38.8138621,52.57008389,56.14483838,64.65646226,70.83191688,31.08907317,64.53402292,43.01118822,84.77907544,41.01693887,44.28174726,55.30673249,67.87020855,42.66096693,73.87141240000003,72.95769084,45.08615667,79.08712401,94.74826364,53.50400346,63.76778247,46.86540689,51.89220729,47.5319835,76.52295375,53.18433333,48.16621388,79.41306829999998
ENSG00000143774.15,16.21041667,16.98073901,13.229946599999998,13.60812712,23.66877105,12.02420022,14.77460862,19.38123918,19.47141548,13.27374678,23.15747987,18.35917182,18.65408665,19.31134781,19.70369212,28.15077137,11.90130943,13.6195636,20.2390451,14.58296593,17.92571493,18.04952805,12.07154132,18.05185433,24.91533861,15.62481502,16.35535869,15.29175533,26.21378116,24.45415749,19.73279346,14.6550829,19.11750004,39.88926033,19.47448281,23.80723369,24.05949874,21.17259767,24.418945800000003,25.33194977,20.1073283,22.68172039,21.83635927,27.79768182,23.24216634,24.9059797,18.96368796,17.75713825,25.34757585,18.94138314
ENSG00000143819.11,492.15328461,587.10339532,445.04425379,421.75295688,486.81997728,500.92208922,531.60476852,388.97042997,457.57987892,313.94443925,275.30789629,777.33076831,1203.60683993,975.66365183,532.37456683,498.95696893,292.87064096,177.0495456,487.01110315,529.38286122,702.8758097,494.84480923,309.32527938,689.89885968,566.39180943,428.61573764,633.44276137,332.54512085,427.47581369,476.05101831,609.35396522,484.41687543,322.91741022,519.94952903,433.6721299,323.4020573,406.85223464,467.19965711,1071.26156012,853.51720335,548.53962261,514.34165279,594.6552922999998,826.53240369,409.80629867,192.42498373,536.26873532,675.64665382,374.04432267,619.11773657
ENSG00000143845.13,34.84184581,23.07775392,21.7296036,20.59876,25.73823403,37.20309219,37.28066845,20.09353573,33.70637201,25.87430534,23.26960121,29.49416092,24.18072167,22.40501487,33.50665999,43.99402754,30.90965103,12.11332788,40.75275764,33.32324031,32.90647075,38.90415942,33.62997551,23.25871711,41.24235109,28.69233557,32.66757472,13.12887306,37.84096284,23.0381279,63.07817738,31.42359473,28.26767149,23.13458275,31.51178682,47.76610581,40.83806144,44.01622297,25.48253828,72.43421466,63.60724974,64.41451363,37.24090105,21.40946099,17.39326827,15.68566307,32.00145614,30.18248319,60.98693747,39.77568671
ENSG00000143921.6,18.55548644,17.455401199999994,13.47256086,12.95889053,19.48900207,21.66025862,22.01368536,10.1200807,6.01934178,18.96706041,13.61239289,13.36952311,23.80305092,32.73767305,28.08141714,27.98016664,38.49349211,15.34005115,28.18212653,41.82569107,32.76336423,25.63999648,33.22564619,32.26159607,16.30248469,15.39373079,35.78832579,23.5618656,22.60461193,18.93448421,25.66087144,17.806302300000006,22.75722628,17.07947888,31.17885332,12.35824763,29.59531369,22.0946477,10.26434691,26.79729042,42.10649687,19.83369634,20.12818858,18.97480734,29.93437018,18.78967303,14.24847407,38.20624952,15.06477258,16.33582385
ENSG00000144357.15,4.39445113,4.65757832,3.41000842,3.60610624,3.33924457,5.51018396,4.55894965,2.22839171,3.21770982,2.80895709,2.75771281,3.58061987,4.01796676,4.52981529,3.51146468,4.69589187,4.73543542,4.09606967,3.55179685,3.96342235,3.90233385,4.64914804,4.53890362,3.66050458,3.21438322,2.82752607,4.84712122,3.84362348,4.74121991,3.10454506,4.32474206,3.65713807,3.1261241,1.6869633999999998,3.15339746,2.05769719,3.45375022,3.23002928,2.17374698,1.88202713,4.58331514,3.3597256,3.69279424,2.81740884,3.95671182,2.69870785,2.91559756,4.15067218,2.50310747,4.02840025
ENSG00000144713.11,73.93601782,62.70124404,87.474142,79.40614091,87.42911273,58.22919239,101.48983086,109.78440116,72.57530755,61.56151016,120.76799045,74.56996169,55.15906641,61.96098745,80.23198502,94.87108611,41.71004516,63.66546646,60.03297063,61.28349992,64.2800098,59.72223609,57.02385792,67.16529613,92.33242722,91.4352593,68.10630581,94.4426187,73.04406735,75.29498293,72.46892858,104.13998517,82.26299692,183.27957823,112.45440103,147.5805745,162.52112348,68.92327850000001,110.54689087,68.86450276,64.35047652,98.83943789,80.85082275,87.3248547,101.89418027,117.27189652,59.24800336,77.52405445,126.19809601,62.66049596
ENSG00000144852.15,11.90853885,6.72167121,4.40647793,7.5952116,8.86736293,10.66639849,9.0703067,3.27265363,8.4092438,8.07421063,7.94068334,8.24530036,8.31110993,7.4192792,12.65438715,13.12231624,6.48984542,4.35402576,12.1156414,15.87665601,13.29219933,14.87482858,10.17893523,8.71660857,8.27887482,10.63061715,11.98102872,9.04480361,11.46350535,5.73821295,15.31015291,9.75393143,9.30679911,4.37613509,9.61338145,8.21992454,11.15098016,11.25474131,4.46992861,10.9848824,11.92775042,10.55844411,16.87117571,7.14112771,9.6621769,7.07339735,10.20769901,14.84764833,11.15562367,12.82141254
ENSG00000144908.12,39.91844764,34.24785791,43.44204414,28.56049548,38.17140481,58.34048299,49.57518228,27.32895776,39.79793476,15.12858183,17.81906401,52.51498338,42.58388131,14.91634867,32.35719157,56.42417672,25.25650665,13.45280054,16.26413406,22.37538768,19.30100094,52.4648774,40.02237658,37.75061916,29.67191151,26.0879996,30.44669761,55.57430612,43.17550158,29.96366325,78.02454195,53.6311601,20.96591091,77.81996252,60.27567989,35.72878239,97.9113705,49.99298655,54.02364943,48.17133039,20.34790206,47.22136681,39.91791688,12.49655183,25.80404654,19.86524046,49.48686028,91.21038029,65.78385424,20.05962282
ENSG00000145020.13,9.02569834,9.77480984,9.12755645,9.13194164,6.96383738,11.65272719,8.43626934,9.24449412,10.75463595,6.12817697,7.12649745,9.82973765,8.18723805,8.01477033,12.26336376,13.10522604,8.03058712,6.75247573,8.88287286,10.94770755,9.63343393,10.81439105,9.92061929,9.64360969,9.12815847,8.75978454,12.32786237,7.60784598,13.59230755,8.65014138,13.13770759,11.23093479,7.48322511,12.15368859,11.27401274,11.84989009,7.39687722,11.11641138,7.00794674,9.39551902,7.33902112,11.83010107,12.49574064,5.03021839,8.28251527,8.06454666,10.55749511,12.17364221,10.60516556,8.48032934
ENSG00000145050.14,15.95689504,12.40444807,12.52152328,18.05327762,14.96049078,7.45600279,5.31308147,16.98089799,16.41916918,14.49283163,15.86166444,11.42582743,19.26294857,20.78442807,6.49030828,12.41187294,9.50419879,35.4540315,14.17803874,14.00462392,19.29963895,10.5564205,18.98924667,19.68549453,6.47078843,18.93408475,22.19507053,16.88619891,10.65628153,42.65641631,11.09198318,6.91357226,18.90033968,24.58697229,6.15179879,12.42235532,13.475864,15.83726398,23.79809729,10.08687702,13.37352102,9.54437339,8.05146462,23.90092029,11.82020295,17.25226849,9.03270775,6.58011768,14.58373997,15.66263109
ENSG00000145321.11,1616.76214676,1872.95679586,1264.55944576,1306.88597333,1140.28756626,1929.50934512,1490.51427791,1017.55957083,1396.81275825,1219.95061703,1136.41974379,1680.81644588,1362.47104932,1767.92641063,1585.5335929,1360.39126776,1880.8842617,1688.14866415,1359.76011089,1796.51891375,1898.6002203,1893.41623683,1994.82519518,1636.63611125,1042.17481474,1204.65771774,1640.29137323,1456.25216922,1759.99178125,1607.03781311,1921.15005336,1951.83449937,1127.04498864,1599.00285918,1940.51442256,1994.53082273,1489.41261743,1798.48004393,876.07484934,1376.98862505,1743.77976166,1980.6088829,1616.02679905,1797.56046727,1550.13653525,1201.90324497,1799.21719296,1676.52755983,1402.1526405,1514.96960358
ENSG00000145337.4,0.87776828,0.92952802,1.34384095,1.32613327,1.52488025,2.09930363,1.36905885,2.01187615,1.49887242,1.18505161,1.76417774,0.82392709,0.47891462,1.23143378,0.94166923,1.01533914,0.69767592,0.61997205,0.59825599,0.76968026,0.98217553,1.35633685,0.77760681,0.62149584,1.49656791,1.00475857,0.94531277,1.41074522,1.38290777,1.36432832,1.47720079,1.55900156,1.75713095,3.66856393,1.45226611,1.54423854,2.05680493,1.46632851,1.49940851,1.00792518,0.85819518,1.36490293,0.93358182,1.6964096999999998,1.39421351,1.52950929,0.85640926,0.96258129,1.90039172,1.68648627
ENSG00000145391.12,4.98192306,5.97041172,4.88478204,5.36373089,4.14724855,5.07925499,7.34605045,3.0491941,3.81803861,4.36594017,4.60454814,6.99990163,5.52239529,4.93672215,4.61029592,6.65902685,6.77785774,6.010845,6.6963789,6.60194635,2.72024665,7.9537675,8.63910355,5.6136016,3.53963958,4.49776361,5.84483442,6.38757857,6.2539179,4.48169137,6.45561063,5.18095926,4.30381475,2.29959076,4.58500963,3.25740402,6.78972783,4.15316782,2.86037775,3.50607532,4.69612163,6.0224075,5.57888749,4.07003364,5.87465397,5.62943727,4.18134452,6.84325651,4.09031552,5.63522962
ENSG00000145439.10,7.25117533,7.82383908,8.29605768,6.85349689,7.31047288,10.26967682,8.04676938,7.09555675,7.42168507,8.01758292,6.52706545,9.07178021,9.84225933,8.19023504,8.61693167,11.07155634,6.4864720999999985,6.1866336,7.96699032,9.85504258,8.68565018,10.21607783,9.36710395,7.55028193,6.31172325,7.39629572,8.50778445,7.95478167,11.32975824,7.56346332,9.03725075,9.20790093,7.30898312,6.03976218,8.87518484,4.86541253,6.87964582,9.57022908,7.84347685,4.21508619,6.53939326,7.79070489,8.42168966,8.03485965,9.74136892,6.64873152,6.34036936,9.75353749,5.34480663,8.1112186
ENSG00000145494.10,21.16346726,21.76531004,21.53333022,27.03043189,40.33439636,19.30755531,25.69529445,27.68961198,26.07311167,24.0873463,19.15910747,23.47629218,21.51857806,28.02637161,26.65555771,32.66039835,25.02480742,18.85086063,32.62401028,22.40687642,28.17170863,22.71655407,15.6111805,21.9263225,29.40130154,26.6834637,26.85369546,23.68777417,24.52999626,31.24061481,28.06572057,20.79829095,23.80112131,60.81797306,22.52930559,30.68091703,33.84920266,28.85569738,45.54226808,39.45312194,30.11745643,26.30407399,25.97836723,27.29499197,21.18531939,27.83727424,24.52543153,17.80524667,36.76775258,25.23163896
ENSG00000145545.10,19.91684522,21.33882761,6.84105996,10.87833227,8.56366803,10.60868877,10.92445549,6.72017375,9.016567599999998,8.24148761,5.41984872,5.41080892,9.57679862,8.89236015,7.51492912,6.59566725,13.23530629,2.5482981,8.79605441,9.33354776,10.83535176,13.2460332,9.60722427,6.67376068,10.44167447,13.29581426,7.99359221,13.10491699,9.48095071,6.414014,14.57358041,10.44157623,8.34196766,6.75765743,10.24374388,6.76402729,7.98719483,11.15885566,8.46134938,8.51088357,12.20382234,8.79039408,10.05580748,8.64723412,4.62595918,6.60440418,11.46546528,10.92018953,11.5034867,12.95776949
