ensembl,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
ENSG00000114779.18,41.13881317,36.83447917,34.19274668,31.29957953,33.07882089,46.22966133,44.27831856,43.05122855,40.56345967,47.90429996,41.92181822,42.43613326,47.07379683,43.17177899,41.14302008,43.34784764,45.09207327,32.0055229,45.06850526,45.81821933,54.03740563,45.68159006,40.82287957,44.50646206,47.09164522,45.89301794,39.27012455,43.77350933,37.71159053,42.33094526,56.96953361,44.78283556,47.91855557,67.53070405,37.43909658,51.51365223,49.09206453,49.5072401,64.93572131,70.21281843,48.42311106,40.6352959,41.06430115,49.92299985,41.88540925,42.51545232,40.98725896,42.37740539,53.19122303,39.77530963
ENSG00000115107.18,51.10722421,46.23056267,49.05463451,26.54910442,30.18715593,47.70917614,55.6187947,45.80827484,41.64322913,39.8408202,42.44886085,55.00014451,44.45765031,52.59059969,38.37063047,33.11224839,61.10079812,49.13738331,54.21488196,60.99436477,38.51679581,62.10437532,79.43302617,74.96083547,37.95875322,38.69712033,45.06105798,45.08882704,42.82800094,57.71791049,49.7990229,55.56727082,53.82809448,46.98022828,31.37753433,31.47411531,41.72183387,64.38395677,51.23123611,58.47911007,42.98786974,45.09863842,46.5571179,52.0041006,57.12261678,35.37408188,50.41256592,50.65608253,27.65792931,43.60237419
ENSG00000115255.9,137.33804103,152.43886856,72.29060973,107.88982147,158.18247463,133.70139019,95.43699318,115.60739922,147.37668815,98.96308651,56.51748203,143.57775065,147.31864578,160.40984536,98.98855906,106.83352356,111.14764665,83.39625366,146.18494481,183.07264696,169.65861286,146.98449155,98.95360189,114.52406124,126.8759444,148.54967505,135.98361495,151.94707353,104.54681682,116.43570178,193.26542725,147.26957259,162.98261688,164.04880672,94.51640793,130.22066372,189.50756943,184.50469799,213.73082896,227.2836251,181.81534588,145.79474601,141.10563205,103.30778416,112.00612207,80.91423392,139.37557082,152.32475553,137.98891861,152.96423485
ENSG00000115268.8,48.85537321,38.51516448,48.34576163,54.7677624,70.34552979,36.6903778,59.65443941,59.12458643,41.74175108,36.14139016,48.24425434,40.92955214,40.59562483,44.57751486,37.43282105,58.22324916,28.2232939,34.19350415,46.64133991,42.84618844,46.96855674,33.07378107,30.89587911,44.34400563,61.04374549999999,53.6286426,44.29994444,47.79608663,40.85780594,44.76206503,44.9811258,36.79722526,40.36884915,105.69282371,40.04574334,79.39410755,98.44007634,48.18197318,82.39260552,62.55380999,47.7108902,50.62502678,46.29922697,55.64434879,42.28067203,62.11929455,44.29872878,43.05726355,79.13984312,47.63231741
ENSG00000115286.18,5.5141792,4.16611159,4.24889578,4.43019941,5.97960696,4.01941171,5.77550724,7.0345833,6.16940397,3.77001915,4.70950198,5.69039633,5.18041477,5.69646194,6.4954345999999985,6.88091325,4.03827821,3.62543603,7.25307312,5.96410532,5.3801187000000015,6.76930817,3.27567148,5.50204915,8.21084934,5.38251687,5.72056933,6.12890004,6.33700766,6.2538712,6.44545509,6.51451207,5.60463764,11.1258877,6.75637266,7.87541529,10.23365603,6.57588783,7.46955419,12.02698938,8.56187333,7.77167334,6.4021957999999985,7.00219179,5.917432,6.85016647,5.70079394,6.01783934,9.90581791,6.68578063
ENSG00000115541.9,32.620697,37.00642118,43.39265909,42.75859423,56.42195104,31.85825601,38.15684037,51.98763774,44.68843987,61.23616986,33.83220994,32.05244767,45.60396841,52.8637679,56.96206939,47.99638771,29.74251573,34.88371917,31.8970317,29.02459827,42.89118276,32.09026315,29.63029814,32.98571415,50.06697596,42.76827479999999,37.69455369,49.65161331,50.0069718,50.47616393,43.23863328,46.88185870000001,47.22926627,57.38173248,43.60691053,39.34603101,60.71988021,42.79647746,40.66243049,41.41487501,42.30675597,44.55254348,38.44051709,55.80300502,46.33434488,34.1480963,35.13447998,28.95226944,47.84917911,43.07234346
ENSG00000115718.16,165.50504258,119.61472793,119.54874672,120.93891344,125.87069781,126.44800106,107.62754033,137.0462513,150.41260418,104.51587236,87.17387811,144.28026157,117.1803989,120.19005133,132.50905054,121.58819751,102.91759661,76.22220137,122.38997229,165.31348483,114.27385675,154.50251333,115.10837965,129.60420957,159.48313239,145.13072762,136.74045743,139.74398588,146.94591925,123.57267026,163.55310744,155.33404661,135.50780898,198.59038165,172.88485068,167.20051507,155.49464075,161.20923711,186.28217077,164.1482304,94.2783728,171.04426261,170.74248694,116.95978551,118.56042954,133.00348073,151.26609227,158.91374041,182.20997162,154.15083380000004
ENSG00000115841.18,1.97834457,2.91679257,1.5352822,2.1349586,1.91927781,2.8660581,2.23752585,1.75414868,2.04339679,2.0371928,1.94675056,1.7951881,2.36580769,2.57237499,2.51024154,3.42816719,2.56183214,1.88007206,1.6989279,2.21829842,3.04853564,2.5995653,2.20056431,1.80570293,2.78163827,2.32619598,2.56178654,1.85928072,2.19834201,1.54125165,2.81966324,2.58577874,1.81147756,1.47876873,3.20725536,2.55591264,1.39988907,2.42419182,1.41037822,0.61092203,2.41712585,1.62689072,1.89701617,2.08043172,2.92056627,1.84643013,2.37403655,2.85181095,2.04632548,2.72257501
ENSG00000116005.10,29.30973147,28.66122891,17.68209675,23.34430757,20.78282689,40.20542293,22.34307404,9.82630276,17.41094804,17.66693861,12.15980095,19.70164859,23.56548129,23.37194311,28.02973555,23.601346,34.63182677,18.14059357,26.40747233,33.10683338,28.27080102,33.92064552,30.17860228,22.28407379,13.5516946,20.66048299,33.22342326,20.5034419,28.96271863,18.63079595,32.65073173,18.56905707,16.45188913,8.75901505,24.75665887,13.80497419,18.82764447,20.09911802,15.394175199999998,22.18701691,27.66771435,27.25469526,28.87667022,15.83199044,22.54455329,16.08185929,18.09418076,27.69743265,13.86963181,30.99749753
ENSG00000116016.12,34.542080299999995,44.94120578,38.29581935,50.04330702,24.3809872,35.14453155,45.95878261,39.02327622,56.0747932,20.557645800000003,35.77654464,49.72465804,33.30971985,22.75964752,17.49092332,31.17740245,29.42950897,57.43079126,25.36599152,30.29633519,25.29215936,29.05020778,40.22101904,32.47974034,26.23071289,19.64123086,26.19679892,28.68349154,27.15976016,23.24818979,23.52945355,21.51455804,20.05738821,12.56235392,17.65789813,42.69316482,37.60435661,28.32359828,12.33439186,19.9024154,26.2602046,18.31292657,16.81823088,25.40348126,24.02223173,29.75305078,41.13056484,29.69811504,24.74175365,23.75731994
ENSG00000116171.15,100.45652184,91.94947985,54.44535551,68.62809096,88.79027064,105.69421985,77.93700616,36.84458023,98.79948308,95.52781555,40.35128337,56.78602564,95.13933492,98.06146442,63.90790235,90.66673788,80.16660375,86.53040802,88.17222289,84.96227695,96.63667813,107.88225938,72.45963151,71.31728952,73.54449951,91.90241409,81.32196484,63.84769618,81.90549216,63.35215479,107.5524657,54.53391771,62.09001016,25.94641114,70.76767346,48.29236694,44.0655675,95.58141794,55.50484960000001,56.10804791,118.09183916,63.35033183,72.02411273,67.42249347,71.83594768,54.57077873,76.40959169,76.40894756,41.23669723,111.3660726
ENSG00000116586.10,26.51644143,18.99422763,22.53049622,21.94052175,28.27472119,19.67551642,19.09659356,26.88207585,23.51028492,24.65198936,24.08020086,22.11419511,25.64633033,21.16582359,25.76125514,30.26117139,20.04186664,17.65213782,21.43831468,24.74088111,27.59111246,21.37119806,19.0577137,23.22507854,28.65350572,25.98519125,25.88714949,25.92229497,23.59529909,28.32813765,27.62564921,27.92525737,28.12498483,62.38520116,30.75448705,26.2746799,41.04440019,31.06774321,40.54857212,31.25267953,21.95033829,28.42991189,25.29121161,27.40701443,23.27920473,24.78200853,21.88488973,20.76631519,33.62368454,24.41760691
ENSG00000116690.10,67.05799764,75.56645266,33.77384265,50.63562446,22.04307388,87.76399817,35.98311475,21.73905891,52.26758649,40.65531318,21.64758552,44.3123066,71.75233186,82.82983708,49.52265051,39.1822852,68.48145011,42.93351347,62.13739386,66.29587631,81.45978498,78.48246057,55.88157389,66.25593077,43.30423171,23.63552393,57.77745181,35.68390983,47.22825239,52.61611261,70.36999639,30.20213854,24.29510238,10.29467116,37.11022283,13.96808209,14.0762727,37.34414715,11.49185355,45.6006425,90.42816607,37.73511596,46.7738667,33.9395843,37.65079036,18.81384958,60.91875225,46.72830497,16.25953463,49.96601746
ENSG00000116704.7,18.20494999,22.61814806,15.75587367,18.2613664,13.07370007,20.66011433,19.84283732,11.39369399,22.9963344,15.85563904,12.91423592,19.57493774,19.9203482,20.02437137,16.4012086,21.37924385,26.63855903,19.38516723,25.50238515,21.39470947,17.54013019,24.68249395,20.77571139,18.03103826,14.04671962,15.44088001,24.27712637,13.89245236,25.32663337,16.34065033,23.06943427,14.84601901,12.88425784,6.83269237,14.97807228,11.91827128,12.38962344,16.76737117,10.68315648,19.54738985,24.41026938,19.312369600000004,17.87963836,17.30104909,18.52257455,13.73604821,20.93709237,21.14796263,12.23821773,24.08281233
ENSG00000116898.10,17.03216691,12.57623438,13.2238451,13.2717839,18.64075392,14.67560781,13.45597129,14.22636179,15.73411374,16.399289000000003,13.02882711,13.05313068,14.37058037,15.31230239,15.90085228,19.54118217,14.41214031,11.43465389,12.67113614,14.98150983,15.30710637,14.61079922,10.54426081,12.22053774,21.42283358,16.07446415,16.65449545,16.07557661,16.945320499999998,16.41185894,14.98153596,17.01106644,15.35906478,24.66433686,17.72932862,15.87289318,19.29940603,16.58114359,18.29771905,15.03283074,15.83637724,14.22577901,15.77488986,16.69923793,14.20757441,16.24231429,12.815907,12.42101136,17.48144547,17.42122212
ENSG00000117009.10,10.8889529,14.65243604,6.81472256,9.03624516,10.1402251,7.652122,3.96730606,6.2965798,10.61058952,9.81814817,6.36479264,6.96365045,7.02631298,10.19773654,11.6828814,11.48806862,10.47766112,7.11902601,6.0204987,5.93121532,11.37751653,9.22676773,3.84081627,7.83327323,6.19740763,9.13557307,12.83037337,8.70582983,14.32661589,6.93789393,5.87009386,6.78005744,6.24881891,4.39383126,12.41618569,5.70767207,4.68649071,7.94552689,4.95911472,6.61820322,12.42332811,8.81497254,5.34536429,5.43344179,5.99159506,4.17865138,10.32814132,6.60661425,9.7709783,7.53866391
ENSG00000117054.12,22.45459571,45.80891355,40.41489657,41.58474952,25.78520681,40.01754466,36.17658876,39.38500653,42.84031963,35.27102936,17.9420812,26.85977835,38.19213706,27.74140282,25.83817649,47.34793758,31.43653173,29.5844106,33.11333374,39.60063108,33.01884939,42.63919264,43.3878567,26.62962962,28.43411578,24.69448384,25.96179764,52.64500822,31.65025168,26.53095755,43.79086379,24.71943701,15.35633017,18.34814944,40.05537128,29.75020472,25.48173014,37.78320953,13.18798064,23.14127485,21.39421178,26.41298907,34.50757472,21.5667817,31.24852337,27.06356051,27.86832566,43.65111302,26.69878967,38.95427395
ENSG00000117118.8,46.84483145,59.65560603,39.29298084,46.91070604,60.48038736,52.92087710000001,43.15339531,43.51275696,43.76411933,54.51509358,35.73897209,43.48440287,54.74248521,63.0776065,62.05165798,65.54894722,44.68854418,36.8083604,42.34324019,44.1082231,61.93555148,44.4953324,37.39808693,46.14847263,53.60795185,51.42106427,52.31456122,52.09181174,57.215195,53.81286161,59.05310562,54.63240783,41.47506968,52.5391333,53.15523207,43.09038221,52.37615901,55.80231435,51.91190988,51.86797772,64.79780909,50.56457486,45.17626388,60.45072173,44.16253424,40.37536244,44.96800343,40.6365569,48.45818608,47.93994411
ENSG00000117151.11,4.8403349,5.06529723,4.38041485,4.8194423,4.02336516,5.29812815,4.86471913,3.75519439,7.50732057,4.54802641,4.0063214999999985,3.64064624,4.58757858,5.34101803,3.60158967,6.72802304,6.75333706,5.80031702,3.67397459,5.50736747,4.65969611,6.11015152,4.55681175,3.48001441,4.38415167,3.94379651,4.11980369,4.38533764,5.79451344,4.37809645,5.11284021,4.27470909,3.47934101,2.61378525,3.49601798,5.09739175,3.22209792,4.23715229,3.14577859,2.02118145,4.86498837,4.15360843,3.75509539,4.48138473,4.2317615,2.57059546,4.50643299,3.5566315000000004,4.45895503,5.34447979
ENSG00000117305.13,36.22300405,34.31744242,37.20492303,38.42342659,35.20336065,35.03994779,38.35132109,44.05801559,30.439857300000003,30.51584453,36.43170881,40.90213882,33.3486034,29.89809853,41.41147158,40.69610677,29.90028803,29.31662632,40.49248249,39.51072725,29.87107546,48.77183283,31.07965724,37.20554296,48.76061231,40.5338677,37.15447055,47.78985389,42.00967826,43.89850295,49.8507205,56.24375408,41.0018985,71.68796799,46.68800025,29.5857755,40.62756045,51.61193439,46.73365864,58.47766641,31.48873959,42.04007567,43.10726219,43.8452405,43.65402111,40.4706322,34.25145387,44.28950501,40.75607745,38.96489347
ENSG00000117601.12,1629.03094926,1409.33507718,1382.7970963,1253.92109462,963.21826458,1733.14176947,1768.9090862,1383.67829557,1691.32093849,1327.88576242,1218.71353924,1698.56176475,1256.16651771,1366.94861519,1637.61224359,1449.60030274,1371.86166064,1149.4938466,1151.62410024,1619.51397017,1658.94945475,1868.90296691,1670.75256981,1787.53563278,1423.33451856,1513.10113921,1573.05192945,1568.85762907,1423.83093914,1212.178342,1894.05411929,1953.23380339,1690.94049967,1438.14933989,1911.06428468,2304.34987552,1496.92718927,1728.08652009,1395.02133564,1793.44575333,1582.65719304,1974.17948279,1672.6422695,1761.82831583,1350.35849574,1476.35422299,1827.09998079,1813.05387438,1622.09944116,1614.88479629
ENSG00000117620.11,4.74152949,4.79167484,4.35398686,5.28615499,4.38659383,7.11823822,5.68416178,3.86261435,5.6458525,5.20055014,3.92572801,4.3325912,6.03386976,5.57354898,4.78913937,7.48917531,5.69134991,4.66213985,4.5887371,5.5327435,4.97286276,7.67849655,6.03928023,4.54251138,4.62895932,5.0316505,5.39609806,4.09858522,5.03384495,3.61323654,6.16666327,4.45416794,4.08824182,1.77120376,5.03011085,3.37906356,3.56498532,4.52741062,3.3873871,1.53861612,4.82025572,4.5929666,4.11605762,3.96330429,4.9026733,3.84955214,4.40638332,6.06898355,3.83189484,6.44676814
ENSG00000117691.8,22.58914496,17.56886622,20.79974651,19.69607966,34.54878421,17.88632165,19.2896889,23.26406118,19.04558682,22.78091213,25.70313865,20.24430388,22.80912631,24.32014995,19.82152897,30.45906925,18.50592406,15.26657684,20.41356726,18.87531012,20.62774944,15.48512114,16.44838942,18.87066159,25.06901842,25.85033591,19.51215843,19.80952661,20.76332739,22.46363133,23.22808147,20.55966007,23.23775606,60.62653329,25.74009075,25.41142097,27.74953596,24.45136401,44.60313305,25.93637086,14.62832486,21.32956109,23.21342391,21.06266002,23.55446876,25.31160295,18.36653702,18.15172315,28.85587788,21.98237284
ENSG00000117707.14,14.81984407,24.65902026,34.67944405,20.3596518,12.32215882,41.89450036,31.84221154,24.11857133,19.02497028,14.01444746,11.81115776,15.96790233,20.82807252,13.29992156,9.69985914,20.94083474,26.80932375,21.82699881,15.10132873,18.5861647,14.52111269,15.91574037,17.3920687,15.55906786,14.23045927,11.03357179,14.27907737,18.71557305,13.58010432,12.7254113,17.51887789,9.13052259,10.28307157,7.15049843,11.46883241,23.37211393,11.89427244,19.71930266,11.42091868,6.42118924,16.5636937,8.20428922,9.86111409,13.82173344,13.33311412,10.58209065,20.26828077,18.68746274,8.48991179,11.70719851
ENSG00000117791.14,44.54543416,42.93237361,41.05677818,45.94229764,37.33712867,50.90496022,47.08184967,35.84811592,49.46560757,49.72205778,31.44714224,31.08905054,52.23684492,35.84752498,32.20655733,42.93356684,50.32129996,47.55005427,35.7527484,46.61088588,49.18234946,50.1206589,66.46109502,51.39834774,38.85526429,58.04848611,40.91186654,33.56627919,36.11266473,54.52415649,62.61892510000001,41.23743214,43.80822711,33.56897467,54.78018339,45.75209403,40.82028913,55.30580903,44.6222412,35.18572932,38.39338804,39.29195386,40.89919156,28.30600218,37.68380092,30.78300572,47.35000123,48.10881506,52.99988718,46.33901413
ENSG00000118137.8,9277.21203848,10052.5294511,7545.76020212,8692.20068042,12336.96016,9082.04806298,4887.62765317,8680.62862138,5862.67345789,5788.98829164,5796.05840357,9599.63553291,6448.85222279,11464.1905347,5440.76452045,8068.367569,3514.82771284,2274.27089779,10363.87819,8223.37192336,8057.73580677,5797.73910182,5389.09147623,7838.88241168,12968.3681357,7584.68564917,10219.21394,8082.32559487,7756.86447649,6750.59008469,6298.55781271,6889.00760652,9270.03788529,12111.8808689,6877.61719457,6971.98977791,5548.16303368,8492.19792799,14526.6999044,9435.40092316,13138.040519499997,7854.85100215,10058.5801291,9241.46773026,4920.50514102,5662.87853659,6903.00438487,8469.6650544,10827.8016576,9165.44556124
ENSG00000118271.8,2371.36828898,1713.40502813,2348.33332052,2208.64488977,2228.03166742,2340.4948696999995,1182.87169036,1107.43301586,1646.37827624,959.345134,1104.74224886,2141.55562314,1240.71175588,1071.03954774,2555.09300154,2410.27565769,636.71459336,347.19446994,2007.75412974,1806.7391603,1969.66837281,1519.95481284,725.03845006,1055.96682057,2983.83824995,2191.80329554,2710.39127465,848.75632755,2391.20056464,1048.46650146,2297.17250921,1375.20824353,1316.53523882,1362.19777734,1837.92153869,1280.27671458,773.90496343,1611.60198567,3591.74220575,2671.04033298,2143.59275109,3167.29401615,2820.82634626,1194.52548361,1098.52818853,782.42169326,2404.24577816,1646.99823175,1636.08226821,2508.72981134
ENSG00000118514.12,72.99046073,65.68736533,63.25528636,54.80462103,57.43710075,81.96314676,58.16234317,55.44917629,52.89373881,70.21412926,51.87128482,68.34981118,73.50266440000001,67.20287964,79.76559003,71.91487221,83.94099715,57.94381397,59.92256842,80.38188996,78.26903966,98.27175057,63.39863896,68.63278949,46.55988748,69.81457594,82.08304001,72.10397148,81.35306523,70.00334914,76.17717689,74.50678008,56.62146471,44.38902868,76.70225874,48.1408399,59.32989901,72.2710512,49.51994406,53.82031267,76.84182267,73.40051467,75.96328352,43.98930445,71.82430527,52.78535661,67.29197858,68.76701699,50.86560319,69.11163182
ENSG00000118939.16,2.60096025,2.67235411,2.32021254,2.92430058,4.85980015,2.83372589,2.1556284,5.02604924,3.89399259,2.62721232,2.8637468,2.3989976000000004,3.35531371,3.60211914,2.45077628,2.88735469,2.07685242,3.88302112,2.54975416,2.34211153,3.86444171,2.87603789,1.57893176,1.63284338,2.92313815,3.00107084,2.60498001,2.92419772,2.92339335,2.53227488,2.53922401,2.60389867,2.98147305,4.35200107,2.54524169,2.43218491,3.99806226,3.13242003,3.86365325,3.09534547,3.4095747000000003,2.34032491,2.21361415,4.36480739,2.9882277000000004,3.32833362,2.3231155,1.54733047,2.83700113,2.93753196
ENSG00000119431.8,13.76948794,11.07852265,8.3887155,5.96071222,14.60019221,19.54896804,23.24653287,14.52974189,6.71325247,10.97959592,12.63238725,10.49347762,18.39890828,20.55073302,21.57039257,16.87522888,14.518300199999995,5.765509400000001,30.9578098,29.80318183,31.30980438,26.81354636,18.15250635,15.19183277,16.484958600000002,22.33796582,20.54563817,19.56269233,23.55963588,15.98718708,27.94903062,22.6591525,23.08922125,34.70742355,19.32960056,10.63107865,29.08375607,18.80168964,26.66535714,37.7682542,27.68942089,24.07150106,34.65961965,25.55675606,29.13894657,22.6179858,13.73043628,32.90284291,30.06670073,29.43199123
ENSG00000119471.13,27.67310547,51.6552269,30.56471839,43.23303351,38.08334368,38.89280797,36.85057173,32.00649227,34.81440701,45.03587929,22.4558081,38.70259355,48.73382973,31.57195081,29.29575115,48.82701165,42.786927,35.3183605,32.55442888,46.90521557,39.49187756,36.57540598,48.26900273,29.15736679,34.63628693,34.2196948,44.59958931,56.32548845,29.30497351,37.28273493,41.9187966,32.67724787,28.40451104,37.5934796,33.3459695,24.05586804,38.11718754,41.35979678,32.81092709,27.04638365,28.30649489,23.69035123,33.18352256,27.91240758,37.02598643,28.43391474,32.3442295,43.70627931,24.709579,39.17981264
ENSG00000119650.11,3.24840349,2.97387441,2.77647677,3.67306287,4.25211736,2.38481874,2.51927079,5.94118958,6.48101958,2.85359529,3.4061053999999995,2.08941139,2.7416318,3.22135027,2.71720081,3.79936175,2.04416307,4.51351891,1.94491546,2.92004847,2.59112308,2.31852976,2.30085669,2.94962565,3.42197723,3.0763441000000005,2.60938814,3.14885138,2.5801245,3.34035301,1.93120744,2.83499704,2.70169971,5.27134495,2.82036315,3.76679022,3.66422561,3.42895903,3.10521903,2.21822581,2.60160296,1.97970317,2.12305965,4.14087683,3.33158381,4.66459167,2.80252979,2.04571936,3.54852216,2.86906656
ENSG00000119711.11,58.57994131,60.51857621,60.63637574,49.19531443,39.05959928,84.51014553,93.6600396,57.27949435,59.05572038,61.8573149,39.06871118,58.09533617,62.75978393,43.6534355,84.41297784,75.10516249,109.80797583,64.38890088,51.01314241,68.24425811,59.63305208,101.84031078,94.87827319,73.55285955,57.12811135,62.40264206,84.31029671,67.21862377,46.27571025,37.61214798,88.27658132,69.22294644,47.77224545,31.08317618,74.75110629,63.07199645,78.50273942,65.44771313,36.72440908,53.50015137,67.82506961,60.77522839,71.59901943,42.0581901,61.42099635,48.40496339,72.70381648,89.81949578,59.90474117,70.58750233
ENSG00000120053.10,147.80333524,257.15877915,141.89553001,206.24212531,192.69091673,122.22422337,132.45986053,307.45938872,316.98111757,203.5275597,124.22734809,131.80871756,147.97061627,177.41878996,119.3769155,150.40080718,234.52610433,334.58298849,74.2690871,79.46782928,122.43228243,138.41153059,108.1623625,255.20658551,108.45727071,116.21972684,117.57286038,156.20311886,97.89237941,161.58443591,95.8052775,158.15684406,111.2362118,175.15825159,149.35232299,297.96670213,106.16200874,172.33002113,107.13516264,99.76212106,85.71048284,92.68710998,78.88482846,137.1772259,88.57463199,158.45516266,218.46980819,124.99708949,162.07409792,104.49651306
ENSG00000120158.10,24.23064131,11.29681366,9.16911649,16.43633226,27.69290129,24.58868362,9.5450943,10.93745342,33.33725354,18.32758675,13.74118803,10.35051894,8.59492769,12.38258362,9.81316635,24.6335499,12.64463967,12.1946346,8.63285825,13.6965146,17.78736149,13.12109011,12.17101038,9.04343636,11.37593574,10.667133,12.6455007,9.80270853,13.90064001,16.55862885,12.73141843,9.99983221,6.78755436,13.59212401,8.3124927,18.88546034,7.79275611,24.10474402,8.01296524,9.83160788,7.36021743,6.95997873,6.71050274,6.56930431,7.62686338,7.60287983,22.81370672,6.78758848,10.96283873,12.7633363
ENSG00000120533.11,4.33378188,4.86944666,4.75079849,5.06588505,6.20976349,5.20004773,4.65922954,6.50901495,6.26100102,5.47627197,5.86354522,3.77428417,4.24671659,5.56641817,4.95080074,4.88144577,3.54894878,3.48310409,3.34868187,4.32418923,5.07817993,4.82680274,3.99644983,3.95427036,6.81562889,6.24727898,4.5459652,5.41732672,4.95470386,4.53240813,4.90060197,5.68133514,4.95666328,6.90899856,5.37260047,5.70052523,6.64868041,4.64629628,4.80352828,3.5950221,4.52328789,4.18593607,4.34098283,5.61987952,5.37114436,6.13224936,3.59516039,4.05311368,5.92170436,4.76544365
ENSG00000120725.11,18.05115367,17.81845686,12.70252058,21.54709066,18.80700523,14.27495022,12.49309742,16.75872053,17.2644108,15.79828499,15.0712597,18.33045264,18.4992246,30.06522157,19.50239184,14.04432619,17.67169619,16.95908491,21.22382824,22.31514151,24.97583525,19.00925682,13.82693393,19.72786082,20.36367709,17.81880762,19.39720293,15.94162554,22.09624763,27.7429697,21.32339241,22.56451946,18.22429385,41.24070113,18.21740168,13.90349751,15.61230673,21.06459265,31.50401027,30.00975282,26.48500534,19.25214927,19.35572137,28.01621185,21.5014941,23.49731526,19.97380523,16.04761302,24.62884683,18.82760511
ENSG00000120907.16,7.20681009,9.82078151,3.0307056,3.41866915,3.12606574,6.93724922,3.03771582,0.85993751,4.38258944,4.50087765,1.82664231,6.25183369,5.18816161,3.77163943,3.50646192,9.58632629,9.35428823,5.92292232,7.14882262,12.2005407,8.40780051,9.87634215,11.17897508,6.681443700000001,2.12811416,2.89619303,6.35104174,1.8597686,9.24086015,4.86098606,8.94364912,2.7702186,3.03394112,1.08410423,2.94680359,3.03847321,4.56609499,5.46349671,1.92906041,4.30635042,5.24161659,8.16367399,7.25498522,1.5516072,3.78012338,2.44927555,8.18733824,8.57867559,2.88799972,6.07879906
ENSG00000120915.12,42.93835992,54.68453667,34.76543433,37.30459665,32.9906692,61.83490015,48.28902627,38.89776566,56.04587497,46.96777700000001,28.64321858,48.19992121,40.91424232,50.63242622,47.06461007,60.73949786,43.47061535,23.95400108,47.23400743,57.2899755,59.25392042,53.35621418,53.45970675,43.00558685,43.64361879,38.59412947,53.04409904,36.19234518,42.26507627,42.95038301,60.50244584,57.42610454,29.88886608,35.26780851,60.09928253,48.67914002,60.07505673,63.55790324,25.30767918,61.94507795,38.85639187,45.52317122,42.79440742,35.53248178,40.62588987,31.27465154,50.41402961,60.20072152,49.22741973,50.54288735
ENSG00000121310.15,15.461650099999998,15.03259342,11.10873574,14.48707337,14.37398502,13.82106071,16.46750896,16.85876868,23.04840991,13.91745087,12.82470659,14.76038107,15.12803464,11.73812198,14.33831321,17.83740297,11.20654398,9.12784646,16.25356903,29.50051553,19.27595684,13.46993462,13.22414225,13.34809809,19.15641172,16.29337967,11.7215096,12.10014005,13.73131804,19.37273075,17.074437600000003,12.15603876,14.17132092,21.63145859,16.20228114,14.74838369,15.27135956,20.85535185,15.10051044,18.56887694,13.05982347,10.50348683,20.86676176,14.1894435,15.08164748,13.40081935,17.66124641,21.476718,18.51779433,14.85167161
ENSG00000121361.3,26.59334235,14.90453539,5.49594858,12.46393618,12.89563675,25.63570724,16.84484661,8.45112173,10.04901693,15.39571637,15.93911317,7.8617848,10.01354103,19.02556872,16.55329293,29.24450689,24.41516723,5.69541505,16.53636014,14.6349995,29.62112263,21.3372056,17.4682922,20.07979429,7.04881409,17.05266414,22.31139547,11.05531376,19.20728504,16.76920933,31.65663686,19.00566635,12.60061544,25.14875246,30.56009099,30.55569329,23.29978848,17.04663295,8.741510400000001,16.41085804,19.10661484,21.56653581,10.31185885,11.03669217,16.68482274,15.85334161,27.87533091,15.155127599999998,20.30412491,16.75485203
