;TCGA-2V-A95S-01A-11R;TCGA-2Y-A9GS-01A-12R;TCGA-2Y-A9GT-01A-11R;TCGA-2Y-A9GU-01A-11R;TCGA-2Y-A9GV-01A-11R;TCGA-2Y-A9GW-01A-11R;TCGA-2Y-A9GX-01A-11R;TCGA-2Y-A9GY-01A-11R;TCGA-2Y-A9GZ-01A-11R;TCGA-2Y-A9H0-01A-11R;TCGA-2Y-A9H1-01A-11R;TCGA-2Y-A9H2-01A-12R;TCGA-2Y-A9H3-01A-11R;TCGA-2Y-A9H4-01A-11R;TCGA-2Y-A9H5-01A-11R;TCGA-2Y-A9H6-01A-11R;TCGA-2Y-A9H7-01A-11R;TCGA-2Y-A9H8-01A-11R;TCGA-2Y-A9H9-01A-21R;TCGA-2Y-A9HA-01A-11R;TCGA-2Y-A9HB-01A-11R;TCGA-3K-AAZ8-01A-12R;TCGA-4R-AA8I-01A-11R;TCGA-5C-A9VG-01A-11R;TCGA-5C-A9VH-01A-11R;TCGA-5C-AAPD-01A-21R;TCGA-5R-AA1C-01A-11R;TCGA-5R-AA1D-01A-11R;TCGA-5R-AAAM-01A-12R;TCGA-BC-4072-01B-11R;TCGA-BC-4073-01B-02R;TCGA-BC-A10Q-01A-11R;TCGA-BC-A10R-01A-11R;TCGA-BC-A10S-01A-22R;TCGA-BC-A10T-01A-11R;TCGA-BC-A10U-01A-11R;TCGA-BC-A10W-01A-11R;TCGA-BC-A10X-01A-11R;TCGA-BC-A10Y-01A-11R;TCGA-BC-A10Z-01A-11R;TCGA-BC-A110-01A-11R;TCGA-BC-A112-01A-11R;TCGA-BC-A216-01A-11R;TCGA-BC-A217-01A-11R;TCGA-BC-A3KF-01A-11R;TCGA-BC-A3KG-01A-11R;TCGA-BC-A5W4-01A-11R;TCGA-BC-A69H-01A-11R;TCGA-BC-A69I-01A-11R;TCGA-BC-A8YO-01A-11R;TCGA-BD-A2L6-01A-11R;TCGA-BD-A3EP-01A-11R;TCGA-BD-A3ER-01A-11R;TCGA-BW-A5NO-01A-11R;TCGA-BW-A5NP-01A-11R;TCGA-BW-A5NQ-01A-11R;TCGA-CC-5258-01A-01R;TCGA-CC-5259-01A-31R;TCGA-CC-5260-01A-01R;TCGA-CC-5261-01A-01R;TCGA-CC-5262-01A-01R;TCGA-CC-5263-01A-01R;TCGA-CC-5264-01A-01R;TCGA-CC-A123-01A-11R;TCGA-CC-A1HT-01A-11R;TCGA-CC-A3M9-01A-11R;TCGA-CC-A3MA-01A-11R;TCGA-CC-A3MB-01A-11R;TCGA-CC-A3MC-01A-11R;TCGA-CC-A5UC-01A-11R;TCGA-CC-A5UD-01A-11R;TCGA-CC-A5UE-01A-11R;TCGA-CC-A7IE-01A-21R;TCGA-CC-A7IF-01A-11R;TCGA-CC-A7IG-01A-11R;TCGA-CC-A7IH-01A-11R;TCGA-CC-A7II-01A-11R;TCGA-CC-A7IJ-01A-11R;TCGA-CC-A7IK-01A-12R;TCGA-CC-A7IL-01A-11R;TCGA-CC-A8HS-01A-11R;TCGA-CC-A8HT-01A-11R;TCGA-CC-A8HU-01A-11R;TCGA-CC-A8HV-01A-11R;TCGA-CC-A9FS-01A-11R;TCGA-CC-A9FU-01A-11R;TCGA-CC-A9FV-01A-11R;TCGA-CC-A9FW-01A-11R;TCGA-DD-A113-01A-11R;TCGA-DD-A114-01A-11R;TCGA-DD-A115-01A-11R;TCGA-DD-A116-01A-11R;TCGA-DD-A118-01A-11R;TCGA-DD-A119-01A-11R;TCGA-DD-A11A-01A-11R;TCGA-DD-A11B-01A-11R;TCGA-DD-A11C-01A-11R;TCGA-DD-A11D-01A-11R;TCGA-DD-A1EA-01A-11R;TCGA-DD-A1EB-01A-11R;TCGA-DD-A1EC-01A-21R;TCGA-DD-A1ED-01A-11R;TCGA-DD-A1EE-01A-11R;TCGA-DD-A1EF-01A-11R;TCGA-DD-A1EG-01A-11R;TCGA-DD-A1EH-01A-11R;TCGA-DD-A1EI-01A-11R;TCGA-DD-A1EJ-01A-11R;TCGA-DD-A1EK-01A-11R;TCGA-DD-A1EL-01A-11R;TCGA-DD-A39V-01A-11R;TCGA-DD-A39W-01A-11R;TCGA-DD-A39X-01A-11R;TCGA-DD-A39Y-01A-11R;TCGA-DD-A39Z-01A-11R;TCGA-DD-A3A1-01A-11R;TCGA-DD-A3A2-01A-11R;TCGA-DD-A3A3-01A-11R;TCGA-DD-A3A4-01A-11R;TCGA-DD-A3A5-01A-11R;TCGA-DD-A3A6-01A-11R;TCGA-DD-A3A7-01A-11R;TCGA-DD-A3A8-01A-11R;TCGA-DD-A3A9-01A-11R;TCGA-DD-A4NA-01A-11R;TCGA-DD-A4NB-01A-12R;TCGA-DD-A4ND-01A-11R;TCGA-DD-A4NE-01A-11R;TCGA-DD-A4NF-01A-11R;TCGA-DD-A4NG-01A-11R;TCGA-DD-A4NH-01A-11R;TCGA-DD-A4NI-01A-11R;TCGA-DD-A4NL-01A-11R;TCGA-DD-A4NN-01A-11R;TCGA-DD-A4NO-01A-11R;TCGA-DD-A4NP-01A-11R;TCGA-DD-A4NQ-01A-21R;TCGA-DD-A4NR-01A-11R;TCGA-DD-A4NS-01A-11R;TCGA-DD-A4NV-01A-11R;TCGA-DD-A73A-01A-12R;TCGA-DD-A73B-01A-12R;TCGA-DD-A73C-01A-12R;TCGA-DD-A73D-01A-12R;TCGA-DD-A73E-01A-12R;TCGA-DD-A73F-01A-11R;TCGA-DD-A73G-01A-22R;TCGA-DD-AA3A-01A-11R;TCGA-DD-AAC8-01A-11R;TCGA-DD-AAC9-01A-11R;TCGA-DD-AACA-01A-11R;TCGA-DD-AACA-02A-11R;TCGA-DD-AACA-02B-11R;TCGA-DD-AACB-01A-11R;TCGA-DD-AACC-01A-11R;TCGA-DD-AACD-01A-11R;TCGA-DD-AACE-01A-11R;TCGA-DD-AACF-01A-11R;TCGA-DD-AACG-01A-11R;TCGA-DD-AACH-01A-11R;TCGA-DD-AACI-01A-11R;TCGA-DD-AACJ-01A-11R;TCGA-DD-AACK-01A-11R;TCGA-DD-AACL-01A-11R;TCGA-DD-AACN-01A-11R;TCGA-DD-AACO-01A-11R;TCGA-DD-AACP-01A-11R;TCGA-DD-AACQ-01A-11R;TCGA-DD-AACS-01A-11R;TCGA-DD-AACT-01A-11R;TCGA-DD-AACU-01A-11R;TCGA-DD-AACV-01A-11R;TCGA-DD-AACW-01A-11R;TCGA-DD-AACX-01A-11R;TCGA-DD-AACY-01A-11R;TCGA-DD-AACZ-01A-11R;TCGA-DD-AAD0-01A-11R;TCGA-DD-AAD1-01A-11R;TCGA-DD-AAD2-01A-11R;TCGA-DD-AAD3-01A-11R;TCGA-DD-AAD5-01A-11R;TCGA-DD-AAD6-01A-11R;TCGA-DD-AAD8-01A-11R;TCGA-DD-AADA-01A-11R;TCGA-DD-AADB-01A-11R;TCGA-DD-AADC-01A-11R;TCGA-DD-AADD-01A-11R;TCGA-DD-AADF-01A-11R;TCGA-DD-AADG-01A-11R;TCGA-DD-AADI-01A-11R;TCGA-DD-AADJ-01A-11R;TCGA-DD-AADK-01A-11R;TCGA-DD-AADL-01A-11R;TCGA-DD-AADM-01A-11R;TCGA-DD-AADN-01A-11R;TCGA-DD-AADO-01A-11R;TCGA-DD-AADP-01A-11R;TCGA-DD-AADQ-01A-11R;TCGA-DD-AADR-01A-11R;TCGA-DD-AADS-01A-11R;TCGA-DD-AADU-01A-11R;TCGA-DD-AADV-01A-11R;TCGA-DD-AADW-01A-11R;TCGA-DD-AADY-01A-11R;TCGA-DD-AAE0-01A-11R;TCGA-DD-AAE1-01A-11R;TCGA-DD-AAE2-01A-11R;TCGA-DD-AAE3-01A-11R;TCGA-DD-AAE4-01A-11R;TCGA-DD-AAE6-01A-11R;TCGA-DD-AAE7-01A-11R;TCGA-DD-AAE9-01A-11R;TCGA-DD-AAEA-01A-11R;TCGA-DD-AAEB-01A-11R;TCGA-DD-AAED-01A-12R;TCGA-DD-AAEE-01A-11R;TCGA-DD-AAEG-01A-11R;TCGA-DD-AAEH-01A-11R;TCGA-DD-AAEI-01A-11R;TCGA-DD-AAEK-01A-11R;TCGA-DD-AAVP-01A-11R;TCGA-DD-AAVQ-01A-11R;TCGA-DD-AAVR-01A-11R;TCGA-DD-AAVS-01A-11R;TCGA-DD-AAVU-01A-11R;TCGA-DD-AAVV-01A-11R;TCGA-DD-AAVW-01A-11R;TCGA-DD-AAVX-01A-11R;TCGA-DD-AAVY-01A-11R;TCGA-DD-AAVZ-01A-11R;TCGA-DD-AAW0-01A-11R;TCGA-DD-AAW1-01A-11R;TCGA-DD-AAW2-01A-11R;TCGA-DD-AAW3-01A-11R;TCGA-ED-A459-01A-11R;TCGA-ED-A4XI-01A-11R;TCGA-ED-A5KG-01A-11R;TCGA-ED-A627-01A-12R;TCGA-ED-A66X-01A-11R;TCGA-ED-A66Y-01A-11R;TCGA-ED-A7PX-01A-51R;TCGA-ED-A7PY-01A-11R;TCGA-ED-A7PZ-01A-11R;TCGA-ED-A7XO-01A-11R;TCGA-ED-A7XP-01A-11R;TCGA-ED-A82E-01A-11R;TCGA-ED-A8O5-01A-11R;TCGA-ED-A8O6-01A-11R;TCGA-ED-A97K-01A-21R;TCGA-EP-A12J-01A-11R;TCGA-EP-A26S-01A-11R;TCGA-EP-A2KA-01A-11R;TCGA-EP-A2KB-01A-11R;TCGA-EP-A2KC-01A-11R;TCGA-EP-A3JL-01A-11R;TCGA-EP-A3RK-01A-11R;TCGA-ES-A2HS-01A-11R;TCGA-ES-A2HT-01A-12R;TCGA-FV-A23B-01A-11R;TCGA-FV-A2QQ-01A-11R;TCGA-FV-A2QR-01A-11R;TCGA-FV-A3I0-01A-11R;TCGA-FV-A3I1-01A-11R;TCGA-FV-A495-01A-11R;TCGA-FV-A496-01A-11R;TCGA-FV-A4ZP-01A-12R;TCGA-FV-A4ZQ-01A-11R;TCGA-G3-A25S-01A-11R;TCGA-G3-A25T-01A-11R;TCGA-G3-A25U-01A-11R;TCGA-G3-A25V-01A-11R;TCGA-G3-A25X-01A-11R;TCGA-G3-A25Y-01A-11R;TCGA-G3-A25Z-01A-11R;TCGA-G3-A3CG-01A-11R;TCGA-G3-A3CH-01A-11R;TCGA-G3-A3CI-01A-11R;TCGA-G3-A3CJ-01A-11R;TCGA-G3-A3CK-01A-11R;TCGA-G3-A5SI-01A-31R;TCGA-G3-A5SJ-01A-11R;TCGA-G3-A5SK-01A-11R;TCGA-G3-A5SL-01A-11R;TCGA-G3-A5SM-01A-12R;TCGA-G3-A6UC-01A-21R;TCGA-G3-A7M5-01A-11R;TCGA-G3-A7M6-01A-11R;TCGA-G3-A7M7-01A-12R;TCGA-G3-A7M8-01A-11R;TCGA-G3-A7M9-01A-23R;TCGA-G3-AAUZ-01A-11R;TCGA-G3-AAV0-01A-11R;TCGA-G3-AAV1-01A-11R;TCGA-G3-AAV2-01A-11R;TCGA-G3-AAV3-01A-11R;TCGA-G3-AAV4-01A-11R;TCGA-G3-AAV5-01A-11R;TCGA-G3-AAV6-01A-21R;TCGA-G3-AAV7-01A-11R;TCGA-GJ-A3OU-01A-31R;TCGA-GJ-A6C0-01A-12R;TCGA-GJ-A9DB-01A-11R;TCGA-HP-A5MZ-01A-21R;TCGA-HP-A5N0-01A-11R;TCGA-K7-A5RF-01A-11R;TCGA-K7-A5RG-01A-11R;TCGA-K7-A6G5-01A-11R;TCGA-K7-AAU7-01A-11R;TCGA-KR-A7K0-01A-12R;TCGA-KR-A7K2-01A-12R;TCGA-KR-A7K7-01A-11R;TCGA-KR-A7K8-01A-11R;TCGA-LG-A6GG-01A-11R;TCGA-LG-A9QC-01A-11R;TCGA-LG-A9QD-01A-11R;TCGA-MI-A75C-01A-11R;TCGA-MI-A75E-01A-11R;TCGA-MI-A75G-01A-11R;TCGA-MI-A75H-01A-11R;TCGA-MI-A75I-01A-11R;TCGA-MR-A520-01A-11R;TCGA-MR-A8JO-01A-12R;TCGA-NI-A4U2-01A-11R;TCGA-NI-A8LF-01A-11R;TCGA-O8-A75V-01A-11R;TCGA-PD-A5DF-01A-11R;TCGA-QA-A7B7-01A-11R;TCGA-RC-A6M3-01A-11R;TCGA-RC-A6M4-01A-11R;TCGA-RC-A6M5-01A-11R;TCGA-RC-A6M6-01A-11R;TCGA-RC-A7S9-01A-11R;TCGA-RC-A7SB-01A-21R;TCGA-RC-A7SF-01A-11R;TCGA-RC-A7SH-01A-11R;TCGA-RC-A7SK-01A-11R;TCGA-RG-A7D4-01A-12R;TCGA-T1-A6J8-01A-11R;TCGA-UB-A7MA-01A-11R;TCGA-UB-A7MB-01A-11R;TCGA-UB-A7MC-01A-11R;TCGA-UB-A7MD-01A-12R;TCGA-UB-A7ME-01A-11R;TCGA-UB-A7MF-01A-11R;TCGA-UB-AA0U-01A-11R;TCGA-UB-AA0V-01A-11R;TCGA-WJ-A86L-01A-12R;TCGA-WQ-A9G7-01A-11R;TCGA-WQ-AB4B-01A-11R;TCGA-WX-AA44-01A-11R;TCGA-WX-AA46-01A-11R;TCGA-WX-AA47-01A-11R;TCGA-XR-A8TC-01A-11R;TCGA-XR-A8TD-01A-12R;TCGA-XR-A8TE-01A-11R;TCGA-XR-A8TF-01A-11R;TCGA-XR-A8TG-01A-11R;TCGA-YA-A8S7-01A-11R;TCGA-ZP-A9CV-01A-11R;TCGA-ZP-A9CY-01A-11R;TCGA-ZP-A9CZ-01A-11R;TCGA-ZP-A9D0-01A-11R;TCGA-ZP-A9D1-01A-11R;TCGA-ZP-A9D2-01A-11R;TCGA-ZP-A9D4-01A-11R;TCGA-ZS-A9CD-01A-11R;TCGA-ZS-A9CE-01A-11R;TCGA-ZS-A9CF-01A-11R;TCGA-ZS-A9CF-02A-11R;TCGA-ZS-A9CG-01A-11R
10;369.12006517;131.7814544;267.44372946;21.71357432;277.12492106;231.54935788;182.74607951;47.67149514;14.50082678;26.83120467;293.6916845;87.73947365;73.18785669;226.62785198;192.22530147;171.9941354;8.81637121;87.64114444;156.76259579;38.23604244;98.50748418;335.50227667;115.86562726;6.38717473;243.70981039;78.90925053;64.54045677;62.16604535;128.92537151;190.12864097;101.78166421;98.18380278;29.08106579;265.54059132;92.06376065;71.38367825;205.51083625;68.74892701;104.96463401;23.68571026;150.25518958;24.72645782;42.58185977;93.76041568;58.74612682;16.473571300000003;106.90887642;28.08826181;104.30526038;88.67227663;127.76771306;79.51885793;201.32503799999998;50.25549244;8.69597217;67.93491502;25.21059439;212.46887504;82.38450636;32.73695214;111.56554515;41.88783796;134.55834922;40.35541173;186.97135713;64.98055937;48.42024453;125.38204794;204.37914098;36.91369188;92.00184472;71.1456838;39.18805689;183.78190453;165.52171769999995;9.88284082;70.65085408;37.29568482;16.27792723;121.64726526;23.80097962;72.8143966;111.70273907;14.84720188;29.80260266;7.75218525;18.40404289;64.52654021;86.37232726;66.64614005;74.49617126;72.31869676;35.52844387;407.06889701;138.40422818;26.44651938;94.99726114;34.72927341;97.91386243;49.41641161;161.55438787;66.01818805;108.3221996;25.42768864;212.15439543;32.10947511;95.93840316;29.87217881;55.643593700000004;72.51670152;172.98851823;4.12731466;305.63647464;145.5951369;52.29564229;359.87027161;12.828185099999999;256.98328435;30.05455432;479.35768110000015;63.0749282;518.53987485;55.26072243;36.36235787;60.11704489;62.45698253;36.26031914;63.83849383;22.73440425;125.07615155;43.25168948;74.97330667;103.74105637;24.7309294;173.59157284;61.21260385;59.21897729;177.94062652;63.86883756;71.71644774;155.52140052;49.02140811;5.01362952;35.25351084;2.36352627;210.38628988;139.39020317;74.73971740000002;62.15590843;416.02506532;41.29446043;36.66171397;14.10550144;55.55345975;123.10541297;437.47548981;31.92725342;309.20387905;174.11568194;64.05243412;1285.91314101;156.51080084;137.56555097;34.78587127;63.58904179;352.9112983;57.79943442;87.95478527;94.94750725;295.28422589999997;266.23415805;102.21855215;19.75983156;108.44545659;111.28144264;98.75179263;203.23387841;114.26027196;169.93242571;127.61810376;61.03855445;104.66563821;137.97340002;31.03797431;46.65649737;41.065107;21.80162182;34.34161844;20.87202424;190.97162725;50.07223341;223.32216346;43.21115363;263.06898399;217.61809240000002;174.52014777;46.65415726;494.59900606;452.27236259;301.32538877;179.10000935;110.02729023;24.349645199999998;11.50407546;51.55927122;26.12123473;76.98860927;334.35984243;270.57020762;9.14404353;66.47994279999999;135.82079459;84.56080756;34.88445244;100.7484473;139.56029118;143.71327648;148.73155622;341.65131798;83.37349057;16.04614739;79.30472525;171.13188223;74.7983748;130.42276994;262.37734594;130.21635935;249.59945687;62.86425432;40.91004653;345.60736452;59.24777212;73.34917664;51.65833576;777.33900289;51.03893321;47.85526232;103.37092336;54.14950025;18.24924694;46.97504121;181.1701353;28.75058279;269.51710364;226.30943863;92.02262962;5.61163052;51.63508644;83.07644582;19.56237072;10.5894392;92.98576965;10.45476336;72.98368616;319.51617806;212.48403962;54.68319295;259.47555566;97.39175691;346.10187183;84.87551306;73.16898378;139.47470661;250.78365727;27.92153077;276.12477905;46.48592514;65.06689138;92.39723146;66.76337972;152.40912232;101.07580259;36.54357498;319.25754138;89.71971689;210.10818978;18.91043962;124.31013584;47.28335648;72.94716993;57.60913462;65.07592;49.40740862;592.66080036;51.7536174;172.31165149999995;42.41836142;515.85646378;9.50038463;21.9354753;286.62085822;59.65986215;82.51762168;44.90620713;70.41489674;72.05130319;155.48531530000002;7.55624916;67.13115091;262.44645456;34.94437995;120.42090224;293.85289152;34.41888478;88.30417842;383.16722106;156.71103207;69.9037541;150.64076092;1243.51396364;183.17369214;98.88714021;83.21904374;20.96536239;440.00741226;236.49033135;173.83974012;66.31690379999999;126.64594158;20.29670487;22.11016125;64.20719244;37.23960504;54.05100125;466.00083514;340.64868958;55.17730753;88.1368978;136.6220121;67.99843587;13.77562552;59.08575609;50.79961553;263.39670118;126.36508558;286.54289339999997;62.35977193;193.49591256;108.75874118;50.04194519;75.48923013;105.86323183;67.9805937;480.70638002;109.51413582;49.10202108;133.47782323;74.7829677;679.6523136;158.51131675;53.62404065;59.73786131;27.45585528;137.78190618;6.53305018;34.7799748;112.15898705;83.64823374;157.74555215;153.91702094;106.46876746;127.82427553;221.73261301;59.24920889;79.57656002;395.62893681;64.61044543;237.53937768;56.43066545;52.19902036
60;9760.75825269;17977.367552900007;3156.32926544;6465.54303376;6445.872145;26452.3138605;12298.751261200001;22594.5688143;3716.83055483;10835.4157829;18986.868157099998;1798.83089808;13719.2113867;5513.6359347;3058.93779811;6288.70367286;14513.0712947;11268.7844795;4987.66849537;11986.0877064;6972.93607864;8841.10709771;9408.54699666;9601.31388351;11281.1921206;8083.56524889;14020.676496899998;6562.140001100001;8285.23850907;2298.87083495;6222.39465803;1684.24048674;4886.29996691;10227.7630714;2146.37980935;9511.26954491;12454.4290734;4008.69920668;2935.42054489;3294.62941767;4654.9664116;18157.4622872;3316.3215728;3387.126249800001;11149.315744299998;3966.70260313;6355.21017028;28862.9403864;10305.2552829;11159.9412715;5427.14659866;21960.888995700006;15150.832133000002;6399.67998082;18383.6734977;20506.9353497;12061.8836764;29740.706041600002;2678.06642141;3241.89346767;22441.2425461;4021.53701663;3762.56745828;41113.0441906;7800.53184834;8521.52003918;1709.24179396;5985.72554707;24520.0401602;12148.1753598;6404.02076048;24073.477632;10366.0842894;6301.06405351;19847.1849037;5913.81587744;4477.53511343;7589.66312666;33097.14679190001;5760.87935505;8321.7074455;15552.0640865;8320.05783482;15415.4210069;7482.87997517;15789.811227799999;8465.78735039;12560.2142565;11111.6996043;11630.730474799999;4378.80502264;7901.05125268;3345.00107652;26932.7490754;7448.18767119;2808.56817442;2044.74333172;4449.07687417;6553.00722;556.56412876;3714.03364871;4414.74399171;11283.127626700001;14246.9056333;36454.9268404;4598.88095334;9686.37316335;8268.43984579;8111.04525109;28859.698736500002;50072.6138244;19242.3012992;46890.2139022;54231.3542787;7473.00937064;15721.4595799;1588.5860222000001;26814.5773886;16083.8203787;4343.37759215;12358.492241700002;33865.706854799995;4322.25547011;18892.3862118;1111.40830929;6630.17711334;6941.39371529;4125.40459717;5895.07514611;3150.26967332;8546.38530074;6589.97658595;7140.6696015;5566.90326297;18716.6370086;5728.95311023;57882.7498389;21909.557004799997;6057.30925195;4628.05950688;15959.629507299998;2843.06794228;1124.9254486;11387.2297688;8471.54837741;4595.27711404;13938.637138799999;4339.53550496;30754.8480321;18669.311670099996;10567.7147971;10036.980427200002;23382.1876467;22414.654486099997;16988.3696413;6276.39465362;6829.67068436;5310.56779493;62692.11598049999;11906.2212884;9801.35709199;24023.4864683;14022.808224;33958.3207686;4879.94736752;14113.584128;27207.356551599998;46627.92833;4251.53033603;17921.241329499993;14042.5434371;2732.57268064;16620.838160299998;19744.1067247;6163.37698755;27566.260886400003;8869.45571793;4066.99668278;9020.47063535;8223.47499303;14818.1398003;12279.475823100001;14452.9697435;10867.660382600001;21248.913746000002;27921.5775472;6904.68097367;8399.68139391;5155.98395267;5128.51528924;23953.667399;5183.40237608;8456.62677201;39472.7295313;48987.6310661;21324.2988153;3873.21369015;9338.89146495;23343.264245;10190.3993596;18155.123266900002;8179.898207800001;4802.33316642;1443.02024185;10644.5186214;36439.9023416;3606.51604061;12173.123656200001;4480.61652711;24923.822989900003;9920.35196825;12936.6312125;22763.6553116;8413.14809373;5878.93068366;20864.177548599997;15641.651285299999;7517.53315091;35746.353756;10157.4527501;6380.87085981;7095.88670619;18246.4391941;10153.842064499999;27954.6643908;16824.6084066;7363.89123472;12351.2564333;12854.709652;11292.7622145;9437.61398667;6975.374683600001;8501.77699666;6728.14058932;11100.9231839;8817.31319025;4021.57040954;4509.77168823;12936.719196;2983.08280526;7636.0072981;7131.66466983;16046.9097645;6598.59838167;18673.054449799998;934.42399545;3502.25225786;8890.99854484;3921.46704708;4064.4460437;5664.24437098;7036.45425411;29920.5387328;23395.250232299997;22234.668911400004;16608.856404700004;24549.6573808;13647.144003600002;11250.2126007;29383.6512732;8583.47518;2456.88816753;17813.5767432;9411.83448625;14698.0534378;40899.5942258;14464.2663199;16518.7108273;2601.70385839;4120.93989858;16467.4815064;5844.33545549;5665.21036077;5871.15366302;4607.94642595;4883.28732045;9582.67719045;19832.511326800002;12768.522232;4818.19768007;5971.62053305;5758.86403753;7473.8583163;22151.929355700002;3621.58850093;7637.35361765;5248.77734612;18365.8575539;5553.99178825;5438.05642528;11106.1521873;7570.64005147;9504.7813526;7311.87057757;23623.138296;8392.97525136;20537.6332373;13057.7344067;18075.0703936;24339.4469935;18726.6329811;7337.60642777;18592.497845500002;4355.10883457;6649.55136463;20581.5225254;10209.5131553;7868.96233638;14728.296420100001;9331.58804431;35625.383952599994;11866.0013596;6380.88729254;3607.42349664;4724.17572484;18468.7706118;18754.881404400006;11868.0942927;18309.909712200002;17142.6383738;11291.2839642;4464.1664912;1844.12841713;5950.85413135;24839.9476609;7176.18211133;3428.39719713;11988.814585799999;11565.6577682;6791.47060053;17418.5323816;1930.41195773;15330.957462999999;9907.63502401;6618.96637219;11495.765765;19155.4072524;25991.3156687;1557.43931897;4040.39882573;13849.3586165;23603.675069999998;7214.77067101;5472.76035113;3631.84524348;3963.84568345;8269.21400803;17515.159271700002;19754.2435145;20141.9251439;5311.52250178;14338.035858399999;6265.43897824;15695.8875753;11938.4957294;7472.73328903;3418.51552515;22243.5459037;6900.427206899999;6447.85820518;7837.71084296;4639.64680193;9023.99540954;5704.36214927;9860.85611821;17002.4251261;6017.47551728;1836.9392791999999;1375.44362314;3668.85365587
