,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
55,4.69197544,10.85272702,30.72483518,43.24071363,99.32129841,11.9395819,16.00985748,67.66709486,6.55788841,20.45955708,13.672678,43.66399465,15.04152561,24.46295522,10.27874505,4.829693499999999,14.98896341,91.98584601,14.16619154,5.68857764,32.66592517,17.19489387,8.84315551,10.34162281,21.57856949,21.28331105,19.14440914,52.04009929,22.68803937,10.21805011,4.25893385,4.4033027,5.8136648,22.73325771,15.41947637,45.04249939,46.92838935,13.82287679,54.86737468,23.26058993,5.74671937,7.74384582,7.73817533,63.11231157,54.02989893,99.68017765,34.25999986,9.72058834,19.20925429,2.30869643
58,3.01485553,4.71186341,5.51375378,7.71069512,4.22367849,3.32274841,11.96955951,18.82230249,2.87809427,6.0557769,30.67072975,6.02870054,3.80694168,35.99558566,4.10552691,3.6624866999999997,2.98568836,6.17201105,10.741093300000001,2.07179436,5.42316266,4.93492046,3.66383944,9.55055448,24.41640817,3.40234945,2.9845217,7.34611739,5.18450727,3.20244459,1.98649985,2.38642518,3.52124748,10.163030099999999,3.52381948,15.6729421,6.95395398,1.06338298,1.1191954,8.89189479,48.20479673,7.07022438,2.51212439,123.78254751,10.29112212,29.81394856,3.13031968,3.3596565000000003,12.69872498,5.7375375
59,31.43963466,15.09379911,8.55762577,14.30269084,27.2308089,13.91264021,32.17824725,22.11681682,11.45169892,6.79108293,16.50571812,16.66564581,30.24389534,6.56021579,17.80428571,37.43762623,12.25466354,9.9375726,12.49120604,12.7648462,9.87492102,14.61221923,27.54967701,6.43446568,12.64443339,41.62964473,15.0317981,15.36486176,46.81211596,6.20511905,31.18812439,54.67385855,21.53141895,73.01840189,18.80780793,37.19872583,55.88724196,28.64594880000001,78.63548881,28.42194688,9.55752681,26.33248482,12.05750977,33.06305026,27.26858683,37.06586219,36.29132960000001,19.96834236,45.97067543,17.06331406
61,102.70267245,20.859383800000003,30.24512469,31.607789,65.41902037,28.20397677,2.36212809,62.46968362,168.03812049,25.61923099,50.85572603,55.66966734,44.71704816,154.06123694,39.63401785,7.40200161,48.6604655,44.37613105,161.85336802,10.79228645,10.44826228,22.49402212,11.08140147,168.59791318,70.11825488,21.67742894,2.62186152,42.13544681,88.69613740000001,76.73406256,2.62583926,50.26607059,47.37113039,54.53420526,4.11415474,2.50884182,7.78191023,34.72923898,5.20750224,59.98740888,255.53005559,9.04832926,0.83751681,61.99076218,21.9373442,45.08833424,34.94389099,13.47700205,18.01608994,18.07333371
65,74.78984333,78.79881189,30.70988008,39.66247424,59.26494497,51.51107757,55.85685257,34.71705662,34.75776408,23.26948665,57.38477023,51.54526181,69.56796949999999,46.0784944,36.66342848,54.8842287,104.11404707,55.07657871,35.32911013,88.68203922,58.5481566,81.26375258,117.39065722,40.9436135,44.26458727,67.52778546,44.20360029,69.48435136,69.30243872,32.10529421,84.38828428,105.99989805,32.41946325,42.44240449,30.58928465,43.48767582,66.41413518,61.5679215,39.84169539,52.09280169,52.0490728,38.54774956,55.66776278,78.26980652,127.45754501,56.70774791,63.14945423,60.61084809,33.27584051,76.31899748
66,4.18665203,4.77242397,3.62113317,5.22947104,4.2873082,3.71327102,4.9174487000000004,4.59228355,2.87023873,3.01848349,4.86744973,5.51724419,4.96757448,6.06225561,3.60649806,2.25635658,6.29644204,5.35519485,5.68816845,4.99854704,4.24750691,4.88219179,5.02278283,5.36884392,3.29447999,3.07717375,5.21055862,3.67411378,5.3736973,3.32027017,3.04987809,2.73051714,2.65248669,2.56097952,2.7517994999999997,2.64514897,5.96829398,2.53159569,1.80301842,4.28925227,6.3238651,4.14779212,3.35606838,6.32876352,6.59897323,9.7715578,3.32133192,3.57308509,3.23762231,3.84309241
74,26.82306144,13.52873953,16.65804673,10.17544515,9.25632022,17.73117895,24.83164193,8.97090033,8.13169164,15.09512963,10.11445502,9.28801782,20.41907346,16.91592385,18.03063302,14.66593263,9.60666055,15.02430338,11.3586539,24.14290334,23.71850665,21.83390551,11.69490255,7.00447386,15.65881724,10.45263353,16.31433905,11.22465872,15.61975028,9.65378283,9.55198217,18.56848204,2.44843703,15.47406963,22.55657089,11.87501668,40.28468364,19.33894528,14.187053200000001,14.78304999,10.12582356,7.09771324,11.34710045,15.43432799,20.4484296,20.72234118,6.08606163,22.82629296,12.38243261,16.41460846
76,1.2280826,2.49629537,0.77102494,1.03064313,1.36464713,2.33166111,0.98091378,1.68336618,0.52673395,0.93226145,1.91593483,1.81843359,0.52739246,31.77392789,1.27753722,0.53971355,1.34263798,0.62767501,6.11040057,0.48657984,5.03799514,1.09491956,0.50681041,4.79084471,1.28206924,0.4740311,10.8056897,0.60572703,5.9630233,3.43878267,0.92002672,0.71391616,1.44643423,1.6532691000000002,0.49554613,1.3038332000000001,2.52109283,0.34984828,0.49901153,12.04599809,5.43277062,1.28610625,1.37888466,7.76606299,6.22359136,4.44512103,0.84644849,0.95938048,1.48803527,0.888648
77,1.33585062,1.06827672,1.90755897,6.21199663,3.48961672,1.12340541,1.35846198,5.6780488,2.17017592,4.63027615,2.1771380000000002,8.48696276,2.7894181000000002,3.96762777,0.88793954,0.5086787,5.77697687,27.31642915,2.2840929,0.46129796,1.15171487,0.89641813,2.98606787,4.64436975,5.2153822,0.49488719,0.89358703,4.26064269,0.87932255,1.36563098,0.76622137,1.41750067,2.29981476,20.83954027,0.52180873,1.6440148999999995,2.70726452,1.64453415,1.14789272,1.70406629,2.13926612,0.84055787,1.11778011,23.54138344,2.83995389,7.91161168,2.65545323,1.26589928,4.61405796,1.28204286
78,1.35921789,0.69772978,0.18648235,0.66117239,0.37841419,2.04606086,0.29918794,0.39640785,3.43955928,0.16205060000000002,0.28943258,0.48739233,0.39120835,0.21013039,0.68941654,0.64018001,0.25446451,0.274117,0.62190134,0.69895238,0.1373164,1.0859956,0.47706288,0.17728434,0.53531922,1.14833024,0.47182804,0.34321321,0.68911247,0.70103551,1.39734421,3.4041763999999994,1.12692788,0.6309815,1.030661,0.71945404,0.53683837,1.36551644,0.94127372,1.0642345,0.47956584,0.33761332,0.66892831,0.20503799,0.81258436,0.28765171,1.1295146,0.80226674,0.7182573,0.59384687
84,13.56976083,20.90301192,11.216112800000001,18.77225913,33.103682899999995,34.3789322,15.64075793,17.57159457,13.49502603,40.58739401,14.70275216,24.10263695,46.74365412,15.90682525,42.24028626,36.40077135,27.83914376,9.70157784,32.02706003,41.76169889,29.83626554,33.84751961,28.79159555,19.64898643,26.37595793,27.72938985,26.75765863,32.30552776,29.11768451,20.95281423,32.49665326,21.51558577,28.70406019,13.5261758,26.12936702,6.81082522,24.02104853,41.52109677,32.97150363,15.03832252,24.1565273,27.40078786,26.22891262,18.23396797,26.98446474,21.49587979,18.92843849,34.61136985,16.23565411,33.0315862
90,44.89382422,40.75113315,44.28841974,24.97273939,36.41764798,39.80460094,65.65179893,37.92634297,73.23312507,47.01912956,35.88148086,40.63423548,20.11086252,47.85227359,24.798499,53.83235606,67.50798666,53.16544847,17.92982179,37.03572849,75.95264537,46.83221488,39.29473134,45.97519625,51.55141489,44.40779561,24.55782771,66.22998534,53.71193655,41.50925249,46.63605755,35.23766489,6.02222434,77.64389535,36.82919435,90.06419004,110.76659937,15.53438509,1.17140443,25.33636908,20.64496381,42.80085702,29.18107223,38.47742633,29.33653209,21.53699051,18.24653831,57.25053883,57.37565437,32.05250912
91,0.6945755,0.65716635,0.75707312,3.45158923,1.53107678,0.49232748,1.43413153,8.08951356,0.58034164,2.06974957,3.81648466,1.6184707,1.2282165,1.22047086,1.60212089,0.6783326,0.85596745,0.57699508,6.59940834,0.18886168,0.40416668,1.23236125,0.60685131,5.12317909,3.06676977,0.56140845,0.76688099,1.14195132,20.46659112,0.81203778,0.52560215,0.7876099,0.8804343000000001,6.29827296,1.20268943,2.98953374,1.76970003,0.81070183,1.59451718,2.97576766,1.72353739,0.79496433,1.02445414,34.42437782,14.24023151,55.1419611,0.70923253,0.69667638,5.44958719,1.55660595
94,27.50442903,34.94457169,32.94831231,43.94770419,33.41279783,19.539738500000002,41.95326836,60.90071325,21.463272,41.03048977,106.553018,42.75125442,24.33438352,48.57276783,30.29019563,29.80518114,25.16065994,39.08695878,26.5903554,17.23069293,33.41852247,24.47544961,27.08607561,34.66885426,66.66685089,20.47338011,24.80411805,40.14292176,33.63126404,21.05707149,14.96070879,19.01693782,15.20518681,48.05083538,22.34500962,49.90855614,46.77993853,10.1701454,10.31812073,25.80379181,26.68645357,19.69006818,15.24617511,79.18442377,47.32184499,128.43282561,20.83676026,18.18916425,46.80671919,35.37251228
97,50.07230538,5.13903232,0.92684165,4.23308944,64.0289424,14.89737359,0.39113914,4.35320102,0.26314049,13.14461298,1.25813216,1.32951204,56.89778159,0.21366412,0.041235900000000006,0.12815495,1.28315801,92.18888117,1.08133516,6.94686519,0.06544951,3.2429281000000003,84.59306707,3.28165518,2.39894307,0.10018957,0.07642237,4.28454912,16.04450778,5.88511519,5.17836027,0.72651152,40.56254055,255.09059574,39.19889638,0.66162511,278.13798143,5.55392033,17.537706699999998,0.24901322,0.0769943,1.45791355,0.60967134,6.89458607,3.71812251,0.14194324,0.92290937,2.30408332,8.77707495,0.46141993
101,5.32228413,10.765342599999999,4.63085584,3.27672266,9.37797918,7.11832468,6.74837639,1.75210421,7.09697051,4.34629203,12.84398808,5.85704951,2.45902096,345.53090124,24.09451438,8.45472179,9.12486256,6.52115072,3.4325835,4.40647778,146.92129904,8.81367116,3.83250787,136.73760369999997,37.75602042,3.21010382,18.62470591,4.12427631,30.79998113,5.7285279000000005,4.70949669,4.49765586,2.62470174,12.67261603,6.83648715,37.64158036,13.47411776,2.22987155,1.60343756,4.72486628,373.53694723,2.99779381,2.07813252,464.05899399,8.70899882,2.81378508,3.88659015,5.27288689,48.36838214,89.37660684
102,1.46753881,1.71322814,2.96131606,3.88184075,2.64377328,2.08415035,2.928048,6.5712114,1.73013855,3.95593191,4.37563007,2.20377506,1.50466327,1.36844305,2.54954984,2.27404222,2.01600197,1.60178417,3.66081563,1.35188294,2.56226637,1.82038395,1.64174898,1.43124545,2.90554482,2.7469653999999997,2.22481024,2.52256148,2.93182879,1.85044601,1.82369965,2.18082301,1.93696647,5.19447326,2.38943839,6.87230596,11.68689711,2.57631344,2.62022965,16.27060548,8.40013957,4.85596172,2.30440768,4.76683894,3.15187674,7.84949654,2.9614244999999997,2.15106889,12.69185218,1.97584006
104,2.44146097,1.59709502,1.21678452,1.24959817,1.44489377,1.75945569,1.11787819,1.36555723,1.54459788,2.19792258,1.51838834,0.90952503,1.97717998,8.12222177,5.07482999,2.4751506,2.06926371,1.11083601,3.09282021,2.85613615,2.48799597,2.30920394,1.22716247,1.68611086,2.40986617,2.18671575,6.50308828,1.31000834,3.97616142,1.68695213,1.9738126,1.89509809,2.58897309,2.57061244,0.92932155,1.12934371,2.19769113,2.32522922,2.50113858,3.89465066,5.54143879,1.12104494,3.25544937,6.99264537,3.24581047,1.9190177,1.48749914,1.39757146,1.23423269,4.30151699
105,2.7882740000000004,0.45984398,7.37344056,0.2823782,8.07510058,4.94976878,11.83527388,3.0272373,0.33947035,4.14838882,2.19812113,8.92931981,3.16457565,4.21273222,7.16316541,2.14927962,2.87901027,0.00953425,13.13421913,0.77595173,8.30742931,0.93112203,3.31060262,0.60120972,0.19636665,2.77013805,16.35231578,6.020415,5.24830999,3.17965024,5.51361292,0.47626319,0.28015552,3.16460707,20.23120927,0.34812585,6.80880306,1.36639474,5.14545832,19.81507483,4.38423859,5.52203782,19.28223244,0.96325991,6.01418812,0.07121219999999999,2.623774,9.43043675,3.5397428,1.1638905000000002
106,44.28552607,20.38210611,7.49545058,5.81189038,22.58893341,46.72527663,13.40797241,7.60984637,11.65086682,4.98691584,6.82887915,85.85897185,26.00663883,52.52244404,19.57159973,13.67907806,10.8727546,4.516960299999999,43.51133682,49.53940661,25.45532026,121.86926435,13.64355879,10.00079604,6.57846519,37.8889706,45.73677853,20.35934056,52.0636062,10.90279982,53.97530569,25.48443959,13.39722853,6.00033877,5.60639882,11.37098242,28.98779814,18.51580364,7.14509208,86.19824554,33.12958997,17.10632163,54.08906222,21.85466207,29.46456918,16.96024058,18.34594597,16.72104186,11.00837619,20.51594602
107,774.08270587,708.33374743,402.6013557,661.07095282,906.44841658,477.73827555,200.26454373,426.62381533,1336.51930917,607.65780307,338.86104277,481.32043093,607.67240198,186.47231684,338.09676641,649.88276063,441.82350506,644.56012556,282.60926528,147.11366304,307.51964887,209.57074313,281.20636297,412.91625822,987.56041889,400.31683468,232.82236365,274.98045847,221.70185515,547.33464706,250.03711849,898.74282563,414.51645533,1106.11025655,189.42470928,813.56757027,413.22363741,691.41962793,804.85264947,216.22700821,97.81204644,205.67620197,311.50719258,87.11230034,145.59112191,353.94501547,657.76418057,119.11087697,632.71910598,498.18342348
109,17.00021376,11.44448059,33.14170185,40.33853677,37.04163865,27.90858018,33.10948501,85.89640067,12.8448756,21.21011675,54.75013331,76.44814506,45.15996968,75.00281196,29.84543894,4.53813206,3.8425565,24.3511116,70.87660186,25.52279808,49.417774,68.51252205,3.02548442,51.68288031,72.85970334,10.42106292,13.90829438,69.7539402,26.689242699999998,73.96572287,12.94459741,19.61037271,8.47632998,36.30492929,7.50190934,22.88077733,15.86136791,14.567229600000001,16.2627973,106.63728465,71.65593886,94.30519096,109.97218911,159.90503565,65.18780147,133.25872506,38.82718713,27.19789336,41.49326764,32.20868128
111,0.08955384,0.11325879,0.0560048,1.30443896,1.55245342,0.19149474,0.06721132,0.89508039,0.06890163,5.05616622,0.21940021,0.38094971,1.34003286,5.83372058,0.47965167,0.15487636,0.96991006,0.21301535,0.82649545,0.03326457,0.14395526,0.04220576,0.05306392,0.70963023,1.25502384,0.04237798,0.27880297,0.29241806,0.91002117,0.07112212,0.03456145,0.03277849,0.030152999999999996,0.21902099,0.05737117,0.30032990000000004,0.11429026,0.06776498,0.01965918,0.05266355,1.7993211,0.02450325,0.10525614,10.32226196,0.5287472,1.48459745,0.08848394,0.25327977,0.58473404,0.29817711
