,ensembl
2069,ENSG00000163686.12
2070,ENSG00000163694.13
2071,ENSG00000163701.17
2072,ENSG00000163754.16
2073,ENSG00000163811.10
2074,ENSG00000163814.6
2075,ENSG00000163832.14
2076,ENSG00000163848.17
2077,ENSG00000163864.13
2078,ENSG00000163870.13
2079,ENSG00000163882.8
2080,ENSG00000163932.12
2081,ENSG00000163938.15
2082,ENSG00000163939.17
2083,ENSG00000163946.12
2084,ENSG00000163960.10
2085,ENSG00000164008.12
2086,ENSG00000164010.12
2087,ENSG00000164023.13
2088,ENSG00000164031.15
2089,ENSG00000164032.10
2090,ENSG00000164040.15
2091,ENSG00000164068.14
2092,ENSG00000164077.12
2093,ENSG00000164081.11
2094,ENSG00000164088.16
2095,ENSG00000164114.17
2096,ENSG00000164124.9
2097,ENSG00000164151.10
2098,ENSG00000164164.14
2099,ENSG00000164168.6
2100,ENSG00000164169.11
2101,ENSG00000164172.17
2102,ENSG00000164182.9
2103,ENSG00000164187.6
2104,ENSG00000164190.15
2105,ENSG00000164197.10
2106,ENSG00000164209.15
2107,ENSG00000164252.11
2108,ENSG00000164296.6
2109,ENSG00000164307.11
2110,ENSG00000164323.11
2111,ENSG00000164327.11
2112,ENSG00000164366.3
2113,ENSG00000164398.11
2114,ENSG00000164405.9
2115,ENSG00000164463.11
2116,ENSG00000164465.17
2117,ENSG00000164535.13
2118,ENSG00000164587.10
2119,ENSG00000164631.17
2120,ENSG00000164674.14
2121,ENSG00000164713.8
2122,ENSG00000164808.15
2123,ENSG00000164815.9
2124,ENSG00000164855.14
2125,ENSG00000164877.17
2126,ENSG00000164880.14
2127,ENSG00000164885.11
2128,ENSG00000164897.11
2129,ENSG00000164919.9
2130,ENSG00000164924.16
2131,ENSG00000164967.8
2132,ENSG00000165092.11
2133,ENSG00000165097.12
2134,ENSG00000165125.16
2135,ENSG00000165140.8
2136,ENSG00000165209.17
2137,ENSG00000165215.6
2138,ENSG00000165219.20
2139,ENSG00000165238.15
2140,ENSG00000165240.16
2141,ENSG00000165264.9
2142,ENSG00000165392.8
2143,ENSG00000165406.14
2144,ENSG00000165410.13
2145,ENSG00000165417.10
2146,ENSG00000165495.14
2147,ENSG00000165502.6
2148,ENSG00000165572.7
2149,ENSG00000165591.6
2150,ENSG00000165609.11
2151,ENSG00000165626.15
2152,ENSG00000165632.7
2153,ENSG00000165650.10
2154,ENSG00000165671.17
2155,ENSG00000165675.15
2156,ENSG00000165688.10
2157,ENSG00000165704.13
2158,ENSG00000165724.5
2159,ENSG00000165732.11
2160,ENSG00000165775.16
2161,ENSG00000165794.8
2162,ENSG00000165795.19
2163,ENSG00000165802.18
2164,ENSG00000165804.14
2165,ENSG00000165813.15
2166,ENSG00000165832.5
2167,ENSG00000165861.12
2168,ENSG00000165886.4
2169,ENSG00000165895.16
2170,ENSG00000165898.12
2171,ENSG00000165912.14
2172,ENSG00000165914.13
2173,ENSG00000165934.11
2174,ENSG00000165948.9
2175,ENSG00000166002.5
2176,ENSG00000166004.13
2177,ENSG00000166033.10
2178,ENSG00000166037.9
2179,ENSG00000166068.11
2180,ENSG00000166086.11
2181,ENSG00000166123.12
2182,ENSG00000166128.11
2183,ENSG00000166136.14
2184,ENSG00000166145.13
2185,ENSG00000166166.11
2186,ENSG00000166167.16
2187,ENSG00000166173.10
2188,ENSG00000166200.13
2189,ENSG00000166225.7
2190,ENSG00000166260.9
2191,ENSG00000166272.15
2192,ENSG00000166311.8
2193,ENSG00000166326.6
2194,ENSG00000166337.8
2195,ENSG00000166347.17
2196,ENSG00000166387.10
2197,ENSG00000166394.13
2198,ENSG00000166398.11
2199,ENSG00000166411.12
2200,ENSG00000166439.5
2201,ENSG00000166441.11
2202,ENSG00000166444.16
2203,ENSG00000166446.13
2204,ENSG00000166471.9
2205,ENSG00000166478.8
2206,ENSG00000166548.14
2207,ENSG00000166557.11
2208,ENSG00000166562.7
2209,ENSG00000166734.17
2210,ENSG00000166747.11
2211,ENSG00000166770.9
2212,ENSG00000166794.4
2213,ENSG00000166801.14
2214,ENSG00000166823.5
2215,ENSG00000166833.18
2216,ENSG00000166847.8
2217,ENSG00000166855.8
2218,ENSG00000166860.2
2219,ENSG00000166889.13
2220,ENSG00000166900.13
2221,ENSG00000166959.6
2222,ENSG00000166963.11
2223,ENSG00000166974.11
2224,ENSG00000166979.11
2225,ENSG00000167004.11
2226,ENSG00000167005.12
2227,ENSG00000167034.9
2228,ENSG00000167081.15
2229,ENSG00000167106.10
2230,ENSG00000167112.9
2231,ENSG00000167113.9
2232,ENSG00000167114.11
2233,ENSG00000167118.9
2234,ENSG00000167130.16
2235,ENSG00000167136.6
2236,ENSG00000167182.12
2237,ENSG00000167186.9
2238,ENSG00000167191.10
2239,ENSG00000167220.10
2240,ENSG00000167264.16
2241,ENSG00000167272.9
2242,ENSG00000167397.13
2243,ENSG00000167434.8
2244,ENSG00000167447.11
2245,ENSG00000167468.15
2246,ENSG00000167491.16
2247,ENSG00000167508.9
2248,ENSG00000167515.9
2249,ENSG00000167522.13
2250,ENSG00000167535.6
2251,ENSG00000167543.14
2252,ENSG00000167548.13
2253,ENSG00000167552.12
2254,ENSG00000167578.15
2255,ENSG00000167608.10
2256,ENSG00000167632.13
2257,ENSG00000167642.11
2258,ENSG00000167645.15
2259,ENSG00000167657.10
2260,ENSG00000167685.13
2261,ENSG00000167693.15
2262,ENSG00000167695.13
2263,ENSG00000167700.7
2264,ENSG00000167703.13
2265,ENSG00000167705.10
2266,ENSG00000167733.12
2267,ENSG00000167747.12
2268,ENSG00000167749.10
2269,ENSG00000167751.11
2270,ENSG00000167775.9
2271,ENSG00000167792.10
2272,ENSG00000167797.6
2273,ENSG00000167861.14
2274,ENSG00000167874.6
2275,ENSG00000167880.6
2276,ENSG00000167920.7
2277,ENSG00000167925.14
2278,ENSG00000167965.16
2279,ENSG00000167969.11
2280,ENSG00000167985.5
2281,ENSG00000167987.9
2282,ENSG00000168000.13
2283,ENSG00000168002.10
2284,ENSG00000168003.15
2285,ENSG00000168014.15
2286,ENSG00000168028.12
2287,ENSG00000168040.4
2288,ENSG00000168060.13
2289,ENSG00000168061.12
2290,ENSG00000168062.8
2291,ENSG00000168077.12
2292,ENSG00000168096.13
2293,ENSG00000168101.13
2294,ENSG00000168118.10
2295,ENSG00000168137.14
2296,ENSG00000168234.11
2297,ENSG00000168237.16
2298,ENSG00000168243.9
2299,ENSG00000168246.5
2300,ENSG00000168259.13
2301,ENSG00000168268.9
2302,ENSG00000168275.13
2303,ENSG00000168282.5
2304,ENSG00000168283.12
2305,ENSG00000168297.14
2306,ENSG00000168389.16
2307,ENSG00000168393.11
2308,ENSG00000168438.13
2309,ENSG00000168502.16
2310,ENSG00000168528.10
2311,ENSG00000168538.14
2312,ENSG00000168539.3
2313,ENSG00000168556.6
2314,ENSG00000168569.7
2315,ENSG00000168610.13
2316,ENSG00000168653.9
2317,ENSG00000168672.3
2318,ENSG00000168701.17
2319,ENSG00000168734.12
2320,ENSG00000168743.11
2321,ENSG00000168765.14
2322,ENSG00000168807.15
2323,ENSG00000168894.8
2324,ENSG00000168899.4
2325,ENSG00000168907.12
2326,ENSG00000168936.9
2327,ENSG00000168944.14
2328,ENSG00000168994.12
2329,ENSG00000169018.5
2330,ENSG00000169057.18
2331,ENSG00000169084.11
2332,ENSG00000169093.13
2333,ENSG00000169116.10
2334,ENSG00000169129.13
2335,ENSG00000169139.10
2336,ENSG00000169188.4
2337,ENSG00000169189.15
2338,ENSG00000169223.13
2339,ENSG00000169228.12
2340,ENSG00000169230.8
2341,ENSG00000169241.16
2342,ENSG00000169375.14
2343,ENSG00000169379.14
2344,ENSG00000169398.18
2345,ENSG00000169490.15
2346,ENSG00000169499.13
2347,ENSG00000169504.13
2348,ENSG00000169570.8
2349,ENSG00000169692.11
2350,ENSG00000169696.14
2351,ENSG00000169718.16
2352,ENSG00000169727.11
2353,ENSG00000169733.10
2354,ENSG00000169738.6
2355,ENSG00000169740.12
2356,ENSG00000169851.14
2357,ENSG00000169919.15
2358,ENSG00000169925.15
2359,ENSG00000169926.8
2360,ENSG00000169967.15
2361,ENSG00000169972.10
2362,ENSG00000169976.6
2363,ENSG00000170027.6
2364,ENSG00000170043.10
2365,ENSG00000170088.12
2366,ENSG00000170222.11
2367,ENSG00000170248.12
2368,ENSG00000170271.9
2369,ENSG00000170291.13
2370,ENSG00000170310.13
2371,ENSG00000170365.8
2372,ENSG00000170412.15
2373,ENSG00000170421.10
2374,ENSG00000170430.9
2375,ENSG00000170456.13
2376,ENSG00000170471.13
2377,ENSG00000170633.15
2378,ENSG00000170653.17
2379,ENSG00000170677.5
2380,ENSG00000170689.9
2381,ENSG00000170734.10
2382,ENSG00000170759.10
2383,ENSG00000170776.18
2384,ENSG00000170802.14
2385,ENSG00000170832.11
2386,ENSG00000170837.2
2387,ENSG00000170852.9
2388,ENSG00000170860.3
2389,ENSG00000170889.12
2390,ENSG00000170906.14
2391,ENSG00000170915.8
2392,ENSG00000171067.9
2393,ENSG00000171100.13
2394,ENSG00000171124.11
2395,ENSG00000171130.16
2396,ENSG00000171132.12
2397,ENSG00000171135.12
2398,ENSG00000171148.12
2399,ENSG00000171150.7
2400,ENSG00000171159.4
2401,ENSG00000171202.5
2402,ENSG00000171222.9
2403,ENSG00000171262.10
2404,ENSG00000171302.15
2405,ENSG00000171307.17
2406,ENSG00000171310.9
2407,ENSG00000171311.11
2408,ENSG00000171421.11
2409,ENSG00000171443.6
2410,ENSG00000171453.16
2411,ENSG00000171466.8
2412,ENSG00000171467.14
2413,ENSG00000171530.12
2414,ENSG00000171533.10
2415,ENSG00000171552.11
2416,ENSG00000171612.6
2417,ENSG00000171634.15
2418,ENSG00000171703.15
2419,ENSG00000171729.12
2420,ENSG00000171735.17
2421,ENSG00000171792.9
2422,ENSG00000171793.12
2423,ENSG00000171813.12
2424,ENSG00000171823.6
2425,ENSG00000171858.16
2426,ENSG00000171863.11
2427,ENSG00000171953.14
2428,ENSG00000171960.9
2429,ENSG00000171988.16
2430,ENSG00000172007.5
2431,ENSG00000172009.13
2432,ENSG00000172057.8
2433,ENSG00000172071.10
2434,ENSG00000172159.14
2435,ENSG00000172201.9
2436,ENSG00000172262.10
2437,ENSG00000172269.15
2438,ENSG00000172270.17
2439,ENSG00000172301.9
2440,ENSG00000172315.5
2441,ENSG00000172336.4
2442,ENSG00000172354.8
2443,ENSG00000172375.11
2444,ENSG00000172380.5
2445,ENSG00000172403.9
2446,ENSG00000172456.15
2447,ENSG00000172469.13
2448,ENSG00000172500.11
2449,ENSG00000172534.12
2450,ENSG00000172586.7
2451,ENSG00000172590.17
2452,ENSG00000172638.11
2453,ENSG00000172663.7
2454,ENSG00000172725.12
2455,ENSG00000172809.11
2456,ENSG00000172845.12
2457,ENSG00000172888.10
2458,ENSG00000172922.7
2459,ENSG00000173065.12
2460,ENSG00000173141.4
2461,ENSG00000173153.12
2462,ENSG00000173163.9
2463,ENSG00000173171.13
2464,ENSG00000173264.12
2465,ENSG00000173272.12
2466,ENSG00000173402.10
2467,ENSG00000173406.14
2468,ENSG00000173409.12
2469,ENSG00000173418.10
2470,ENSG00000173436.12
2471,ENSG00000173457.9
2472,ENSG00000173465.6
2473,ENSG00000173473.9
2474,ENSG00000173486.11
2475,ENSG00000173511.8
2476,ENSG00000173542.7
2477,ENSG00000173548.8
2478,ENSG00000173575.17
2479,ENSG00000173581.6
2480,ENSG00000173599.12
2481,ENSG00000173638.17
2482,ENSG00000173653.6
2483,ENSG00000173660.10
2484,ENSG00000173757.8
2485,ENSG00000173786.15
2486,ENSG00000173801.15
2487,ENSG00000173875.12
2488,ENSG00000173917.10
2489,ENSG00000173918.13
2490,ENSG00000173928.2
2491,ENSG00000173930.8
2492,ENSG00000173947.12
2493,ENSG00000174032.15
2494,ENSG00000174099.9
2495,ENSG00000174106.2
2496,ENSG00000174136.10
2497,ENSG00000174165.6
2498,ENSG00000174231.15
2499,ENSG00000174282.10
2500,ENSG00000174292.11
2501,ENSG00000174307.6
2502,ENSG00000174326.10
2503,ENSG00000174373.14
2504,ENSG00000174444.13
2505,ENSG00000174485.13
2506,ENSG00000174547.12
2507,ENSG00000174567.7
2508,ENSG00000174640.11
2509,ENSG00000174695.8
2510,ENSG00000174705.10
2511,ENSG00000174718.10
2512,ENSG00000174744.12
2513,ENSG00000174775.15
2514,ENSG00000174780.14
2515,ENSG00000174839.11
2516,ENSG00000174851.13
2517,ENSG00000174886.11
2518,ENSG00000174915.10
2519,ENSG00000174917.7
2520,ENSG00000174938.13
2521,ENSG00000174953.12
2522,ENSG00000174996.10
2523,ENSG00000175029.15
2524,ENSG00000175073.7
2525,ENSG00000175104.13
2526,ENSG00000175130.6
2527,ENSG00000175155.7
2528,ENSG00000175213.2
2529,ENSG00000175215.8
2530,ENSG00000175220.10
2531,ENSG00000175221.13
2532,ENSG00000175274.17
2533,ENSG00000175334.6
2534,ENSG00000175348.9
2535,ENSG00000175416.11
2536,ENSG00000175445.13
2537,ENSG00000175467.13
2538,ENSG00000175470.17
2539,ENSG00000175482.7
2540,ENSG00000175548.7
2541,ENSG00000175550.6
2542,ENSG00000175567.7
2543,ENSG00000175581.12
2544,ENSG00000175582.18
2545,ENSG00000175634.13
2546,ENSG00000175707.8
2547,ENSG00000175727.12
2548,ENSG00000175756.12
2549,ENSG00000175768.11
2550,ENSG00000175806.13
2551,ENSG00000175854.10
2552,ENSG00000175866.14
2553,ENSG00000175879.8
2554,ENSG00000175931.11
2555,ENSG00000175938.6
2556,ENSG00000176022.4
2557,ENSG00000176046.8
2558,ENSG00000176055.9
2559,ENSG00000176101.10
2560,ENSG00000176108.8
2561,ENSG00000176125.4
2562,ENSG00000176142.11
2563,ENSG00000176171.10
2564,ENSG00000176261.14
2565,ENSG00000176340.3
2566,ENSG00000176410.7
2567,ENSG00000176422.12
2568,ENSG00000176473.12
2569,ENSG00000176485.9
2570,ENSG00000176490.4
2571,ENSG00000176531.9
2572,ENSG00000176624.10
2573,ENSG00000176853.14
2574,ENSG00000176928.5
2575,ENSG00000176973.7
2576,ENSG00000176974.16
2577,ENSG00000176978.12
2578,ENSG00000176986.13
2579,ENSG00000176994.10
2580,ENSG00000177030.15
2581,ENSG00000177034.13
2582,ENSG00000177076.5
2583,ENSG00000177105.9
2584,ENSG00000177106.13
2585,ENSG00000177119.14
2586,ENSG00000177181.13
2587,ENSG00000177192.12
2588,ENSG00000177200.14
2589,ENSG00000177311.9
2590,ENSG00000177370.4
2591,ENSG00000177380.12
2592,ENSG00000177425.9
2593,ENSG00000177463.14
2594,ENSG00000177542.9
2595,ENSG00000177548.11
2596,ENSG00000177556.10
2597,ENSG00000177600.7
2598,ENSG00000177666.14
2599,ENSG00000177674.14
2600,ENSG00000177685.15
2601,ENSG00000177697.16
2602,ENSG00000177700.5
2603,ENSG00000177830.16
2604,ENSG00000177853.13
2605,ENSG00000177854.7
2606,ENSG00000177873.11
2607,ENSG00000177879.13
2608,ENSG00000177888.7
2609,ENSG00000177889.8
2610,ENSG00000177932.6
2611,ENSG00000177971.8
2612,ENSG00000178057.13
2613,ENSG00000178078.10
2614,ENSG00000178127.11
2615,ENSG00000178163.6
2616,ENSG00000178177.13
2617,ENSG00000178202.11
2618,ENSG00000178209.13
2619,ENSG00000178229.7
2620,ENSG00000178307.8
2621,ENSG00000178449.7
2622,ENSG00000178467.16
2623,ENSG00000178502.5
2624,ENSG00000178531.5
2625,ENSG00000178585.13
2626,ENSG00000178605.11
2627,ENSG00000178607.14
2628,ENSG00000178691.9
2629,ENSG00000178694.8
2630,ENSG00000178719.15
2631,ENSG00000178741.10
2632,ENSG00000178750.2
2633,ENSG00000178761.13
2634,ENSG00000178802.16
2635,ENSG00000178821.11
2636,ENSG00000178896.6
2637,ENSG00000178904.17
2638,ENSG00000178950.15
2639,ENSG00000178982.8
2640,ENSG00000178996.11
2641,ENSG00000179085.7
2642,ENSG00000179104.7
2643,ENSG00000179119.13
2644,ENSG00000179151.10
2645,ENSG00000179178.9
2646,ENSG00000179218.12
2647,ENSG00000179241.11
2648,ENSG00000179271.2
2649,ENSG00000179277.9
2650,ENSG00000179295.14
2651,ENSG00000179348.10
2652,ENSG00000179403.11
2653,ENSG00000179454.12
2654,ENSG00000179526.15
2655,ENSG00000179632.8
2656,ENSG00000179820.14
2657,ENSG00000179832.16
2658,ENSG00000179862.6
2659,ENSG00000179889.17
2660,ENSG00000179909.14
2661,ENSG00000179941.6
2662,ENSG00000179943.7
2663,ENSG00000179950.12
2664,ENSG00000179965.10
2665,ENSG00000179967.11
2666,ENSG00000180089.5
2667,ENSG00000180228.11
2668,ENSG00000180263.12
2669,ENSG00000180357.8
2670,ENSG00000180370.9
2671,ENSG00000180398.10
2672,ENSG00000180530.8
2673,ENSG00000180573.9
2674,ENSG00000180628.13
2675,ENSG00000180776.14
2676,ENSG00000180879.12
2677,ENSG00000180891.11
2678,ENSG00000180917.15
2679,ENSG00000180921.6
2680,ENSG00000180992.6
2681,ENSG00000181191.11
2682,ENSG00000181192.10
2683,ENSG00000181222.13
2684,ENSG00000181274.6
2685,ENSG00000181284.2
2686,ENSG00000181392.13
2687,ENSG00000181513.13
2688,ENSG00000181555.18
2689,ENSG00000181610.11
2690,ENSG00000181619.11
2691,ENSG00000181666.16
2692,ENSG00000181704.10
2693,ENSG00000181778.4
2694,ENSG00000181817.5
2695,ENSG00000181827.13
2696,ENSG00000181885.17
2697,ENSG00000181904.8
2698,ENSG00000181915.4
2699,ENSG00000181982.16
2700,ENSG00000181991.14
2701,ENSG00000182004.11
2702,ENSG00000182107.6
2703,ENSG00000182108.8
2704,ENSG00000182117.5
2705,ENSG00000182141.8
2706,ENSG00000182150.14
2707,ENSG00000182154.7
2708,ENSG00000182165.16
2709,ENSG00000182173.11
2710,ENSG00000182208.11
2711,ENSG00000182218.8
2712,ENSG00000182247.8
2713,ENSG00000182253.13
2714,ENSG00000182325.9
2715,ENSG00000182362.12
2716,ENSG00000182473.19
2717,ENSG00000182518.12
2718,ENSG00000182544.8
2719,ENSG00000182551.12
2720,ENSG00000182552.13
2721,ENSG00000182742.5
2722,ENSG00000182749.5
2723,ENSG00000182768.8
2724,ENSG00000182774.9
2725,ENSG00000182795.12
2726,ENSG00000182809.9
2727,ENSG00000182853.10
2728,ENSG00000182890.4
2729,ENSG00000182899.13
2730,ENSG00000182903.14
2731,ENSG00000182963.8
2732,ENSG00000182979.16
2733,ENSG00000183010.15
2734,ENSG00000183011.12
2735,ENSG00000183048.10
2736,ENSG00000183077.14
2737,ENSG00000183087.13
2738,ENSG00000183111.10
2739,ENSG00000183155.4
2740,ENSG00000183172.8
2741,ENSG00000183207.11
2742,ENSG00000183208.11
2743,ENSG00000183248.10
2744,ENSG00000183287.12
2745,ENSG00000183337.15
2746,ENSG00000183354.10
2747,ENSG00000183401.10
2748,ENSG00000183444.10
2749,ENSG00000183475.11
2750,ENSG00000183495.12
2751,ENSG00000183580.9
2752,ENSG00000183605.15
2753,ENSG00000183615.5
2754,ENSG00000183617.4
2755,ENSG00000183648.8
2756,ENSG00000183684.7
2757,ENSG00000183735.8
2758,ENSG00000183741.10
2759,ENSG00000183751.13
2760,ENSG00000183808.10
2761,ENSG00000183828.13
2762,ENSG00000183878.14
2763,ENSG00000183978.7
2764,ENSG00000184056.13
2765,ENSG00000184076.12
2766,ENSG00000184154.11
2767,ENSG00000184162.13
2768,ENSG00000184164.13
2769,ENSG00000184182.17
2770,ENSG00000184207.8
2771,ENSG00000184208.10
2772,ENSG00000184292.6
2773,ENSG00000184363.8
2774,ENSG00000184381.17
2775,ENSG00000184436.10
2776,ENSG00000184470.18
2777,ENSG00000184481.15
2778,ENSG00000184508.9
2779,ENSG00000184575.10
2780,ENSG00000184634.14
2781,ENSG00000184640.16
2782,ENSG00000184675.8
2783,ENSG00000184678.9
2784,ENSG00000184730.9
2785,ENSG00000184785.5
2786,ENSG00000184831.12
2787,ENSG00000184867.12
2788,ENSG00000184897.5
2789,ENSG00000184898.6
2790,ENSG00000184903.8
2791,ENSG00000184924.5
2792,ENSG00000184956.14
2793,ENSG00000184967.5
2794,ENSG00000185000.8
2795,ENSG00000185009.11
2796,ENSG00000185043.9
2797,ENSG00000185049.11
2798,ENSG00000185085.2
2799,ENSG00000185088.11
2800,ENSG00000185127.6
2801,ENSG00000185129.5
2802,ENSG00000185133.12
2803,ENSG00000185156.5
2804,ENSG00000185164.13
2805,ENSG00000185187.11
2806,ENSG00000185262.8
2807,ENSG00000185305.9
2808,ENSG00000185339.7
2809,ENSG00000185340.14
2810,ENSG00000185404.15
2811,ENSG00000185442.11
2812,ENSG00000185475.7
2813,ENSG00000185515.13
2814,ENSG00000185567.6
2815,ENSG00000185608.7
2816,ENSG00000185624.13
2817,ENSG00000185627.16
2818,ENSG00000185722.15
2819,ENSG00000185728.15
2820,ENSG00000185803.7
2821,ENSG00000185808.12
2822,ENSG00000185813.9
2823,ENSG00000185883.9
2824,ENSG00000185900.8
2825,ENSG00000185909.13
2826,ENSG00000185947.13
2827,ENSG00000185963.12
2828,ENSG00000185973.9
2829,ENSG00000186010.17
2830,ENSG00000186063.11
2831,ENSG00000186111.7
2832,ENSG00000186174.11
2833,ENSG00000186205.11
2834,ENSG00000186212.3
2835,ENSG00000186222.4
2836,ENSG00000186298.10
2837,ENSG00000186395.6
2838,ENSG00000186432.7
2839,ENSG00000186468.11
2840,ENSG00000186479.4
2841,ENSG00000186493.10
2842,ENSG00000186501.13
2843,ENSG00000186566.10
2844,ENSG00000186654.19
2845,ENSG00000186660.14
2846,ENSG00000186687.14
2847,ENSG00000186716.18
2848,ENSG00000186792.14
2849,ENSG00000186815.11
2850,ENSG00000186834.3
2851,ENSG00000186908.13
2852,ENSG00000187051.7
2853,ENSG00000187068.2
2854,ENSG00000187079.13
2855,ENSG00000187098.13
2856,ENSG00000187231.12
2857,ENSG00000187239.15
2858,ENSG00000187240.12
2859,ENSG00000187244.9
2860,ENSG00000187325.4
2861,ENSG00000187391.16
2862,ENSG00000187486.5
2863,ENSG00000187531.12
2864,ENSG00000187605.14
2865,ENSG00000187609.14
2866,ENSG00000187630.13
2867,ENSG00000187735.11
2868,ENSG00000187742.13
2869,ENSG00000187840.4
2870,ENSG00000187866.7
2871,ENSG00000187867.7
2872,ENSG00000187954.11
2873,ENSG00000187994.12
2874,ENSG00000188010.11
2875,ENSG00000188013.6
2876,ENSG00000188021.8
2877,ENSG00000188130.12
2878,ENSG00000188186.9
2879,ENSG00000188229.5
2880,ENSG00000188243.11
2881,ENSG00000188419.12
2882,ENSG00000188483.7
2883,ENSG00000188488.12
2884,ENSG00000188493.13
2885,ENSG00000188554.12
2886,ENSG00000188603.15
2887,ENSG00000188643.9
2888,ENSG00000188647.11
2889,ENSG00000188690.11
2890,ENSG00000188706.11
2891,ENSG00000188785.10
2892,ENSG00000188807.11
2893,ENSG00000188846.12
2894,ENSG00000188878.15
2895,ENSG00000188906.12
2896,ENSG00000188938.14
2897,ENSG00000188959.9
2898,ENSG00000188976.9
2899,ENSG00000188994.11
2900,ENSG00000189043.8
2901,ENSG00000189060.5
2902,ENSG00000189067.11
2903,ENSG00000189077.9
2904,ENSG00000189079.14
2905,ENSG00000189171.12
2906,ENSG00000189227.5
2907,ENSG00000189308.9
2908,ENSG00000189319.12
2909,ENSG00000189376.10
2910,ENSG00000196090.11
2911,ENSG00000196182.9
2912,ENSG00000196189.11
2913,ENSG00000196199.12
2914,ENSG00000196247.10
2915,ENSG00000196262.12
2916,ENSG00000196305.16
2917,ENSG00000196323.10
2918,ENSG00000196353.10
2919,ENSG00000196367.11
2920,ENSG00000196371.3
2921,ENSG00000196387.8
2922,ENSG00000196411.8
2923,ENSG00000196422.9
2924,ENSG00000196449.3
2925,ENSG00000196470.10
2926,ENSG00000196497.14
2927,ENSG00000196502.10
2928,ENSG00000196504.14
2929,ENSG00000196507.9
2930,ENSG00000196517.10
2931,ENSG00000196531.9
2932,ENSG00000196535.13
2933,ENSG00000196605.6
2934,ENSG00000196642.14
2935,ENSG00000196646.10
2936,ENSG00000196655.8
2937,ENSG00000196663.14
2938,ENSG00000196683.9
2939,ENSG00000196705.7
2940,ENSG00000196712.15
2941,ENSG00000196715.5
2942,ENSG00000196792.10
2943,ENSG00000196793.12
2944,ENSG00000196812.4
2945,ENSG00000196867.6
2946,ENSG00000196872.9
2947,ENSG00000196914.7
2948,ENSG00000196917.5
2949,ENSG00000196924.13
2950,ENSG00000196976.6
2951,ENSG00000196998.14
2952,ENSG00000197013.8
2953,ENSG00000197037.9
2954,ENSG00000197043.12
2955,ENSG00000197045.11
2956,ENSG00000197056.8
2957,ENSG00000197070.12
2958,ENSG00000197077.11
2959,ENSG00000197102.9
2960,ENSG00000197121.13
2961,ENSG00000197147.11
2962,ENSG00000197180.2
2963,ENSG00000197191.4
2964,ENSG00000197283.11
2965,ENSG00000197296.5
2966,ENSG00000197312.10
2967,ENSG00000197321.13
2968,ENSG00000197324.7
2969,ENSG00000197372.8
2970,ENSG00000197375.11
2971,ENSG00000197429.9
2972,ENSG00000197448.12
2973,ENSG00000197535.13
2974,ENSG00000197555.8
2975,ENSG00000197576.12
2976,ENSG00000197586.11
2977,ENSG00000197635.8
2978,ENSG00000197694.12
2979,ENSG00000197696.8
2980,ENSG00000197702.10
2981,ENSG00000197705.8
2982,ENSG00000197712.10
2983,ENSG00000197756.8
2984,ENSG00000197771.11
2985,ENSG00000197785.12
2986,ENSG00000197857.12
2987,ENSG00000197858.9
2988,ENSG00000197879.13
2989,ENSG00000197894.9
2990,ENSG00000197905.7
2991,ENSG00000197928.9
2992,ENSG00000197937.11
2993,ENSG00000197956.8
2994,ENSG00000197958.11
2995,ENSG00000197965.10
2996,ENSG00000197969.10
2997,ENSG00000197982.13
2998,ENSG00000198000.10
2999,ENSG00000198015.11
3000,ENSG00000198034.9
3001,ENSG00000198087.7
3002,ENSG00000198133.7
3003,ENSG00000198146.4
3004,ENSG00000198160.13
3005,ENSG00000198162.11
3006,ENSG00000198171.11
3007,ENSG00000198198.12
3008,ENSG00000198205.6
3009,ENSG00000198242.12
3010,ENSG00000198258.9
3011,ENSG00000198265.10
3012,ENSG00000198301.10
3013,ENSG00000198315.9
3014,ENSG00000198373.11
3015,ENSG00000198380.11
3016,ENSG00000198399.13
3017,ENSG00000198420.8
3018,ENSG00000198483.11
3019,ENSG00000198513.10
3020,ENSG00000198523.5
3021,ENSG00000198538.9
3022,ENSG00000198546.13
3023,ENSG00000198561.11
3024,ENSG00000198604.9
3025,ENSG00000198612.9
3026,ENSG00000198642.6
3027,ENSG00000198643.5
3028,ENSG00000198668.9
3029,ENSG00000198677.9
3030,ENSG00000198690.8
3031,ENSG00000198692.8
3032,ENSG00000198712.1
3033,ENSG00000198715.10
3034,ENSG00000198721.11
3035,ENSG00000198727.2
3036,ENSG00000198728.9
3037,ENSG00000198730.6
3038,ENSG00000198736.10
3039,ENSG00000198752.8
3040,ENSG00000198755.9
3041,ENSG00000198763.3
3042,ENSG00000198780.10
3043,ENSG00000198804.2
3044,ENSG00000198807.11
3045,ENSG00000198815.7
3046,ENSG00000198816.5
3047,ENSG00000198818.8
3048,ENSG00000198835.3
3049,ENSG00000198836.7
3050,ENSG00000198840.2
3051,ENSG00000198853.10
3052,ENSG00000198855.5
3053,ENSG00000198858.8
3054,ENSG00000198862.12
3055,ENSG00000198863.6
3056,ENSG00000198876.11
3057,ENSG00000198886.2
3058,ENSG00000198887.8
3059,ENSG00000198888.2
3060,ENSG00000198892.6
3061,ENSG00000198894.6
3062,ENSG00000198898.11
3063,ENSG00000198899.2
3064,ENSG00000198909.6
3065,ENSG00000198918.7
3066,ENSG00000198931.9
3067,ENSG00000198932.11
